AG_testede,AG_pos,AGpos_minusPCRkonf,AGpos_PCRpos,AGpos_PCRneg,AGnegPCRpos,AGnegPCRneg,ag_neg,pcr_pos,double_tested,false_neg
1977630,5133,1086,2190,1803,2031,119030,1972497,4221,125054,1.6776666308720396
