Year;Quarter;Age;Sex;Population
2019;3; 17;Male;34309
2019;4; 17;Male;34356
2020;1; 17;Male;34560
2020;2; 17;Male;34421
2020;3; 17;Male;34322
2020;4; 17;Male;34800
2021;1; 17;Male;34828
2021;2; 17;Male;35017
2021;3; 17;Male;35008
2021;4; 17;Male;34801
2008;1; 18;Male;33490
2008;2; 18;Male;33809
2008;3; 18;Male;33957
2008;4; 18;Male;34455
2009;1; 18;Male;34695
2009;2; 18;Male;34722
2009;3; 18;Male;35029
2009;4; 18;Male;35057
2010;1; 18;Male;34915
2010;2; 18;Male;35367
2010;3; 18;Male;35639
2010;4; 18;Male;36247
2011;1; 18;Male;36686
2011;2; 18;Male;36725
2011;3; 18;Male;36551
2011;4; 18;Male;36612
2012;1; 18;Male;36329
2012;2; 18;Male;36188
2012;3; 18;Male;36589
2012;4; 18;Male;36741
2013;1; 18;Male;37572
2013;2; 18;Male;37850
2013;3; 18;Male;37639
2013;4; 18;Male;38099
2014;1; 18;Male;37683
2014;2; 18;Male;37537
2014;3; 18;Male;37046
2014;4; 18;Male;36629
2015;1; 18;Male;36433
2015;2; 18;Male;36336
2015;3; 18;Male;36703
2015;4; 18;Male;37142
2016;1; 18;Male;36543
2016;2; 18;Male;36248
2016;3; 18;Male;35627
2016;4; 18;Male;35908
2017;1; 18;Male;35960
2017;2; 18;Male;35871
2017;3; 18;Male;35965
2017;4; 18;Male;35913
2018;1; 18;Male;35665
2018;2; 18;Male;35591
2018;3; 18;Male;35740
2018;4; 18;Male;35851
2019;1; 18;Male;36072
2019;2; 18;Male;35961
2019;3; 18;Male;35707
2019;4; 18;Male;35609
2020;1; 18;Male;35025
2020;2; 18;Male;34813
2020;3; 18;Male;34432
2020;4; 18;Male;34645
2021;1; 18;Male;34778
2021;2; 18;Male;34579
2021;3; 18;Male;34457
2021;4; 18;Male;35174
2008;1; 19;Male;32550
2008;2; 19;Male;32865
2008;3; 19;Male;33140
2008;4; 19;Male;33488
2009;1; 19;Male;33891
2009;2; 19;Male;34160
2009;3; 19;Male;34188
2009;4; 19;Male;34912
2010;1; 19;Male;35233
2010;2; 19;Male;35193
2010;3; 19;Male;35346
2010;4; 19;Male;35534
2011;1; 19;Male;35425
2011;2; 19;Male;35855
2011;3; 19;Male;35957
2011;4; 19;Male;36668
2012;1; 19;Male;37246
2012;2; 19;Male;37245
2012;3; 19;Male;36925
2012;4; 19;Male;37221
2013;1; 19;Male;36981
2013;2; 19;Male;36797
2013;3; 19;Male;37049
2013;4; 19;Male;37254
2014;1; 19;Male;38218
2014;2; 19;Male;38476
2014;3; 19;Male;38174
2014;4; 19;Male;38936
2015;1; 19;Male;38523
2015;2; 19;Male;38360
2015;3; 19;Male;37711
2015;4; 19;Male;37569
2016;1; 19;Male;37413
2016;2; 19;Male;37295
2016;3; 19;Male;37558
2016;4; 19;Male;37945
2017;1; 19;Male;37428
2017;2; 19;Male;37038
2017;3; 19;Male;36281
2017;4; 19;Male;36628
2018;1; 19;Male;36675
2018;2; 19;Male;36557
2018;3; 19;Male;36572
2018;4; 19;Male;36602
2019;1; 19;Male;36320
2019;2; 19;Male;36180
2019;3; 19;Male;36221
2019;4; 19;Male;36418
2020;1; 19;Male;36640
2020;2; 19;Male;36519
2020;3; 19;Male;36174
2020;4; 19;Male;36134
2021;1; 19;Male;35562
2021;2; 19;Male;35305
2021;3; 19;Male;34929
2021;4; 19;Male;35337
2008;1; 20;Male;31662
2008;2; 20;Male;32066
2008;3; 20;Male;32100
2008;4; 20;Male;33037
2009;1; 20;Male;33189
2009;2; 20;Male;33679
2009;3; 20;Male;33783
2009;4; 20;Male;34279
2010;1; 20;Male;34474
2010;2; 20;Male;34882
2010;3; 20;Male;34778
2010;4; 20;Male;35607
2011;1; 20;Male;35744
2011;2; 20;Male;35863
2011;3; 20;Male;35993
2011;4; 20;Male;36423
2012;1; 20;Male;36083
2012;2; 20;Male;36602
2012;3; 20;Male;36604
2012;4; 20;Male;37559
2013;1; 20;Male;37928
2013;2; 20;Male;38067
2013;3; 20;Male;37652
2013;4; 20;Male;38139
2014;1; 20;Male;37627
2014;2; 20;Male;37590
2014;3; 20;Male;37834
2014;4; 20;Male;38296
2015;1; 20;Male;38979
2015;2; 20;Male;39527
2015;3; 20;Male;39244
2015;4; 20;Male;40177
2016;1; 20;Male;39564
2016;2; 20;Male;39506
2016;3; 20;Male;38716
2016;4; 20;Male;38649
2017;1; 20;Male;38239
2017;2; 20;Male;38301
2017;3; 20;Male;38417
2017;4; 20;Male;38931
2018;1; 20;Male;38176
2018;2; 20;Male;37919
2018;3; 20;Male;37058
2018;4; 20;Male;37551
2019;1; 20;Male;37348
2019;2; 20;Male;37399
2019;3; 20;Male;37229
2019;4; 20;Male;37321
2020;1; 20;Male;36827
2020;2; 20;Male;36766
2020;3; 20;Male;36771
2020;4; 20;Male;36821
2021;1; 20;Male;37125
2021;2; 20;Male;37024
2021;3; 20;Male;36805
2021;4; 20;Male;36970
2008;1; 21;Male;31720
2008;2; 21;Male;32061
2008;3; 21;Male;31979
2008;4; 21;Male;32414
2009;1; 21;Male;32480
2009;2; 21;Male;32953
2009;3; 21;Male;32813
2009;4; 21;Male;33722
2010;1; 21;Male;33892
2010;2; 21;Male;34385
2010;3; 21;Male;34344
2010;4; 21;Male;34847
2011;1; 21;Male;35076
2011;2; 21;Male;35555
2011;3; 21;Male;35350
2011;4; 21;Male;36167
2012;1; 21;Male;36585
2012;2; 21;Male;36572
2012;3; 21;Male;36602
2012;4; 21;Male;36877
2013;1; 21;Male;36674
2013;2; 21;Male;37406
2013;3; 21;Male;37311
2013;4; 21;Male;38227
2014;1; 21;Male;38578
2014;2; 21;Male;38743
2014;3; 21;Male;38281
2014;4; 21;Male;38637
2015;1; 21;Male;38246
2015;2; 21;Male;38495
2015;3; 21;Male;38803
2015;4; 21;Male;39129
2016;1; 21;Male;40044
2016;2; 21;Male;40594
2016;3; 21;Male;40120
2016;4; 21;Male;40886
2017;1; 21;Male;40279
2017;2; 21;Male;40307
2017;3; 21;Male;39381
2017;4; 21;Male;39182
2018;1; 21;Male;38974
2018;2; 21;Male;39111
2018;3; 21;Male;39094
2018;4; 21;Male;39554
2019;1; 21;Male;38759
2019;2; 21;Male;38593
2019;3; 21;Male;37644
2019;4; 21;Male;37991
2020;1; 21;Male;37812
2020;2; 21;Male;37758
2020;3; 21;Male;37632
2020;4; 21;Male;37452
2021;1; 21;Male;37155
2021;2; 21;Male;36983
2021;3; 21;Male;37133
2021;4; 21;Male;37534
2008;1; 22;Male;31140
2008;2; 22;Male;31522
2008;3; 22;Male;31693
2008;4; 22;Male;32338
2009;1; 22;Male;32566
2009;2; 22;Male;32798
2009;3; 22;Male;32705
2009;4; 22;Male;32944
2010;1; 22;Male;32988
2010;2; 22;Male;33392
2010;3; 22;Male;33273
2010;4; 22;Male;34162
2011;1; 22;Male;34353
2011;2; 22;Male;34700
2011;3; 22;Male;34862
2011;4; 22;Male;35241
2012;1; 22;Male;35546
2012;2; 22;Male;35930
2012;3; 22;Male;35852
2012;4; 22;Male;36621
2013;1; 22;Male;36904
2013;2; 22;Male;36905
2013;3; 22;Male;37114
2013;4; 22;Male;37380
2014;1; 22;Male;37136
2014;2; 22;Male;37710
2014;3; 22;Male;37904
2014;4; 22;Male;38652
2015;1; 22;Male;39039
2015;2; 22;Male;39185
2015;3; 22;Male;39003
2015;4; 22;Male;39431
2016;1; 22;Male;39139
2016;2; 22;Male;39276
2016;3; 22;Male;39505
2016;4; 22;Male;39954
2017;1; 22;Male;40709
2017;2; 22;Male;41034
2017;3; 22;Male;40658
2017;4; 22;Male;41371
2018;1; 22;Male;40766
2018;2; 22;Male;40608
2018;3; 22;Male;39937
2018;4; 22;Male;39714
2019;1; 22;Male;39456
2019;2; 22;Male;39427
2019;3; 22;Male;39597
2019;4; 22;Male;39874
2020;1; 22;Male;39044
2020;2; 22;Male;38635
2020;3; 22;Male;37862
2020;4; 22;Male;38090
2021;1; 22;Male;38132
2021;2; 22;Male;37965
2021;3; 22;Male;37999
2021;4; 22;Male;38202
2008;1; 23;Male;30313
2008;2; 23;Male;30531
2008;3; 23;Male;30862
2008;4; 23;Male;31459
2009;1; 23;Male;31849
2009;2; 23;Male;32177
2009;3; 23;Male;32327
2009;4; 23;Male;32798
2010;1; 23;Male;33000
2010;2; 23;Male;33183
2010;3; 23;Male;33150
2010;4; 23;Male;33414
2011;1; 23;Male;33480
2011;2; 23;Male;33767
2011;3; 23;Male;33701
2011;4; 23;Male;34575
2012;1; 23;Male;34880
2012;2; 23;Male;35279
2012;3; 23;Male;35419
2012;4; 23;Male;35757
2013;1; 23;Male;36187
2013;2; 23;Male;36528
2013;3; 23;Male;36450
2013;4; 23;Male;37199
2014;1; 23;Male;37492
2014;2; 23;Male;37491
2014;3; 23;Male;37688
2014;4; 23;Male;38049
2015;1; 23;Male;37800
2015;2; 23;Male;38305
2015;3; 23;Male;38548
2015;4; 23;Male;39532
2016;1; 23;Male;40081
2016;2; 23;Male;40089
2016;3; 23;Male;39906
2016;4; 23;Male;40398
2017;1; 23;Male;40061
2017;2; 23;Male;39993
2017;3; 23;Male;40210
2017;4; 23;Male;40571
2018;1; 23;Male;41381
2018;2; 23;Male;41634
2018;3; 23;Male;41270
2018;4; 23;Male;41886
2019;1; 23;Male;41330
2019;2; 23;Male;41226
2019;3; 23;Male;40561
2019;4; 23;Male;40151
2020;1; 23;Male;39767
2020;2; 23;Male;39617
2020;3; 23;Male;39763
2020;4; 23;Male;40000
2021;1; 23;Male;39420
2021;2; 23;Male;38971
2021;3; 23;Male;38341
2021;4; 23;Male;38797
2008;1; 24;Male;29713
2008;2; 24;Male;30058
2008;3; 24;Male;30264
2008;4; 24;Male;30697
2009;1; 24;Male;30904
2009;2; 24;Male;30967
2009;3; 24;Male;31246
2009;4; 24;Male;31735
2010;1; 24;Male;32064
2010;2; 24;Male;32412
2010;3; 24;Male;32644
2010;4; 24;Male;33116
2011;1; 24;Male;33344
2011;2; 24;Male;33482
2011;3; 24;Male;33491
2011;4; 24;Male;33645
2012;1; 24;Male;33727
2012;2; 24;Male;34145
2012;3; 24;Male;34165
2012;4; 24;Male;35010
2013;1; 24;Male;35357
2013;2; 24;Male;35745
2013;3; 24;Male;35893
2013;4; 24;Male;36323
2014;1; 24;Male;36762
2014;2; 24;Male;37149
2014;3; 24;Male;37180
2014;4; 24;Male;37860
2015;1; 24;Male;38170
2015;2; 24;Male;38244
2015;3; 24;Male;38531
2015;4; 24;Male;38797
2016;1; 24;Male;38770
2016;2; 24;Male;39336
2016;3; 24;Male;39544
2016;4; 24;Male;40381
2017;1; 24;Male;40846
2017;2; 24;Male;40847
2017;3; 24;Male;40685
2017;4; 24;Male;40959
2018;1; 24;Male;40642
2018;2; 24;Male;40549
2018;3; 24;Male;40743
2018;4; 24;Male;40964
2019;1; 24;Male;41754
2019;2; 24;Male;42065
2019;3; 24;Male;41736
2019;4; 24;Male;42186
2020;1; 24;Male;41504
2020;2; 24;Male;41366
2020;3; 24;Male;40580
2020;4; 24;Male;40220
2021;1; 24;Male;40037
2021;2; 24;Male;39809
2021;3; 24;Male;40162
2021;4; 24;Male;40617
2008;1; 25;Male;30646
2008;2; 25;Male;30403
2008;3; 25;Male;30262
2008;4; 25;Male;30490
2009;1; 25;Male;30247
2009;2; 25;Male;30501
2009;3; 25;Male;30533
2009;4; 25;Male;30745
2010;1; 25;Male;30911
2010;2; 25;Male;31112
2010;3; 25;Male;31473
2010;4; 25;Male;31961
2011;1; 25;Male;32248
2011;2; 25;Male;32594
2011;3; 25;Male;32878
2011;4; 25;Male;33333
2012;1; 25;Male;33477
2012;2; 25;Male;33646
2012;3; 25;Male;33737
2012;4; 25;Male;33884
2013;1; 25;Male;34078
2013;2; 25;Male;34466
2013;3; 25;Male;34633
2013;4; 25;Male;35414
2014;1; 25;Male;35815
2014;2; 25;Male;36172
2014;3; 25;Male;36456
2014;4; 25;Male;36769
2015;1; 25;Male;37229
2015;2; 25;Male;37729
2015;3; 25;Male;37936
2015;4; 25;Male;38645
2016;1; 25;Male;39081
2016;2; 25;Male;39171
2016;3; 25;Male;39403
2016;4; 25;Male;39491
2017;1; 25;Male;39395
2017;2; 25;Male;40000
2017;3; 25;Male;40109
2017;4; 25;Male;40892
2018;1; 25;Male;41297
2018;2; 25;Male;41279
2018;3; 25;Male;41144
2018;4; 25;Male;41217
2019;1; 25;Male;40863
2019;2; 25;Male;40817
2019;3; 25;Male;41149
2019;4; 25;Male;41125
2020;1; 25;Male;41928
2020;2; 25;Male;42094
2020;3; 25;Male;41688
2020;4; 25;Male;42021
2021;1; 25;Male;41600
2021;2; 25;Male;41486
2021;3; 25;Male;40951
2021;4; 25;Male;40564
2008;1; 26;Male;30393
2008;2; 26;Male;30567
2008;3; 26;Male;30711
2008;4; 26;Male;30729
2009;1; 26;Male;31205
2009;2; 26;Male;30842
2009;3; 26;Male;30652
2009;4; 26;Male;30701
2010;1; 26;Male;30251
2010;2; 26;Male;30552
2010;3; 26;Male;30692
2010;4; 26;Male;31012
2011;1; 26;Male;31189
2011;2; 26;Male;31310
2011;3; 26;Male;31676
2011;4; 26;Male;32157
2012;1; 26;Male;32491
2012;2; 26;Male;32850
2012;3; 26;Male;33156
2012;4; 26;Male;33537
2013;1; 26;Male;33753
2013;2; 26;Male;33964
2013;3; 26;Male;34136
2013;4; 26;Male;34287
2014;1; 26;Male;34438
2014;2; 26;Male;34879
2014;3; 26;Male;35131
2014;4; 26;Male;35917
2015;1; 26;Male;36238
2015;2; 26;Male;36689
2015;3; 26;Male;37126
2015;4; 26;Male;37513
2016;1; 26;Male;37992
2016;2; 26;Male;38472
2016;3; 26;Male;38702
2016;4; 26;Male;39341
2017;1; 26;Male;39611
2017;2; 26;Male;39623
2017;3; 26;Male;39984
2017;4; 26;Male;39848
2018;1; 26;Male;39685
2018;2; 26;Male;40210
2018;3; 26;Male;40444
2018;4; 26;Male;41146
2019;1; 26;Male;41542
2019;2; 26;Male;41498
2019;3; 26;Male;41479
2019;4; 26;Male;41400
2020;1; 26;Male;40937
2020;2; 26;Male;40776
2020;3; 26;Male;40981
2020;4; 26;Male;40934
2021;1; 26;Male;41871
2021;2; 26;Male;42034
2021;3; 26;Male;41802
2021;4; 26;Male;42294
2008;1; 27;Male;32182
2008;2; 27;Male;31746
2008;3; 27;Male;31123
2008;4; 27;Male;31099
2009;1; 27;Male;30808
2009;2; 27;Male;30919
2009;3; 27;Male;31000
2009;4; 27;Male;30890
2010;1; 27;Male;31251
2010;2; 27;Male;30877
2010;3; 27;Male;30708
2010;4; 27;Male;30872
2011;1; 27;Male;30545
2011;2; 27;Male;30811
2011;3; 27;Male;30951
2011;4; 27;Male;31197
2012;1; 27;Male;31338
2012;2; 27;Male;31526
2012;3; 27;Male;31912
2012;4; 27;Male;32350
2013;1; 27;Male;32718
2013;2; 27;Male;33102
2013;3; 27;Male;33426
2013;4; 27;Male;33830
2014;1; 27;Male;34085
2014;2; 27;Male;34363
2014;3; 27;Male;34577
2014;4; 27;Male;34659
2015;1; 27;Male;34884
2015;2; 27;Male;35404
2015;3; 27;Male;35803
2015;4; 27;Male;36611
2016;1; 27;Male;37034
2016;2; 27;Male;37427
2016;3; 27;Male;37793
2016;4; 27;Male;38057
2017;1; 27;Male;38426
2017;2; 27;Male;38940
2017;3; 27;Male;39063
2017;4; 27;Male;39651
2018;1; 27;Male;39988
2018;2; 27;Male;39837
2018;3; 27;Male;40180
2018;4; 27;Male;40049
2019;1; 27;Male;39898
2019;2; 27;Male;40461
2019;3; 27;Male;40694
2019;4; 27;Male;41289
2020;1; 27;Male;41554
2020;2; 27;Male;41380
2020;3; 27;Male;41158
2020;4; 27;Male;41157
2021;1; 27;Male;40772
2021;2; 27;Male;40657
2021;3; 27;Male;41024
2021;4; 27;Male;41128
2008;1; 28;Male;32978
2008;2; 28;Male;32758
2008;3; 28;Male;32707
2008;4; 28;Male;32782
2009;1; 28;Male;32617
2009;2; 28;Male;32045
2009;3; 28;Male;31349
2009;4; 28;Male;31179
2010;1; 28;Male;30846
2010;2; 28;Male;31022
2010;3; 28;Male;31122
2010;4; 28;Male;31054
2011;1; 28;Male;31525
2011;2; 28;Male;31092
2011;3; 28;Male;30943
2011;4; 28;Male;30949
2012;1; 28;Male;30566
2012;2; 28;Male;30923
2012;3; 28;Male;31104
2012;4; 28;Male;31329
2013;1; 28;Male;31548
2013;2; 28;Male;31693
2013;3; 28;Male;32095
2013;4; 28;Male;32576
2014;1; 28;Male;33010
2014;2; 28;Male;33428
2014;3; 28;Male;33856
2014;4; 28;Male;34253
2015;1; 28;Male;34479
2015;2; 28;Male;34869
2015;3; 28;Male;35213
2015;4; 28;Male;35413
2016;1; 28;Male;35678
2016;2; 28;Male;36088
2016;3; 28;Male;36413
2016;4; 28;Male;37084
2017;1; 28;Male;37465
2017;2; 28;Male;37754
2017;3; 28;Male;38154
2017;4; 28;Male;38409
2018;1; 28;Male;38737
2018;2; 28;Male;39231
2018;3; 28;Male;39343
2018;4; 28;Male;39894
2019;1; 28;Male;40156
2019;2; 28;Male;40034
2019;3; 28;Male;40277
2019;4; 28;Male;40162
2020;1; 28;Male;39904
2020;2; 28;Male;40328
2020;3; 28;Male;40488
2020;4; 28;Male;40971
2021;1; 28;Male;41395
2021;2; 28;Male;41243
2021;3; 28;Male;41159
2021;4; 28;Male;41270
2008;1; 29;Male;34179
2008;2; 29;Male;34088
2008;3; 29;Male;33703
2008;4; 29;Male;33496
2009;1; 29;Male;33337
2009;2; 29;Male;33120
2009;3; 29;Male;32995
2009;4; 29;Male;32930
2010;1; 29;Male;32698
2010;2; 29;Male;32140
2010;3; 29;Male;31511
2010;4; 29;Male;31344
2011;1; 29;Male;31041
2011;2; 29;Male;31232
2011;3; 29;Male;31323
2011;4; 29;Male;31206
2012;1; 29;Male;31555
2012;2; 29;Male;31152
2012;3; 29;Male;31030
2012;4; 29;Male;30963
2013;1; 29;Male;30650
2013;2; 29;Male;31031
2013;3; 29;Male;31272
2013;4; 29;Male;31598
2014;1; 29;Male;31851
2014;2; 29;Male;32034
2014;3; 29;Male;32447
2014;4; 29;Male;32947
2015;1; 29;Male;33331
2015;2; 29;Male;33841
2015;3; 29;Male;34358
2015;4; 29;Male;34766
2016;1; 29;Male;35087
2016;2; 29;Male;35457
2016;3; 29;Male;35851
2016;4; 29;Male;35896
2017;1; 29;Male;36085
2017;2; 29;Male;36468
2017;3; 29;Male;36675
2017;4; 29;Male;37249
2018;1; 29;Male;37639
2018;2; 29;Male;37932
2018;3; 29;Male;38357
2018;4; 29;Male;38598
2019;1; 29;Male;38972
2019;2; 29;Male;39353
2019;3; 29;Male;39567
2019;4; 29;Male;39906
2020;1; 29;Male;40085
2020;2; 29;Male;39897
2020;3; 29;Male;39987
2020;4; 29;Male;39906
2021;1; 29;Male;39766
2021;2; 29;Male;40228
2021;3; 29;Male;40526
2021;4; 29;Male;41179
2008;1; 30;Male;34170
2008;2; 30;Male;34088
2008;3; 30;Male;34496
2008;4; 30;Male;34753
2009;1; 30;Male;34475
2009;2; 30;Male;34327
2009;3; 30;Male;33948
2009;4; 30;Male;33567
2010;1; 30;Male;33363
2010;2; 30;Male;33238
2010;3; 30;Male;33127
2010;4; 30;Male;33103
2011;1; 30;Male;32918
2011;2; 30;Male;32312
2011;3; 30;Male;31690
2011;4; 30;Male;31515
2012;1; 30;Male;31113
2012;2; 30;Male;31291
2012;3; 30;Male;31395
2012;4; 30;Male;31284
2013;1; 30;Male;31684
2013;2; 30;Male;31273
2013;3; 30;Male;31142
2013;4; 30;Male;31222
2014;1; 30;Male;30923
2014;2; 30;Male;31408
2014;3; 30;Male;31703
2014;4; 30;Male;32009
2015;1; 30;Male;32308
2015;2; 30;Male;32501
2015;3; 30;Male;32972
2015;4; 30;Male;33552
2016;1; 30;Male;33978
2016;2; 30;Male;34451
2016;3; 30;Male;34876
2016;4; 30;Male;35302
2017;1; 30;Male;35526
2017;2; 30;Male;35862
2017;3; 30;Male;36120
2017;4; 30;Male;36232
2018;1; 30;Male;36313
2018;2; 30;Male;36624
2018;3; 30;Male;36799
2018;4; 30;Male;37436
2019;1; 30;Male;37768
2019;2; 30;Male;38103
2019;3; 30;Male;38483
2019;4; 30;Male;38608
2020;1; 30;Male;38816
2020;2; 30;Male;39196
2020;3; 30;Male;39268
2020;4; 30;Male;39662
2021;1; 30;Male;39979
2021;2; 30;Male;39853
2021;3; 30;Male;40092
2021;4; 30;Male;40027
2008;1; 31;Male;35694
2008;2; 31;Male;35061
2008;3; 31;Male;34571
2008;4; 31;Male;34279
2009;1; 31;Male;34414
2009;2; 31;Male;34285
2009;3; 31;Male;34716
2009;4; 31;Male;34879
2010;1; 31;Male;34603
2010;2; 31;Male;34364
2010;3; 31;Male;34023
2010;4; 31;Male;33718
2011;1; 31;Male;33557
2011;2; 31;Male;33434
2011;3; 31;Male;33352
2011;4; 31;Male;33280
2012;1; 31;Male;33014
2012;2; 31;Male;32446
2012;3; 31;Male;31794
2012;4; 31;Male;31569
2013;1; 31;Male;31250
2013;2; 31;Male;31449
2013;3; 31;Male;31594
2013;4; 31;Male;31521
2014;1; 31;Male;31985
2014;2; 31;Male;31615
2014;3; 31;Male;31528
2014;4; 31;Male;31653
2015;1; 31;Male;31384
2015;2; 31;Male;31927
2015;3; 31;Male;32291
2015;4; 31;Male;32592
2016;1; 31;Male;32883
2016;2; 31;Male;33032
2016;3; 31;Male;33484
2016;4; 31;Male;33976
2017;1; 31;Male;34270
2017;2; 31;Male;34759
2017;3; 31;Male;35173
2017;4; 31;Male;35494
2018;1; 31;Male;35720
2018;2; 31;Male;36002
2018;3; 31;Male;36278
2018;4; 31;Male;36316
2019;1; 31;Male;36357
2019;2; 31;Male;36688
2019;3; 31;Male;36903
2019;4; 31;Male;37456
2020;1; 31;Male;37747
2020;2; 31;Male;38011
2020;3; 31;Male;38222
2020;4; 31;Male;38313
2021;1; 31;Male;38689
2021;2; 31;Male;39064
2021;3; 31;Male;39286
2021;4; 31;Male;39779
2008;1; 32;Male;38401
2008;2; 32;Male;37978
2008;3; 32;Male;37400
2008;4; 32;Male;36654
2009;1; 32;Male;35993
2009;2; 32;Male;35315
2009;3; 32;Male;34711
2009;4; 32;Male;34341
2010;1; 32;Male;34437
2010;2; 32;Male;34298
2010;3; 32;Male;34730
2010;4; 32;Male;34925
2011;1; 32;Male;34664
2011;2; 32;Male;34528
2011;3; 32;Male;34164
2011;4; 32;Male;33872
2012;1; 32;Male;33644
2012;2; 32;Male;33544
2012;3; 32;Male;33488
2012;4; 32;Male;33392
2013;1; 32;Male;33162
2013;2; 32;Male;32553
2013;3; 32;Male;31952
2013;4; 32;Male;31798
2014;1; 32;Male;31534
2014;2; 32;Male;31800
2014;3; 32;Male;31901
2014;4; 32;Male;31859
2015;1; 32;Male;32363
2015;2; 32;Male;32106
2015;3; 32;Male;32044
2015;4; 32;Male;32197
2016;1; 32;Male;31955
2016;2; 32;Male;32392
2016;3; 32;Male;32710
2016;4; 32;Male;32989
2017;1; 32;Male;33238
2017;2; 32;Male;33371
2017;3; 32;Male;33706
2017;4; 32;Male;34169
2018;1; 32;Male;34477
2018;2; 32;Male;34840
2018;3; 32;Male;35264
2018;4; 32;Male;35513
2019;1; 32;Male;35744
2019;2; 32;Male;36038
2019;3; 32;Male;36311
2019;4; 32;Male;36235
2020;1; 32;Male;36217
2020;2; 32;Male;36487
2020;3; 32;Male;36584
2020;4; 32;Male;37228
2021;1; 32;Male;37703
2021;2; 32;Male;37962
2021;3; 32;Male;38315
2021;4; 32;Male;38459
2008;1; 33;Male;38008
2008;2; 33;Male;38083
2008;3; 33;Male;38347
2008;4; 33;Male;38738
2009;1; 33;Male;38647
2009;2; 33;Male;38163
2009;3; 33;Male;37607
2009;4; 33;Male;36765
2010;1; 33;Male;36046
2010;2; 33;Male;35340
2010;3; 33;Male;34749
2010;4; 33;Male;34390
2011;1; 33;Male;34468
2011;2; 33;Male;34394
2011;3; 33;Male;34835
2011;4; 33;Male;35000
2012;1; 33;Male;34726
2012;2; 33;Male;34600
2012;3; 33;Male;34240
2012;4; 33;Male;33955
2013;1; 33;Male;33751
2013;2; 33;Male;33648
2013;3; 33;Male;33602
2013;4; 33;Male;33533
2014;1; 33;Male;33304
2014;2; 33;Male;32768
2014;3; 33;Male;32203
2014;4; 33;Male;32021
2015;1; 33;Male;31864
2015;2; 33;Male;32147
2015;3; 33;Male;32373
2015;4; 33;Male;32332
2016;1; 33;Male;32842
2016;2; 33;Male;32536
2016;3; 33;Male;32456
2016;4; 33;Male;32547
2017;1; 33;Male;32241
2017;2; 33;Male;32661
2017;3; 33;Male;32974
2017;4; 33;Male;33207
2018;1; 33;Male;33344
2018;2; 33;Male;33419
2018;3; 33;Male;33721
2018;4; 33;Male;34247
2019;1; 33;Male;34553
2019;2; 33;Male;34912
2019;3; 33;Male;35250
2019;4; 33;Male;35486
2020;1; 33;Male;35612
2020;2; 33;Male;35890
2020;3; 33;Male;36080
2020;4; 33;Male;36062
2021;1; 33;Male;36182
2021;2; 33;Male;36575
2021;3; 33;Male;36843
2021;4; 33;Male;37547
2008;1; 34;Male;38247
2008;2; 34;Male;38067
2008;3; 34;Male;38009
2008;4; 34;Male;38096
2009;1; 34;Male;38158
2009;2; 34;Male;38238
2009;3; 34;Male;38452
2009;4; 34;Male;38785
2010;1; 34;Male;38629
2010;2; 34;Male;38182
2010;3; 34;Male;37645
2010;4; 34;Male;36795
2011;1; 34;Male;36135
2011;2; 34;Male;35413
2011;3; 34;Male;34821
2011;4; 34;Male;34455
2012;1; 34;Male;34541
2012;2; 34;Male;34431
2012;3; 34;Male;34890
2012;4; 34;Male;35097
2013;1; 34;Male;34842
2013;2; 34;Male;34698
2013;3; 34;Male;34340
2013;4; 34;Male;34141
2014;1; 34;Male;34016
2014;2; 34;Male;33948
2014;3; 34;Male;33910
2014;4; 34;Male;33864
2015;1; 34;Male;33607
2015;2; 34;Male;33114
2015;3; 34;Male;32653
2015;4; 34;Male;32480
2016;1; 34;Male;32279
2016;2; 34;Male;32588
2016;3; 34;Male;32651
2016;4; 34;Male;32583
2017;1; 34;Male;33032
2017;2; 34;Male;32728
2017;3; 34;Male;32653
2017;4; 34;Male;32723
2018;1; 34;Male;32373
2018;2; 34;Male;32825
2018;3; 34;Male;33030
2018;4; 34;Male;33297
2019;1; 34;Male;33424
2019;2; 34;Male;33540
2019;3; 34;Male;33838
2019;4; 34;Male;34231
2020;1; 34;Male;34443
2020;2; 34;Male;34783
2020;3; 34;Male;35127
2020;4; 34;Male;35411
2021;1; 34;Male;35643
2021;2; 34;Male;35922
2021;3; 34;Male;36192
2021;4; 34;Male;36285
2008;1; 35;Male;39811
2008;2; 35;Male;39493
2008;3; 35;Male;38782
2008;4; 35;Male;38378
2009;1; 35;Male;38389
2009;2; 35;Male;38208
2009;3; 35;Male;38109
2009;4; 35;Male;38166
2010;1; 35;Male;38170
2010;2; 35;Male;38273
2010;3; 35;Male;38486
2010;4; 35;Male;38852
2011;1; 35;Male;38704
2011;2; 35;Male;38261
2011;3; 35;Male;37691
2011;4; 35;Male;36849
2012;1; 35;Male;36089
2012;2; 35;Male;35463
2012;3; 35;Male;34928
2012;4; 35;Male;34532
2013;1; 35;Male;34598
2013;2; 35;Male;34531
2013;3; 35;Male;35004
2013;4; 35;Male;35198
2014;1; 35;Male;35012
2014;2; 35;Male;34935
2014;3; 35;Male;34592
2014;4; 35;Male;34432
2015;1; 35;Male;34313
2015;2; 35;Male;34272
2015;3; 35;Male;34273
2015;4; 35;Male;34230
2016;1; 35;Male;34043
2016;2; 35;Male;33470
2016;3; 35;Male;32962
2016;4; 35;Male;32799
