"M12D05";279;39
"M12D06";302;42
"M12D07";328;43
"M12D08";354;42
"M12D09";349;39
"M12D10";342;40
"M12D11";361;48
"M12D12";371;54
"M12D13";390;58
"M12D14";429;61
"M12D15";439;68
