"2020M10D07";126
"2020M10D08";114
"2020M10D09";140
"2020M10D10";140
"2020M10D11";141
"2020M10D12";137
"2020M10D13";163
"2020M10D14";157
"2020M10D15";136
"2020M10D16";124
"2020M10D17";154
"2020M10D18";137
"2020M10D19";161
"2020M10D20";148
"2020M10D21";140
"2020M10D22";160
"2020M10D23";159
"2020M10D24";167
"2020M10D25";159
"2020M10D26";145
"2020M10D27";150
"2020M10D28";131
"2020M10D29";149
"2020M10D30";138
"2020M10D31";128
"2020M11D01";138
"2020M11D02";154
"2020M11D03";145
"2020M11D04";150
"2020M11D05";134
"2020M11D06";140
"2020M11D07";151
"2020M11D08";152
"2020M11D09";164
"2020M11D10";143
"2020M11D11";177
"2020M11D12";152
"2020M11D13";160
"2020M11D14";152
"2020M11D15";148
"2020M11D16";170
"2020M11D17";160
"2020M11D18";144
"2020M11D19";167
"2020M11D20";133
"2020M11D21";150
"2020M11D22";154
"2020M11D23";154
"2020M11D24";152
"2020M11D25";161
"2020M11D26";158
"2020M11D27";152
"2020M11D28";160
"2020M11D29";156
"2020M11D30";149
"2020M12D01";162
"2020M12D02";147
"2020M12D03";153
"2020M12D04";193
"2020M12D05";136
"2020M12D06";143
