"2021M01D30";"I alt";1;0;0;0;1;0;0;0;0;4;3;4;7;20;18;20;28;26;14;9;1
"2021M01D31";"I alt";0;0;0;0;0;0;1;0;0;1;4;4;8;10;14;30;35;29;26;5;3
"2021M02D01";"I alt";2;0;0;3;0;0;0;1;1;1;3;8;3;7;15;33;27;30;23;10;0
"2021M02D02";"I alt";0;0;0;1;0;0;0;1;2;0;3;2;10;9;17;27;43;25;30;10;1
"2021M02D03";"I alt";4;0;0;0;1;0;0;0;0;0;1;6;10;21;16;18;27;27;29;8;1
"2021M02D04";"I alt";0;0;0;0;0;1;0;0;2;2;6;4;9;18;20;19;28;28;22;13;3
"2021M02D05";"I alt";0;0;0;0;0;1;0;1;1;3;1;5;7;19;24;31;28;19;24;12;4
"2021M02D06";"I alt";3;0;0;1;0;1;0;0;1;0;3;4;9;13;15;22;27;32;22;4;2
"2021M02D07";"I alt";1;0;0;1;0;0;0;0;3;1;3;8;5;12;18;29;23;30;28;10;2
"2021M02D08";"I alt";2;1;0;0;0;0;0;2;2;2;3;5;10;13;15;24;26;21;21;5;1
"2021M02D09";"I alt";0;0;0;0;1;0;0;2;4;1;3;8;2;12;25;18;36;29;19;6;4
"2021M02D10";"I alt";1;0;0;0;0;0;0;1;0;1;2;7;15;13;23;18;15;27;21;13;1
"2021M02D11";"I alt";1;0;0;0;0;1;2;0;3;1;2;4;6;8;18;27;29;21;25;7;1
"2021M02D12";"I alt";0;0;0;0;0;0;2;0;1;3;4;5;5;15;19;25;30;26;24;5;1
"2021M02D13";"I alt";0;0;0;0;0;0;0;1;0;4;5;4;12;13;17;23;29;23;28;9;1
"2021M02D14";"I alt";0;0;0;0;0;1;0;0;1;0;5;5;10;5;17;23;21;23;23;6;1
"2021M02D15";"I alt";0;0;0;0;0;0;0;0;1;2;5;3;8;10;15;28;27;28;22;7;2
"2021M02D16";"I alt";0;0;0;0;0;0;0;0;1;0;6;13;9;13;14;28;19;14;25;11;3
"2021M02D17";"I alt";2;0;0;0;0;1;0;2;2;3;0;0;9;12;17;19;26;25;20;8;2
"2021M02D18";"I alt";1;0;0;0;0;0;1;0;0;1;3;9;12;7;13;24;26;26;9;11;3
"2021M02D19";"I alt";0;0;0;0;0;0;0;0;0;1;5;4;14;19;13;24;23;19;12;10;2
"2021M02D20";"I alt";0;0;0;0;0;0;0;0;2;1;5;5;7;12;20;20;25;26;18;10;0
"2021M02D21";"I alt";0;0;0;1;0;0;0;0;2;2;3;3;7;11;18;26;19;33;17;11;3
"2021M02D22";"I alt";0;0;0;0;0;0;1;1;1;3;5;3;5;9;8;32;16;20;18;8;2
"2021M02D23";"I alt";0;0;0;0;0;1;0;0;2;0;4;5;3;14;15;22;27;17;25;4;1
"2021M02D24";"I alt";0;0;0;0;0;0;1;0;1;1;2;5;5;7;13;26;31;29;20;7;1
"2021M02D25";"I alt";0;0;0;0;0;0;0;0;0;2;2;3;8;9;11;23;21;35;22;9;1
"2021M02D26";"I alt";0;0;0;0;0;1;0;1;1;0;0;4;15;9;11;17;23;24;17;8;0
"2021M02D27";"I alt";0;0;0;0;2;0;0;1;2;1;4;5;4;8;13;20;26;25;18;11;2
"2021M02D28";"I alt";0;0;0;0;0;0;1;0;1;1;6;7;10;12;13;19;15;16;23;6;0
"2021M03D01";"I alt";1;0;0;0;0;0;0;2;1;2;2;2;9;8;24;16;29;22;21;9;1
"2021M03D02";"I alt";2;0;0;0;0;0;0;0;1;2;0;9;7;8;9;17;23;20;22;9;0
"2021M03D03";"I alt";1;0;0;0;0;1;0;0;1;1;2;3;9;11;13;25;24;31;19;7;1
"2021M03D04";"I alt";1;0;0;1;1;1;0;0;0;0;4;5;6;9;18;24;23;22;13;6;0
"2021M03D05";"I alt";1;0;0;0;0;1;1;1;0;2;2;5;3;14;16;16;32;19;8;3;1
"2021M03D06";"I alt";1;0;0;0;0;1;0;0;1;2;2;4;11;13;20;21;17;26;16;9;2
"2021M03D07";"I alt";3;0;0;0;0;1;1;2;1;1;1;3;3;4;22;22;16;28;17;12;3
"2021M03D08";"I alt";1;0;0;0;0;1;1;0;0;3;2;7;8;9;19;28;18;21;16;5;0
"2021M03D09";"I alt";1;0;0;0;0;0;0;1;1;1;6;4;0;9;19;18;16;24;28;7;1
"2021M03D10";"I alt";2;0;0;0;0;1;0;1;0;1;0;6;6;9;18;21;24;24;17;10;1
"2021M03D11";"I alt";0;0;0;0;1;0;0;1;0;2;6;3;11;20;27;17;24;23;32;12;1
"2021M03D12";"I alt";1;0;0;0;0;1;1;0;2;2;4;7;9;13;20;20;40;19;14;9;0
"2021M03D13";"I alt";0;1;1;0;2;0;0;1;1;0;2;6;5;12;17;25;28;17;15;6;1
"2021M03D14";"I alt";0;0;0;0;0;0;0;2;2;1;4;5;10;14;15;25;28;14;21;8;2
"2021M03D15";"I alt";1;0;0;0;2;0;0;1;0;3;5;5;8;10;17;17;23;26;13;4;0
"2021M03D16";"I alt";1;0;0;1;0;1;2;0;3;2;4;4;7;15;12;21;14;20;18;4;3
"2021M03D17";"I alt";1;0;0;0;0;1;0;0;2;3;1;6;7;5;14;28;22;23;19;9;1
"2021M03D18";"I alt";0;0;0;0;0;0;2;1;1;2;7;9;7;9;20;19;18;18;13;9;1
"2021M03D19";"I alt";1;1;0;0;0;0;1;0;1;1;5;5;7;11;23;33;19;20;21;2;0
"2021M03D20";"I alt";2;0;0;0;0;1;1;0;1;2;3;7;10;9;21;23;27;23;17;6;1
"2021M03D21";"I alt";0;0;0;0;0;0;1;0;0;1;2;3;8;9;22;19;23;9;11;5;1
"2021M03D22";"I alt";0;0;0;0;0;1;1;0;1;0;1;9;5;14;24;27;30;23;15;11;2
"2021M03D23";"I alt";1;0;1;0;1;0;1;1;1;1;3;6;11;7;17;25;29;30;14;10;0
"2021M03D24";"I alt";1;0;0;0;0;0;3;1;1;1;3;4;5;18;15;28;27;24;12;7;3
"2021M03D25";"I alt";1;0;0;0;0;1;1;1;0;2;2;3;6;12;16;19;21;33;16;2;0
"2021M03D26";"I alt";1;0;0;0;1;1;0;1;1;1;2;2;9;12;14;27;14;20;23;9;2
"2021M03D27";"I alt";1;0;0;0;1;0;0;0;3;2;2;4;8;13;9;27;28;29;19;7;3
"2021M03D28";"I alt";0;0;0;0;0;0;0;0;0;2;2;7;7;7;15;19;19;22;11;5;3
"2021M03D29";"I alt";0;0;0;0;1;0;2;0;0;2;2;4;8;9;10;23;25;20;17;9;2
"2021M03D30";"I alt";0;0;0;0;0;0;1;0;0;1;2;8;12;7;12;14;22;17;20;6;2
"2021M03D31";"I alt";1;0;0;0;0;0;1;0;0;0;4;6;8;10;26;19;26;35;9;9;2
"2021M04D01";"I alt";0;0;0;0;0;0;1;0;0;2;1;3;4;13;20;11;16;27;14;9;0
"2021M04D02";"I alt";1;0;0;0;0;0;1;0;0;0;4;4;6;4;11;18;15;18;13;5;1
"2021M04D03";"I alt";0;0;0;1;0;1;0;1;0;1;0;4;3;13;8;16;16;13;8;1;1
"2021M04D04";"I alt";1;0;0;0;0;0;0;0;0;2;1;3;4;7;10;24;22;13;8;4;1
