"M12D08";354;42
"M12D09";349;39
"M12D10";342;40
"M12D11";361;48
"M12D12";371;54
"M12D13";390;58
"M12D14";429;61
"M12D15";439;68
"M12D16";493;68
"M12D17";516;76
"M12D18";568;79
"M12D19";606;86
"M12D20";661;87
"M12D21";713;87
"M12D22";723;83
