Date;Year;Age;Sex;Population;Deaths
2015-01-01;2015;0-4;Male;153001;0
2015-01-01;2015;5-9;Male;169791;0
2015-01-01;2015;10-14;Male;170510;0
2015-01-01;2015;15-19;Male;181089;0
2015-01-01;2015;20-24;Male;192234;1
2015-01-01;2015;25-29;Male;176161;1
2015-01-01;2015;30-34;Male;161526;0
2015-01-01;2015;35-39;Male;180041;1
2015-01-01;2015;40-44;Male;195490;2
2015-01-01;2015;45-49;Male;209022;0
2015-01-01;2015;50-54;Male;199100;0
2015-01-01;2015;55-59;Male;177815;2
2015-01-01;2015;60-64;Male;166416;10
2015-01-01;2015;65-69;Male;172808;9
2015-01-01;2015;70-74;Male;130931;5
2015-01-01;2015;75-79;Male;85272;19
2015-01-01;2015;80-84;Male;51232;12
2015-01-01;2015;85-89;Male;27274;17
2015-01-01;2015;90-94;Male;9464;3
2015-01-01;2015;95-99;Male;1680;1
2015-01-01;2015;100+;Male;157;0
2015-01-01;2015;0-4;Female;145367;0
2015-01-01;2015;5-9;Female;161156;0
2015-01-01;2015;10-14;Female;162822;0
2015-01-01;2015;15-19;Female;171815;0
2015-01-01;2015;20-24;Female;184806;0
2015-01-01;2015;25-29;Female;170197;2
2015-01-01;2015;30-34;Female;158343;0
2015-01-01;2015;35-39;Female;178824;0
2015-01-01;2015;40-44;Female;194114;0
2015-01-01;2015;45-49;Female;204582;0
2015-01-01;2015;50-54;Female;195997;1
2015-01-01;2015;55-59;Female;177966;2
2015-01-01;2015;60-64;Female;170401;2
2015-01-01;2015;65-69;Female;179072;5
2015-01-01;2015;70-74;Female;142515;6
2015-01-01;2015;75-79;Female;101122;11
2015-01-01;2015;80-84;Female;70698;15
2015-01-01;2015;85-89;Female;47432;23
2015-01-01;2015;90-94;Female;24252;5
2015-01-01;2015;95-99;Female;6355;6
2015-01-01;2015;100+;Female;865;0
2015-01-02;2015;0-4;Male;153001;0
2015-01-02;2015;5-9;Male;169791;0
2015-01-02;2015;10-14;Male;170510;0
2015-01-02;2015;15-19;Male;181089;0
2015-01-02;2015;20-24;Male;192234;0
2015-01-02;2015;25-29;Male;176161;0
2015-01-02;2015;30-34;Male;161526;0
2015-01-02;2015;35-39;Male;180041;0
2015-01-02;2015;40-44;Male;195490;1
2015-01-02;2015;45-49;Male;209022;1
2015-01-02;2015;50-54;Male;199100;2
2015-01-02;2015;55-59;Male;177815;2
2015-01-02;2015;60-64;Male;166416;3
2015-01-02;2015;65-69;Male;172808;14
2015-01-02;2015;70-74;Male;130931;14
2015-01-02;2015;75-79;Male;85272;10
2015-01-02;2015;80-84;Male;51232;16
2015-01-02;2015;85-89;Male;27274;15
2015-01-02;2015;90-94;Male;9464;11
2015-01-02;2015;95-99;Male;1680;1
2015-01-02;2015;100+;Male;157;0
2015-01-02;2015;0-4;Female;145367;1
2015-01-02;2015;5-9;Female;161156;0
2015-01-02;2015;10-14;Female;162822;0
2015-01-02;2015;15-19;Female;171815;0
2015-01-02;2015;20-24;Female;184806;0
2015-01-02;2015;25-29;Female;170197;0
2015-01-02;2015;30-34;Female;158343;0
2015-01-02;2015;35-39;Female;178824;1
2015-01-02;2015;40-44;Female;194114;0
2015-01-02;2015;45-49;Female;204582;1
2015-01-02;2015;50-54;Female;195997;3
2015-01-02;2015;55-59;Female;177966;4
2015-01-02;2015;60-64;Female;170401;4
2015-01-02;2015;65-69;Female;179072;7
2015-01-02;2015;70-74;Female;142515;11
2015-01-02;2015;75-79;Female;101122;12
2015-01-02;2015;80-84;Female;70698;10
2015-01-02;2015;85-89;Female;47432;18
2015-01-02;2015;90-94;Female;24252;20
2015-01-02;2015;95-99;Female;6355;4
2015-01-02;2015;100+;Female;865;2
2015-01-03;2015;0-4;Male;153001;0
2015-01-03;2015;5-9;Male;169791;0
2015-01-03;2015;10-14;Male;170510;0
2015-01-03;2015;15-19;Male;181089;0
2015-01-03;2015;20-24;Male;192234;2
2015-01-03;2015;25-29;Male;176161;0
2015-01-03;2015;30-34;Male;161526;1
2015-01-03;2015;35-39;Male;180041;0
2015-01-03;2015;40-44;Male;195490;1
2015-01-03;2015;45-49;Male;209022;0
2015-01-03;2015;50-54;Male;199100;3
2015-01-03;2015;55-59;Male;177815;3
2015-01-03;2015;60-64;Male;166416;4
2015-01-03;2015;65-69;Male;172808;11
2015-01-03;2015;70-74;Male;130931;5
2015-01-03;2015;75-79;Male;85272;7
2015-01-03;2015;80-84;Male;51232;15
2015-01-03;2015;85-89;Male;27274;9
2015-01-03;2015;90-94;Male;9464;3
2015-01-03;2015;95-99;Male;1680;2
2015-01-03;2015;100+;Male;157;1
2015-01-03;2015;0-4;Female;145367;1
2015-01-03;2015;5-9;Female;161156;0
2015-01-03;2015;10-14;Female;162822;0
2015-01-03;2015;15-19;Female;171815;0
2015-01-03;2015;20-24;Female;184806;0
2015-01-03;2015;25-29;Female;170197;0
2015-01-03;2015;30-34;Female;158343;0
2015-01-03;2015;35-39;Female;178824;0
2015-01-03;2015;40-44;Female;194114;0
2015-01-03;2015;45-49;Female;204582;2
2015-01-03;2015;50-54;Female;195997;2
2015-01-03;2015;55-59;Female;177966;0
2015-01-03;2015;60-64;Female;170401;2
2015-01-03;2015;65-69;Female;179072;3
2015-01-03;2015;70-74;Female;142515;8
2015-01-03;2015;75-79;Female;101122;12
2015-01-03;2015;80-84;Female;70698;16
2015-01-03;2015;85-89;Female;47432;27
2015-01-03;2015;90-94;Female;24252;15
2015-01-03;2015;95-99;Female;6355;8
2015-01-03;2015;100+;Female;865;3
2015-01-04;2015;0-4;Male;153001;0
2015-01-04;2015;5-9;Male;169791;0
2015-01-04;2015;10-14;Male;170510;0
2015-01-04;2015;15-19;Male;181089;0
2015-01-04;2015;20-24;Male;192234;0
2015-01-04;2015;25-29;Male;176161;0
2015-01-04;2015;30-34;Male;161526;0
2015-01-04;2015;35-39;Male;180041;1
2015-01-04;2015;40-44;Male;195490;0
2015-01-04;2015;45-49;Male;209022;0
2015-01-04;2015;50-54;Male;199100;3
2015-01-04;2015;55-59;Male;177815;2
2015-01-04;2015;60-64;Male;166416;5
2015-01-04;2015;65-69;Male;172808;9
2015-01-04;2015;70-74;Male;130931;5
2015-01-04;2015;75-79;Male;85272;17
2015-01-04;2015;80-84;Male;51232;15
2015-01-04;2015;85-89;Male;27274;7
2015-01-04;2015;90-94;Male;9464;2
2015-01-04;2015;95-99;Male;1680;0
2015-01-04;2015;100+;Male;157;0
2015-01-04;2015;0-4;Female;145367;0
2015-01-04;2015;5-9;Female;161156;0
2015-01-04;2015;10-14;Female;162822;0
2015-01-04;2015;15-19;Female;171815;0
2015-01-04;2015;20-24;Female;184806;0
2015-01-04;2015;25-29;Female;170197;0
2015-01-04;2015;30-34;Female;158343;0
2015-01-04;2015;35-39;Female;178824;0
2015-01-04;2015;40-44;Female;194114;1
2015-01-04;2015;45-49;Female;204582;2
2015-01-04;2015;50-54;Female;195997;4
2015-01-04;2015;55-59;Female;177966;1
2015-01-04;2015;60-64;Female;170401;2
2015-01-04;2015;65-69;Female;179072;6
2015-01-04;2015;70-74;Female;142515;2
2015-01-04;2015;75-79;Female;101122;7
2015-01-04;2015;80-84;Female;70698;7
2015-01-04;2015;85-89;Female;47432;15
2015-01-04;2015;90-94;Female;24252;9
2015-01-04;2015;95-99;Female;6355;11
2015-01-04;2015;100+;Female;865;0
2015-01-05;2015;0-4;Male;153001;0
2015-01-05;2015;5-9;Male;169791;0
2015-01-05;2015;10-14;Male;170510;0
2015-01-05;2015;15-19;Male;181089;2
2015-01-05;2015;20-24;Male;192234;0
2015-01-05;2015;25-29;Male;176161;0
2015-01-05;2015;30-34;Male;161526;0
2015-01-05;2015;35-39;Male;180041;0
2015-01-05;2015;40-44;Male;195490;4
2015-01-05;2015;45-49;Male;209022;1
2015-01-05;2015;50-54;Male;199100;1
2015-01-05;2015;55-59;Male;177815;4
2015-01-05;2015;60-64;Male;166416;5
2015-01-05;2015;65-69;Male;172808;7
2015-01-05;2015;70-74;Male;130931;11
2015-01-05;2015;75-79;Male;85272;9
2015-01-05;2015;80-84;Male;51232;12
2015-01-05;2015;85-89;Male;27274;19
2015-01-05;2015;90-94;Male;9464;10
2015-01-05;2015;95-99;Male;1680;1
2015-01-05;2015;100+;Male;157;0
2015-01-05;2015;0-4;Female;145367;1
2015-01-05;2015;5-9;Female;161156;0
2015-01-05;2015;10-14;Female;162822;0
2015-01-05;2015;15-19;Female;171815;0
2015-01-05;2015;20-24;Female;184806;0
2015-01-05;2015;25-29;Female;170197;0
2015-01-05;2015;30-34;Female;158343;1
2015-01-05;2015;35-39;Female;178824;0
2015-01-05;2015;40-44;Female;194114;1
2015-01-05;2015;45-49;Female;204582;1
2015-01-05;2015;50-54;Female;195997;0
2015-01-05;2015;55-59;Female;177966;1
2015-01-05;2015;60-64;Female;170401;3
2015-01-05;2015;65-69;Female;179072;6
2015-01-05;2015;70-74;Female;142515;11
2015-01-05;2015;75-79;Female;101122;9
2015-01-05;2015;80-84;Female;70698;4
2015-01-05;2015;85-89;Female;47432;14
2015-01-05;2015;90-94;Female;24252;13
2015-01-05;2015;95-99;Female;6355;7
2015-01-05;2015;100+;Female;865;0
2015-01-06;2015;0-4;Male;153001;0
2015-01-06;2015;5-9;Male;169791;0
2015-01-06;2015;10-14;Male;170510;0
2015-01-06;2015;15-19;Male;181089;0
2015-01-06;2015;20-24;Male;192234;1
2015-01-06;2015;25-29;Male;176161;0
2015-01-06;2015;30-34;Male;161526;0
2015-01-06;2015;35-39;Male;180041;0
2015-01-06;2015;40-44;Male;195490;4
2015-01-06;2015;45-49;Male;209022;4
2015-01-06;2015;50-54;Male;199100;2
2015-01-06;2015;55-59;Male;177815;2
2015-01-06;2015;60-64;Male;166416;7
2015-01-06;2015;65-69;Male;172808;4
2015-01-06;2015;70-74;Male;130931;3
2015-01-06;2015;75-79;Male;85272;9
2015-01-06;2015;80-84;Male;51232;11
2015-01-06;2015;85-89;Male;27274;10
2015-01-06;2015;90-94;Male;9464;9
2015-01-06;2015;95-99;Male;1680;1
2015-01-06;2015;100+;Male;157;0
2015-01-06;2015;0-4;Female;145367;1
2015-01-06;2015;5-9;Female;161156;0
2015-01-06;2015;10-14;Female;162822;0
2015-01-06;2015;15-19;Female;171815;0
2015-01-06;2015;20-24;Female;184806;0
2015-01-06;2015;25-29;Female;170197;0
2015-01-06;2015;30-34;Female;158343;0
2015-01-06;2015;35-39;Female;178824;0
2015-01-06;2015;40-44;Female;194114;0
2015-01-06;2015;45-49;Female;204582;2
2015-01-06;2015;50-54;Female;195997;2
2015-01-06;2015;55-59;Female;177966;2
2015-01-06;2015;60-64;Female;170401;7
2015-01-06;2015;65-69;Female;179072;6
2015-01-06;2015;70-74;Female;142515;8
2015-01-06;2015;75-79;Female;101122;8
2015-01-06;2015;80-84;Female;70698;8
2015-01-06;2015;85-89;Female;47432;16
2015-01-06;2015;90-94;Female;24252;15
2015-01-06;2015;95-99;Female;6355;8
2015-01-06;2015;100+;Female;865;0
2015-01-07;2015;0-4;Male;153001;0
2015-01-07;2015;5-9;Male;169791;0
2015-01-07;2015;10-14;Male;170510;0
2015-01-07;2015;15-19;Male;181089;0
2015-01-07;2015;20-24;Male;192234;0
2015-01-07;2015;25-29;Male;176161;0
2015-01-07;2015;30-34;Male;161526;0
2015-01-07;2015;35-39;Male;180041;0
2015-01-07;2015;40-44;Male;195490;0
2015-01-07;2015;45-49;Male;209022;1
2015-01-07;2015;50-54;Male;199100;3
2015-01-07;2015;55-59;Male;177815;6
2015-01-07;2015;60-64;Male;166416;4
2015-01-07;2015;65-69;Male;172808;10
2015-01-07;2015;70-74;Male;130931;13
2015-01-07;2015;75-79;Male;85272;9
2015-01-07;2015;80-84;Male;51232;6
2015-01-07;2015;85-89;Male;27274;15
2015-01-07;2015;90-94;Male;9464;9
2015-01-07;2015;95-99;Male;1680;1
2015-01-07;2015;100+;Male;157;0
2015-01-07;2015;0-4;Female;145367;0
2015-01-07;2015;5-9;Female;161156;0
2015-01-07;2015;10-14;Female;162822;0
2015-01-07;2015;15-19;Female;171815;1
2015-01-07;2015;20-24;Female;184806;0
2015-01-07;2015;25-29;Female;170197;0
2015-01-07;2015;30-34;Female;158343;0
2015-01-07;2015;35-39;Female;178824;0
2015-01-07;2015;40-44;Female;194114;2
2015-01-07;2015;45-49;Female;204582;2
2015-01-07;2015;50-54;Female;195997;0
2015-01-07;2015;55-59;Female;177966;5
2015-01-07;2015;60-64;Female;170401;6
2015-01-07;2015;65-69;Female;179072;6
2015-01-07;2015;70-74;Female;142515;6
2015-01-07;2015;75-79;Female;101122;11
2015-01-07;2015;80-84;Female;70698;13
2015-01-07;2015;85-89;Female;47432;16
2015-01-07;2015;90-94;Female;24252;14
2015-01-07;2015;95-99;Female;6355;6
2015-01-07;2015;100+;Female;865;1
2015-01-08;2015;0-4;Male;153001;0
2015-01-08;2015;5-9;Male;169791;0
2015-01-08;2015;10-14;Male;170510;0
2015-01-08;2015;15-19;Male;181089;0
2015-01-08;2015;20-24;Male;192234;0
2015-01-08;2015;25-29;Male;176161;0
2015-01-08;2015;30-34;Male;161526;0
2015-01-08;2015;35-39;Male;180041;0
2015-01-08;2015;40-44;Male;195490;0
2015-01-08;2015;45-49;Male;209022;0
2015-01-08;2015;50-54;Male;199100;3
2015-01-08;2015;55-59;Male;177815;8
2015-01-08;2015;60-64;Male;166416;2
2015-01-08;2015;65-69;Male;172808;11
2015-01-08;2015;70-74;Male;130931;6
2015-01-08;2015;75-79;Male;85272;15
2015-01-08;2015;80-84;Male;51232;10
2015-01-08;2015;85-89;Male;27274;6
2015-01-08;2015;90-94;Male;9464;8
2015-01-08;2015;95-99;Male;1680;2
2015-01-08;2015;100+;Male;157;0
2015-01-08;2015;0-4;Female;145367;2
2015-01-08;2015;5-9;Female;161156;0
2015-01-08;2015;10-14;Female;162822;0
2015-01-08;2015;15-19;Female;171815;0
2015-01-08;2015;20-24;Female;184806;1
2015-01-08;2015;25-29;Female;170197;0
2015-01-08;2015;30-34;Female;158343;0
2015-01-08;2015;35-39;Female;178824;0
2015-01-08;2015;40-44;Female;194114;0
2015-01-08;2015;45-49;Female;204582;1
2015-01-08;2015;50-54;Female;195997;6
2015-01-08;2015;55-59;Female;177966;4
2015-01-08;2015;60-64;Female;170401;5
2015-01-08;2015;65-69;Female;179072;3
2015-01-08;2015;70-74;Female;142515;8
2015-01-08;2015;75-79;Female;101122;11
2015-01-08;2015;80-84;Female;70698;15
2015-01-08;2015;85-89;Female;47432;22
2015-01-08;2015;90-94;Female;24252;13
2015-01-08;2015;95-99;Female;6355;8
2015-01-08;2015;100+;Female;865;2
2015-01-09;2015;0-4;Male;153001;0
2015-01-09;2015;5-9;Male;169791;0
2015-01-09;2015;10-14;Male;170510;0
2015-01-09;2015;15-19;Male;181089;0
2015-01-09;2015;20-24;Male;192234;1
2015-01-09;2015;25-29;Male;176161;1
2015-01-09;2015;30-34;Male;161526;0
2015-01-09;2015;35-39;Male;180041;0
2015-01-09;2015;40-44;Male;195490;0
2015-01-09;2015;45-49;Male;209022;3
2015-01-09;2015;50-54;Male;199100;2
2015-01-09;2015;55-59;Male;177815;4
2015-01-09;2015;60-64;Male;166416;7
2015-01-09;2015;65-69;Male;172808;13
2015-01-09;2015;70-74;Male;130931;8
2015-01-09;2015;75-79;Male;85272;5
2015-01-09;2015;80-84;Male;51232;15
2015-01-09;2015;85-89;Male;27274;8
2015-01-09;2015;90-94;Male;9464;6
2015-01-09;2015;95-99;Male;1680;2
2015-01-09;2015;100+;Male;157;0
2015-01-09;2015;0-4;Female;145367;0
2015-01-09;2015;5-9;Female;161156;0
2015-01-09;2015;10-14;Female;162822;0
2015-01-09;2015;15-19;Female;171815;0
2015-01-09;2015;20-24;Female;184806;0
2015-01-09;2015;25-29;Female;170197;0
2015-01-09;2015;30-34;Female;158343;0
2015-01-09;2015;35-39;Female;178824;0
2015-01-09;2015;40-44;Female;194114;1
2015-01-09;2015;45-49;Female;204582;0
2015-01-09;2015;50-54;Female;195997;0
2015-01-09;2015;55-59;Female;177966;0
2015-01-09;2015;60-64;Female;170401;8
2015-01-09;2015;65-69;Female;179072;3
2015-01-09;2015;70-74;Female;142515;14
2015-01-09;2015;75-79;Female;101122;13
2015-01-09;2015;80-84;Female;70698;13
2015-01-09;2015;85-89;Female;47432;14
2015-01-09;2015;90-94;Female;24252;13
2015-01-09;2015;95-99;Female;6355;4
2015-01-09;2015;100+;Female;865;0
2015-01-10;2015;0-4;Male;153001;1
2015-01-10;2015;5-9;Male;169791;0
2015-01-10;2015;10-14;Male;170510;0
2015-01-10;2015;15-19;Male;181089;0
2015-01-10;2015;20-24;Male;192234;1
2015-01-10;2015;25-29;Male;176161;0
2015-01-10;2015;30-34;Male;161526;0
2015-01-10;2015;35-39;Male;180041;0
2015-01-10;2015;40-44;Male;195490;2
2015-01-10;2015;45-49;Male;209022;0
2015-01-10;2015;50-54;Male;199100;0
2015-01-10;2015;55-59;Male;177815;4
2015-01-10;2015;60-64;Male;166416;6
2015-01-10;2015;65-69;Male;172808;8
2015-01-10;2015;70-74;Male;130931;8
2015-01-10;2015;75-79;Male;85272;10
2015-01-10;2015;80-84;Male;51232;13
2015-01-10;2015;85-89;Male;27274;14
2015-01-10;2015;90-94;Male;9464;4
2015-01-10;2015;95-99;Male;1680;1
2015-01-10;2015;100+;Male;157;0
2015-01-10;2015;0-4;Female;145367;0
2015-01-10;2015;5-9;Female;161156;0
2015-01-10;2015;10-14;Female;162822;0
2015-01-10;2015;15-19;Female;171815;0
2015-01-10;2015;20-24;Female;184806;0
2015-01-10;2015;25-29;Female;170197;1
2015-01-10;2015;30-34;Female;158343;0
2015-01-10;2015;35-39;Female;178824;0
2015-01-10;2015;40-44;Female;194114;0
2015-01-10;2015;45-49;Female;204582;0
2015-01-10;2015;50-54;Female;195997;0
2015-01-10;2015;55-59;Female;177966;0
2015-01-10;2015;60-64;Female;170401;4
2015-01-10;2015;65-69;Female;179072;4
2015-01-10;2015;70-74;Female;142515;3
2015-01-10;2015;75-79;Female;101122;9
2015-01-10;2015;80-84;Female;70698;10
2015-01-10;2015;85-89;Female;47432;16
2015-01-10;2015;90-94;Female;24252;17
2015-01-10;2015;95-99;Female;6355;6
2015-01-10;2015;100+;Female;865;0
2015-01-11;2015;0-4;Male;153001;0
2015-01-11;2015;5-9;Male;169791;0
2015-01-11;2015;10-14;Male;170510;1
2015-01-11;2015;15-19;Male;181089;0
2015-01-11;2015;20-24;Male;192234;0
2015-01-11;2015;25-29;Male;176161;0
2015-01-11;2015;30-34;Male;161526;0
2015-01-11;2015;35-39;Male;180041;2
2015-01-11;2015;40-44;Male;195490;1
2015-01-11;2015;45-49;Male;209022;4
2015-01-11;2015;50-54;Male;199100;4
2015-01-11;2015;55-59;Male;177815;2
2015-01-11;2015;60-64;Male;166416;5
2015-01-11;2015;65-69;Male;172808;9
2015-01-11;2015;70-74;Male;130931;8
2015-01-11;2015;75-79;Male;85272;15
2015-01-11;2015;80-84;Male;51232;17
2015-01-11;2015;85-89;Male;27274;11
2015-01-11;2015;90-94;Male;9464;5
2015-01-11;2015;95-99;Male;1680;2
2015-01-11;2015;100+;Male;157;0
2015-01-11;2015;0-4;Female;145367;0
2015-01-11;2015;5-9;Female;161156;0
2015-01-11;2015;10-14;Female;162822;0
2015-01-11;2015;15-19;Female;171815;0
2015-01-11;2015;20-24;Female;184806;0
2015-01-11;2015;25-29;Female;170197;0
2015-01-11;2015;30-34;Female;158343;0
2015-01-11;2015;35-39;Female;178824;1
2015-01-11;2015;40-44;Female;194114;1
2015-01-11;2015;45-49;Female;204582;0
2015-01-11;2015;50-54;Female;195997;1
2015-01-11;2015;55-59;Female;177966;4
2015-01-11;2015;60-64;Female;170401;2
2015-01-11;2015;65-69;Female;179072;6
2015-01-11;2015;70-74;Female;142515;12
2015-01-11;2015;75-79;Female;101122;10
2015-01-11;2015;80-84;Female;70698;12
2015-01-11;2015;85-89;Female;47432;11
2015-01-11;2015;90-94;Female;24252;8
2015-01-11;2015;95-99;Female;6355;6
2015-01-11;2015;100+;Female;865;2
2015-01-12;2015;0-4;Male;153001;0
2015-01-12;2015;5-9;Male;169791;0
2015-01-12;2015;10-14;Male;170510;0
2015-01-12;2015;15-19;Male;181089;0
2015-01-12;2015;20-24;Male;192234;0
2015-01-12;2015;25-29;Male;176161;1
2015-01-12;2015;30-34;Male;161526;1
2015-01-12;2015;35-39;Male;180041;0
2015-01-12;2015;40-44;Male;195490;2
2015-01-12;2015;45-49;Male;209022;1
2015-01-12;2015;50-54;Male;199100;2
2015-01-12;2015;55-59;Male;177815;4
2015-01-12;2015;60-64;Male;166416;8
2015-01-12;2015;65-69;Male;172808;6
2015-01-12;2015;70-74;Male;130931;23
2015-01-12;2015;75-79;Male;85272;10
2015-01-12;2015;80-84;Male;51232;10
2015-01-12;2015;85-89;Male;27274;17
2015-01-12;2015;90-94;Male;9464;3
2015-01-12;2015;95-99;Male;1680;2
2015-01-12;2015;100+;Male;157;2
2015-01-12;2015;0-4;Female;145367;0
2015-01-12;2015;5-9;Female;161156;0
2015-01-12;2015;10-14;Female;162822;0
2015-01-12;2015;15-19;Female;171815;0
2015-01-12;2015;20-24;Female;184806;0
2015-01-12;2015;25-29;Female;170197;0
2015-01-12;2015;30-34;Female;158343;0
2015-01-12;2015;35-39;Female;178824;0
2015-01-12;2015;40-44;Female;194114;0
2015-01-12;2015;45-49;Female;204582;0
2015-01-12;2015;50-54;Female;195997;1
2015-01-12;2015;55-59;Female;177966;3
2015-01-12;2015;60-64;Female;170401;4
2015-01-12;2015;65-69;Female;179072;10
2015-01-12;2015;70-74;Female;142515;8
2015-01-12;2015;75-79;Female;101122;12
2015-01-12;2015;80-84;Female;70698;13
2015-01-12;2015;85-89;Female;47432;16
2015-01-12;2015;90-94;Female;24252;15
2015-01-12;2015;95-99;Female;6355;4
2015-01-12;2015;100+;Female;865;0
2015-01-13;2015;0-4;Male;153001;0
2015-01-13;2015;5-9;Male;169791;0
2015-01-13;2015;10-14;Male;170510;0
2015-01-13;2015;15-19;Male;181089;0
2015-01-13;2015;20-24;Male;192234;1
2015-01-13;2015;25-29;Male;176161;0
2015-01-13;2015;30-34;Male;161526;1
2015-01-13;2015;35-39;Male;180041;0
2015-01-13;2015;40-44;Male;195490;0
2015-01-13;2015;45-49;Male;209022;0
2015-01-13;2015;50-54;Male;199100;0
2015-01-13;2015;55-59;Male;177815;2
2015-01-13;2015;60-64;Male;166416;6
2015-01-13;2015;65-69;Male;172808;9
2015-01-13;2015;70-74;Male;130931;7
2015-01-13;2015;75-79;Male;85272;11
2015-01-13;2015;80-84;Male;51232;11
2015-01-13;2015;85-89;Male;27274;9
2015-01-13;2015;90-94;Male;9464;7
2015-01-13;2015;95-99;Male;1680;2
2015-01-13;2015;100+;Male;157;0
2015-01-13;2015;0-4;Female;145367;0
2015-01-13;2015;5-9;Female;161156;0
2015-01-13;2015;10-14;Female;162822;0
2015-01-13;2015;15-19;Female;171815;0
2015-01-13;2015;20-24;Female;184806;0
2015-01-13;2015;25-29;Female;170197;0
2015-01-13;2015;30-34;Female;158343;0
2015-01-13;2015;35-39;Female;178824;0
2015-01-13;2015;40-44;Female;194114;0
2015-01-13;2015;45-49;Female;204582;1
2015-01-13;2015;50-54;Female;195997;1
2015-01-13;2015;55-59;Female;177966;0
2015-01-13;2015;60-64;Female;170401;6
2015-01-13;2015;65-69;Female;179072;6
2015-01-13;2015;70-74;Female;142515;14
2015-01-13;2015;75-79;Female;101122;9
2015-01-13;2015;80-84;Female;70698;13
2015-01-13;2015;85-89;Female;47432;13
2015-01-13;2015;90-94;Female;24252;14
2015-01-13;2015;95-99;Female;6355;4
2015-01-13;2015;100+;Female;865;2
2015-01-14;2015;0-4;Male;153001;1
2015-01-14;2015;5-9;Male;169791;0
2015-01-14;2015;10-14;Male;170510;0
2015-01-14;2015;15-19;Male;181089;0
2015-01-14;2015;20-24;Male;192234;0
2015-01-14;2015;25-29;Male;176161;0
2015-01-14;2015;30-34;Male;161526;0
2015-01-14;2015;35-39;Male;180041;0
2015-01-14;2015;40-44;Male;195490;1
2015-01-14;2015;45-49;Male;209022;1
2015-01-14;2015;50-54;Male;199100;3
2015-01-14;2015;55-59;Male;177815;1
2015-01-14;2015;60-64;Male;166416;9
2015-01-14;2015;65-69;Male;172808;8
2015-01-14;2015;70-74;Male;130931;9
2015-01-14;2015;75-79;Male;85272;11
2015-01-14;2015;80-84;Male;51232;18
2015-01-14;2015;85-89;Male;27274;14
2015-01-14;2015;90-94;Male;9464;5
2015-01-14;2015;95-99;Male;1680;4
2015-01-14;2015;100+;Male;157;1
2015-01-14;2015;0-4;Female;145367;0
2015-01-14;2015;5-9;Female;161156;0
2015-01-14;2015;10-14;Female;162822;0
2015-01-14;2015;15-19;Female;171815;0
2015-01-14;2015;20-24;Female;184806;0
2015-01-14;2015;25-29;Female;170197;0
2015-01-14;2015;30-34;Female;158343;0
2015-01-14;2015;35-39;Female;178824;0
2015-01-14;2015;40-44;Female;194114;2
2015-01-14;2015;45-49;Female;204582;1
2015-01-14;2015;50-54;Female;195997;1
2015-01-14;2015;55-59;Female;177966;2
2015-01-14;2015;60-64;Female;170401;2
2015-01-14;2015;65-69;Female;179072;3
2015-01-14;2015;70-74;Female;142515;7
2015-01-14;2015;75-79;Female;101122;7
2015-01-14;2015;80-84;Female;70698;16
2015-01-14;2015;85-89;Female;47432;19
2015-01-14;2015;90-94;Female;24252;21
2015-01-14;2015;95-99;Female;6355;9
2015-01-14;2015;100+;Female;865;2
2015-01-15;2015;0-4;Male;153001;0
2015-01-15;2015;5-9;Male;169791;0
2015-01-15;2015;10-14;Male;170510;0
2015-01-15;2015;15-19;Male;181089;0
2015-01-15;2015;20-24;Male;192234;0
2015-01-15;2015;25-29;Male;176161;0
2015-01-15;2015;30-34;Male;161526;0
2015-01-15;2015;35-39;Male;180041;0
2015-01-15;2015;40-44;Male;195490;3
2015-01-15;2015;45-49;Male;209022;1
2015-01-15;2015;50-54;Male;199100;2
2015-01-15;2015;55-59;Male;177815;2
2015-01-15;2015;60-64;Male;166416;12
2015-01-15;2015;65-69;Male;172808;8
2015-01-15;2015;70-74;Male;130931;6
2015-01-15;2015;75-79;Male;85272;8
2015-01-15;2015;80-84;Male;51232;9
2015-01-15;2015;85-89;Male;27274;14
2015-01-15;2015;90-94;Male;9464;8
2015-01-15;2015;95-99;Male;1680;1
2015-01-15;2015;100+;Male;157;1
2015-01-15;2015;0-4;Female;145367;0
2015-01-15;2015;5-9;Female;161156;0
2015-01-15;2015;10-14;Female;162822;0
2015-01-15;2015;15-19;Female;171815;0
2015-01-15;2015;20-24;Female;184806;0
2015-01-15;2015;25-29;Female;170197;0
2015-01-15;2015;30-34;Female;158343;0
2015-01-15;2015;35-39;Female;178824;1
2015-01-15;2015;40-44;Female;194114;0
2015-01-15;2015;45-49;Female;204582;1
2015-01-15;2015;50-54;Female;195997;0
2015-01-15;2015;55-59;Female;177966;1
2015-01-15;2015;60-64;Female;170401;1
2015-01-15;2015;65-69;Female;179072;7
2015-01-15;2015;70-74;Female;142515;10
2015-01-15;2015;75-79;Female;101122;11
2015-01-15;2015;80-84;Female;70698;14
2015-01-15;2015;85-89;Female;47432;23
2015-01-15;2015;90-94;Female;24252;13
2015-01-15;2015;95-99;Female;6355;8
2015-01-15;2015;100+;Female;865;0
2015-01-16;2015;0-4;Male;153001;0
2015-01-16;2015;5-9;Male;169791;0
2015-01-16;2015;10-14;Male;170510;0
2015-01-16;2015;15-19;Male;181089;0
2015-01-16;2015;20-24;Male;192234;0
2015-01-16;2015;25-29;Male;176161;0
2015-01-16;2015;30-34;Male;161526;0
2015-01-16;2015;35-39;Male;180041;1
