Date;AG_testede;AG_pos;AGpos_PCRkonf;Andel_AGpos_PCRkonf_pct;AGpos_minusPCRkonf;Andel_AGminusPCRkonf_pct;AGpos_PCRpos;AGpos_PCRneg;AGnegPCRpos;AGnegPCRneg;ra_ag_pos;ra_ag_test;ra_ag_pos_pos
2021-11-26;194104;1525;1223; 80,19672;302;19,803279;1059;120; 792;23212;1597,57143;160881,000;1172,428571
2021-11-27;120439;1188; 978; 82,32323;210;17,676768; 867; 78; 585;16776;1640,00000;167058,714;1201,142857
2021-11-28;122139;1525;1321; 86,62295;204;13,377049;1163;107; 890;22482;1657,57143;169693,857;1218,000000
2021-11-29;197806;1840;1597; 86,79348;243;13,206522;1424;128;1351;31564;1687,14286;173943,429;1249,714286
2021-11-30;190778;1910;1544; 80,83770;366;19,162304;1378;125;1189;26724;1736,42857;179798,000;1289,571429
2021-12-01;176096;1936;1622; 83,78099;314;16,219008;1434;132;1128;25865;1787,42857;182834,857;1331,285714
2021-12-02;216242;1886;1608; 85,25981;278;14,740191;1423;128;1128;27166;1869,57143;185774,000;1385,571429
2021-12-03;235086;1870;1544; 82,56684;326;17,433155;1338;158;1084;26996;2012,14286;189825,714;1487,142857
2021-12-04;141697;1545;1319; 85,37217;226;14,627832;1159;128; 824;19246;2132,85714;195600,000;1580,571429
2021-12-05;142713;2100;1764; 84,00000;336;16,000000;1543;158;1306;25856;2263,42857;204355,857;1677,571429
2021-12-06;226168;2838;2446; 86,18746;392;13,812544;2135;245;2121;39694;2390,57143;211464,429;1769,000000
2021-12-07;231198;2755;2361; 85,69873;394;14,301270;2032;242;1912;36639;2489,14286;216778,857;1842,714286
2021-12-08;237387;2850;2399; 84,17544;451;15,824561;2113;217;1795;37644;2572,14286;221629,714;1900,571429
2021-12-09;266002;2776;2406; 86,67147;370;13,328530;2063;256;1781;38160;NA;NA;NA
2021-12-10;272287;2560;2162; 84,45312;398;15,546875;1854;220;1738;34137;NA;NA;NA
2021-12-11;175653;2126;1804; 84,85419;322;15,145814;1564;195;1388;24504;NA;NA;NA
