"I alt";"2019M01D01";0
"I alt";"2019M01D02";0
"I alt";"2019M01D03";1
"I alt";"2019M01D04";0
"I alt";"2019M01D05";0
"I alt";"2019M01D06";1
"I alt";"2019M01D07";0
"I alt";"2019M01D08";0
"I alt";"2019M01D09";0
"I alt";"2019M01D10";1
"I alt";"2019M01D11";1
"I alt";"2019M01D12";0
"I alt";"2019M01D13";0
"I alt";"2019M01D14";1
"I alt";"2019M01D15";0
"I alt";"2019M01D16";0
"I alt";"2019M01D17";0
"I alt";"2019M01D18";0
"I alt";"2019M01D19";1
"I alt";"2019M01D20";0
"I alt";"2019M01D21";1
"I alt";"2019M01D22";1
"I alt";"2019M01D23";0
"I alt";"2019M01D24";0
"I alt";"2019M01D25";2
"I alt";"2019M01D26";0
"I alt";"2019M01D27";0
"I alt";"2019M01D28";0
"I alt";"2019M01D29";0
"I alt";"2019M01D30";0
"I alt";"2019M01D31";2
"I alt";"2019M02D01";0
"I alt";"2019M02D02";0
"I alt";"2019M02D03";0
"I alt";"2019M02D04";0
"I alt";"2019M02D05";0
"I alt";"2019M02D06";0
"I alt";"2019M02D07";1
"I alt";"2019M02D08";0
"I alt";"2019M02D09";0
"I alt";"2019M02D10";1
"I alt";"2019M02D11";1
"I alt";"2019M02D12";0
"I alt";"2019M02D13";0
"I alt";"2019M02D14";3
"I alt";"2019M02D15";2
"I alt";"2019M02D16";0
"I alt";"2019M02D17";1
"I alt";"2019M02D18";0
"I alt";"2019M02D19";2
"I alt";"2019M02D20";0
"I alt";"2019M02D21";0
"I alt";"2019M02D22";0
"I alt";"2019M02D23";1
"I alt";"2019M02D24";1
"I alt";"2019M02D25";0
"I alt";"2019M02D26";0
"I alt";"2019M02D27";1
"I alt";"2019M02D28";1
"I alt";"2019M03D01";0
"I alt";"2019M03D02";1
"I alt";"2019M03D03";0
"I alt";"2019M03D04";0
"I alt";"2019M03D05";0
"I alt";"2019M03D06";0
"I alt";"2019M03D07";0
"I alt";"2019M03D08";1
"I alt";"2019M03D09";0
"I alt";"2019M03D10";2
"I alt";"2019M03D11";0
"I alt";"2019M03D12";1
"I alt";"2019M03D13";0
"I alt";"2019M03D14";3
"I alt";"2019M03D15";1
"I alt";"2019M03D16";0
"I alt";"2019M03D17";1
"I alt";"2019M03D18";0
"I alt";"2019M03D19";1
"I alt";"2019M03D20";0
"I alt";"2019M03D21";0
"I alt";"2019M03D22";0
"I alt";"2019M03D23";1
"I alt";"2019M03D24";0
"I alt";"2019M03D25";0
"I alt";"2019M03D26";1
"I alt";"2019M03D27";3
"I alt";"2019M03D28";2
"I alt";"2019M03D29";0
"I alt";"2019M03D30";0
"I alt";"2019M03D31";0
"I alt";"2019M04D01";0
"I alt";"2019M04D02";0
"I alt";"2019M04D03";0
"I alt";"2019M04D04";0
"I alt";"2019M04D05";0
"I alt";"2019M04D06";0
"I alt";"2019M04D07";0
"I alt";"2019M04D08";0
"I alt";"2019M04D09";0
"I alt";"2019M04D10";0
"I alt";"2019M04D11";1
"I alt";"2019M04D12";1
"I alt";"2019M04D13";0
"I alt";"2019M04D14";0
"I alt";"2019M04D15";0
"I alt";"2019M04D16";1
"I alt";"2019M04D17";0
"I alt";"2019M04D18";0
"I alt";"2019M04D19";0
"I alt";"2019M04D20";0
"I alt";"2019M04D21";0
"I alt";"2019M04D22";0
"I alt";"2019M04D23";1
"I alt";"2019M04D24";2
"I alt";"2019M04D25";0
"I alt";"2019M04D26";0
