Date;Antal_døde;running_avg_deaths;new_1;new_2;new_3;new_4;new_1_avg;new_2_avg;new_3_avg;new_4_avg;sum_1;sum_2;sum_3;sum_4;active_1;active_2;active_3;active_4
2020-03-09; 0; 0,0000000;2595,23810;4208,49421;5369,45813;6488,09524;2530,61224;4103,69553;5235,74947;6326,53061; 22047,61905; 35752,89575; 45615,76355; 55119,04762; 9428,5714;15289,5753;19507,3892;23571,4286
2020-03-10; 0; 0,0000000;2690,47619;4362,93436;5566,50246;6726,19048;2598,63946;4214,00993;5376,49543;6496,59864; 24738,09524; 40115,83012; 51182,26601; 61845,23810;10690,4762;17335,9073;22118,2266;26726,1905
2020-03-11; 1; 0,1428571;2833,33333;4594,59459;5862,06897;7083,33333;2629,25170;4263,65141;5439,83110;6573,12925; 27571,42857; 44710,42471; 57044,33498; 68928,57143;12309,5238;19961,3900;25467,9803;30773,8095
2020-03-12; 0; 0,1428571;2761,90476;4478,76448;5714,28571;6904,76190;2619,04762;4247,10425;5418,71921;6547,61905; 30333,33333; 49189,18919; 62758,62069; 75833,33333;13952,3810;22625,4826;28866,9951;34880,9524
2020-03-13; 0; 0,1428571;2595,23810;4208,49421;5369,45813;6488,09524;2574,82993;4175,39989;5327,23434;6437,07483; 32928,57143; 53397,68340; 68128,07882; 82321,42857;15666,6667;25405,4054;32413,7931;39166,6667
2020-03-14; 1; 0,2857143;2476,19048;4015,44402;5123,15271;6190,47619;2513,60544;4076,11693;5200,56298;6284,01361; 35404,76190; 57413,12741; 73251,23153; 88511,90476;17476,1905;28339,7683;36157,6355;43690,4762
2020-03-15; 2; 0,5714286;2380,95238;3861,00386;4926,10837;5952,38095;2428,57143;3938,22394;5024,63054;6071,42857; 37785,71429; 61274,13127; 78177,33990; 94464,28571;19214,2857;31158,3012;39753,6946;48035,7143
2020-03-16; 1; 0,7142857;2285,71429;3706,56371;4729,06404;5714,28571;2353,74150;3816,87810;4869,80999;5884,35374; 40071,42857; 64980,69498; 82906,40394;100178,57143;20904,7619;33899,6139;43251,2315;52261,9048
2020-03-17; 1; 0,8571429;2261,90476;3667,95367;4679,80296;5654,76190;2285,71429;3706,56371;4729,06404;5714,28571; 42333,33333; 68648,64865; 87586,20690;105833,33333;22380,9524;36293,4363;46305,4187;55952,3810
2020-03-18; 4; 1,2857143;2238,09524;3629,34363;4630,54187;5595,23810;2231,29252;3618,31219;4616,46728;5578,23129; 44571,42857; 72277,99228; 92216,74877;111428,57143;23571,4286;38223,9382;48768,4729;58928,5714
2020-03-19; 5; 2,0000000;2238,09524;3629,34363;4630,54187;5595,23810;2166,66667;3513,51351;4482,75862;5416,66667; 46809,52381; 75907,33591; 96847,29064;117023,80952;24523,8095;39768,3398;50738,9163;61309,5238
2020-03-20; 4; 2,5714286;2119,04762;3436,29344;4384,23645;5297,61905;2112,24490;3425,26200;4370,16186;5280,61224; 48928,57143; 79343,62934;101231,52709;122321,42857;25166,6667;40810,8108;52068,9655;62916,6667
2020-03-21; 3; 2,8571429;2095,23810;3397,68340;4334,97537;5238,09524;2044,21769;3314,94760;4229,41590;5110,54422; 51023,80952; 82741,31274;105566,50246;127559,52381;25333,3333;41081,0811;52413,7931;63333,3333
2020-03-22; 3; 3,0000000;1928,57143;3127,41313;3990,14778;4821,42857;1948,97959;3160,50745;4032,37157;4872,44898; 52952,38095; 85868,72587;109556,65025;132380,95238;25333,3333;41081,0811;52413,7931;63333,3333
2020-03-23; 6; 3,7142857;1904,76190;3088,80309;3940,88670;4761,90476;1853,74150;3006,06729;3835,32723;4634,35374; 54857,14286; 88957,52896;113497,53695;137142,85714;25119,0476;40733,5907;51970,4433;62797,6190
2020-03-24; 6; 4,4285714;1785,71429;2895,75290;3694,58128;4464,28571;1789,11565;2901,26862;3701,61858;4472,78912; 56642,85714; 91853,28185;117192,11823;141607,14286;24761,9048;40154,4402;51231,5271;61904,7619
2020-03-25; 6; 4,7142857;1571,42857;2548,26255;3251,23153;3928,57143;1721,08844;2790,95422;3560,87262;4302,72109; 58214,28571; 94401,54440;120443,34975;145535,71429;24190,4762;39227,7992;50049,2611;60476,1905
2020-03-26;12; 5,7142857;1571,42857;2548,26255;3251,23153;3928,57143;1666,66667;2702,70270;3448,27586;4166,66667; 59785,71429; 96949,80695;123694,58128;149464,28571;23452,3810;38030,8880;48522,1675;58630,9524
2020-03-27;12; 6,8571429;1666,66667;2702,70270;3448,27586;4166,66667;1598,63946;2592,38831;3307,52991;3996,59864; 61452,38095; 99652,50965;127142,85714;153630,95238;22619,0476;36679,5367;46798,0296;56547,6190
2020-03-28; 9; 7,7142857;1619,04762;2625,48263;3349,75369;4047,61905;1544,21769;2504,13679;3194,93315;3860,54422; 63071,42857;102277,99228;130492,61084;157678,57143;21928,5714;35559,8456;45369,4581;54821,4286
2020-03-29; 8; 8,4285714;1547,61905;2509,65251;3201,97044;3869,04762;1527,21088;2476,55819;3159,74666;3818,02721; 64619,04762;104787,64479;133694,58128;161547,61905;21238,0952;34440,1544;43940,8867;53095,2381
2020-03-30;11; 9,1428571;1428,57143;2316,60232;2955,66502;3571,42857;1503,40136;2437,94815;3110,48557;3758,50340; 66047,61905;107104,24710;136650,24631;165119,04762;20428,5714;33127,4131;42266,0099;51071,4286
2020-03-31;15;10,4285714;1404,76190;2277,99228;2906,40394;3511,90476;1448,97959;2349,69664;2997,88881;3622,44898; 67452,38095;109382,23938;139556,65025;168630,95238;19714,2857;31969,1120;40788,1773;49285,7143
2020-04-01;22;12,7142857;1452,38095;2355,21236;3004,92611;3630,95238;1397,95918;2266,96084;2892,32935;3494,89796; 68904,76190;111737,45174;142561,57635;172261,90476;19119,0476;31003,8610;39556,6502;47797,6190
2020-04-02;18;13,5714286;1404,76190;2277,99228;2906,40394;3511,90476;1374,14966;2228,35080;2843,06826;3435,37415; 70309,52381;114015,44402;145467,98030;175773,80952;18500,0000;30000,0000;38275,8621;46250,0000
2020-04-03;20;14,7142857;1285,71429;2084,94208;2660,09852;3214,28571;1377,55102;2233,86652;2850,10556;3443,87755; 71595,23810;116100,38610;148128,07882;178988,09524;17809,5238;28880,3089;36847,2906;44523,8095
2020-04-04;15;15,5714286;1261,90476;2046,33205;2610,83744;3154,76190;1397,95918;2266,96084;2892,32935;3494,89796; 72857,14286;118146,71815;150738,91626;182142,85714;17119,0476;27760,6178;35418,7192;42797,6190
2020-04-05;12;16,1428571;1380,95238;2239,38224;2857,14286;3452,38095;1404,76190;2277,99228;2906,40394;3511,90476; 74238,09524;120386,10039;153596,05911;185595,23810;16428,5714;26640,9266;33990,1478;41071,4286
