Date;Antal_døde;running_avg_deaths;new_1;new_2;new_3;new_4;new_1_avg;new_2_avg;new_3_avg;new_4_avg;sum_1;sum_2;sum_3;sum_4;active_1;active_2;active_3;active_4
2020-02-25; 0; 0,0000000; 500,00000; 810,81081;1034,48276;1250,00000; 554,42177; 899,06233;1147,07952;1386,05442;  2428,57143;  3938,22394;  5024,63054;  6071,42857;  476,1905;  772,2008;  985,2217; 1190,4762
2020-02-26; 0; 0,0000000; 619,04762;1003,86100;1280,78818;1547,61905; 642,85714;1042,47104;1330,04926;1607,14286;  3047,61905;  4942,08494;  6305,41872;  7619,04762;  690,4762; 1119,6911; 1428,5714; 1726,1905
2020-02-27; 0; 0,0000000; 738,09524;1196,91120;1527,09360;1845,23810; 744,89796;1207,94264;1541,16819;1862,24490;  3785,71429;  6138,99614;  7832,51232;  9464,28571; 1023,8095; 1660,2317; 2118,2266; 2559,5238
2020-02-28; 0; 0,0000000; 785,71429;1274,13127;1625,61576;1964,28571; 860,54422;1395,47711;1780,43631;2151,36054;  4571,42857;  7413,12741;  9458,12808; 11428,57143; 1452,3810; 2355,2124; 3004,9261; 3630,9524
2020-02-29; 0; 0,0000000; 952,38095;1544,40154;1970,44335;2380,95238; 989,79592;1605,07446;2047,85362;2474,48980;  5523,80952;  8957,52896; 11428,57143; 13809,52381; 1904,7619; 3088,8031; 3940,8867; 4761,9048
2020-03-01; 0; 0,0000000;1142,85714;1853,28185;2364,53202;2857,14286;1119,04762;1814,67181;2315,27094;2797,61905;  6666,66667; 10810,81081; 13793,10345; 16666,66667; 2380,9524; 3861,0039; 4926,1084; 5952,3810
2020-03-02; 0; 0,0000000;1285,71429;2084,94208;2660,09852;3214,28571;1261,90476;2046,33205;2610,83744;3154,76190;  7952,38095; 12895,75290; 16453,20197; 19880,95238; 2976,1905; 4826,2548; 6157,6355; 7440,4762
2020-03-03; 0; 0,0000000;1404,76190;2277,99228;2906,40394;3511,90476;1452,38095;2355,21236;3004,92611;3630,95238;  9357,14286; 15173,74517; 19359,60591; 23392,85714; 3666,6667; 5945,9459; 7586,2069; 9166,6667
2020-03-04; 0; 0,0000000;1523,80952;2471,04247;3152,70936;3809,52381;1639,45578;2658,57694;3391,97748;4098,63946; 10880,95238; 17644,78764; 22512,31527; 27202,38095; 4357,1429; 7065,6371; 9014,7783;10892,8571
2020-03-05; 0; 0,0000000;1738,09524;2818,53282;3596,05911;4345,23810;1826,53061;2961,94153;3779,02885;4566,32653; 12619,04762; 20463,32046; 26108,37438; 31547,61905; 5190,4762; 8416,9884;10738,9163;12976,1905
2020-03-06; 0; 0,0000000;2119,04762;3436,29344;4384,23645;5297,61905;2013,60544;3265,30612;4166,08023;5034,01361; 14738,09524; 23899,61390; 30492,61084; 36845,23810; 6190,4762;10038,6100;12807,8818;15476,1905
2020-03-07; 0; 0,0000000;2261,90476;3667,95367;4679,80296;5654,76190;2197,27891;3563,15499;4546,09430;5493,19728; 17000,00000; 27567,56757; 35172,41379; 42500,00000; 7261,9048;11776,0618;15024,6305;18154,7619
2020-03-08; 0; 0,0000000;2452,38095;3976,83398;5073,89163;6130,95238;2384,35374;3866,51958;4933,14567;5960,88435; 19452,38095; 31544,40154; 40246,30542; 48630,95238; 8333,3333;13513,5135;17241,3793;20833,3333
