Date;Age;Deaths
2020-05-01;80-84;26
2020-05-01;85-89;24
2020-05-01;90-94;22
2020-05-01;95-99; 8
2020-05-01;100+; 2
2020-05-02;0-4; 2
2020-05-02;5-9; 0
2020-05-02;10-14; 0
2020-05-02;15-19; 0
2020-05-02;20-24; 0
2020-05-02;25-29; 0
2020-05-02;30-34; 0
2020-05-02;35-39; 1
2020-05-02;40-44; 0
2020-05-02;45-49; 1
2020-05-02;50-54; 3
2020-05-02;55-59; 1
2020-05-02;60-64; 7
2020-05-02;65-69;11
2020-05-02;70-74;15
2020-05-02;75-79;25
2020-05-02;80-84;19
2020-05-02;85-89;24
2020-05-02;90-94;30
2020-05-02;95-99;10
2020-05-02;100+; 1
2020-05-03;0-4; 2
2020-05-03;5-9; 0
2020-05-03;10-14; 0
2020-05-03;15-19; 0
2020-05-03;20-24; 0
2020-05-03;25-29; 1
2020-05-03;30-34; 1
2020-05-03;35-39; 1
2020-05-03;40-44; 1
2020-05-03;45-49; 3
2020-05-03;50-54; 1
2020-05-03;55-59; 8
2020-05-03;60-64; 8
2020-05-03;65-69;15
2020-05-03;70-74;10
2020-05-03;75-79;20
2020-05-03;80-84;23
2020-05-03;85-89;30
2020-05-03;90-94;15
2020-05-03;95-99; 4
2020-05-03;100+; 2
2020-05-04;0-4; 1
2020-05-04;5-9; 0
2020-05-04;10-14; 0
2020-05-04;15-19; 0
2020-05-04;20-24; 3
2020-05-04;25-29; 0
2020-05-04;30-34; 0
2020-05-04;35-39; 0
2020-05-04;40-44; 1
2020-05-04;45-49; 2
2020-05-04;50-54; 5
2020-05-04;55-59; 4
2020-05-04;60-64; 5
2020-05-04;65-69;10
2020-05-04;70-74;16
2020-05-04;75-79;24
2020-05-04;80-84;22
2020-05-04;85-89;23
2020-05-04;90-94;16
2020-05-04;95-99;13
2020-05-04;100+; 2
2020-05-05;0-4; 0
2020-05-05;5-9; 0
2020-05-05;10-14; 0
2020-05-05;15-19; 0
2020-05-05;20-24; 0
2020-05-05;25-29; 0
2020-05-05;30-34; 1
2020-05-05;35-39; 0
2020-05-05;40-44; 1
2020-05-05;45-49; 1
2020-05-05;50-54; 3
2020-05-05;55-59; 6
2020-05-05;60-64; 6
2020-05-05;65-69;11
2020-05-05;70-74;19
2020-05-05;75-79;18
2020-05-05;80-84;26
2020-05-05;85-89;23
2020-05-05;90-94;12
2020-05-05;95-99; 1
2020-05-05;100+; 1
2020-05-06;0-4; 0
2020-05-06;5-9; 0
2020-05-06;10-14; 0
2020-05-06;15-19; 2
2020-05-06;20-24; 0
2020-05-06;25-29; 0
2020-05-06;30-34; 1
2020-05-06;35-39; 0
2020-05-06;40-44; 0
2020-05-06;45-49; 5
2020-05-06;50-54; 4
2020-05-06;55-59; 5
2020-05-06;60-64; 9
2020-05-06;65-69;12
2020-05-06;70-74;12
2020-05-06;75-79;24
2020-05-06;80-84;26
2020-05-06;85-89;25
2020-05-06;90-94;14
2020-05-06;95-99; 8
2020-05-06;100+; 1
2020-05-07;0-4; 1
2020-05-07;5-9; 0
2020-05-07;10-14; 0
2020-05-07;15-19; 0
2020-05-07;20-24; 0
2020-05-07;25-29; 0
2020-05-07;30-34; 0
2020-05-07;35-39; 2
2020-05-07;40-44; 1
2020-05-07;45-49; 1
2020-05-07;50-54; 4
2020-05-07;55-59; 3
2020-05-07;60-64; 6
2020-05-07;65-69;12
2020-05-07;70-74;15
2020-05-07;75-79;35
2020-05-07;80-84;28
2020-05-07;85-89;25
2020-05-07;90-94;20
2020-05-07;95-99; 4
2020-05-07;100+; 2
2020-05-08;0-4; 0
2020-05-08;5-9; 0
2020-05-08;10-14; 0
2020-05-08;15-19; 0
2020-05-08;20-24; 0
2020-05-08;25-29; 0
2020-05-08;30-34; 0
2020-05-08;35-39; 1
2020-05-08;40-44; 2
2020-05-08;45-49; 2
2020-05-08;50-54; 9
2020-05-08;55-59; 7
2020-05-08;60-64; 6
2020-05-08;65-69;12
2020-05-08;70-74;14
2020-05-08;75-79;17
2020-05-08;80-84;15
2020-05-08;85-89;31
2020-05-08;90-94;24
2020-05-08;95-99; 9
2020-05-08;100+; 1
2020-05-09;0-4; 2
2020-05-09;5-9; 0
2020-05-09;10-14; 0
2020-05-09;15-19; 0
2020-05-09;20-24; 0
2020-05-09;25-29; 1
2020-05-09;30-34; 2
2020-05-09;35-39; 1
2020-05-09;40-44; 0
2020-05-09;45-49; 2
2020-05-09;50-54; 3
2020-05-09;55-59; 4
2020-05-09;60-64; 9
2020-05-09;65-69;14
2020-05-09;70-74;23
2020-05-09;75-79;21
2020-05-09;80-84;18
2020-05-09;85-89;29
2020-05-09;90-94;17
2020-05-09;95-99; 8
2020-05-09;100+; 0
2020-05-10;0-4; 2
2020-05-10;5-9; 0
2020-05-10;10-14; 0
2020-05-10;15-19; 0
2020-05-10;20-24; 0
2020-05-10;25-29; 0
2020-05-10;30-34; 0
2020-05-10;35-39; 0
2020-05-10;40-44; 0
2020-05-10;45-49; 3
2020-05-10;50-54; 7
2020-05-10;55-59; 5
2020-05-10;60-64; 8
2020-05-10;65-69;12
2020-05-10;70-74;14
2020-05-10;75-79;17
2020-05-10;80-84;28
2020-05-10;85-89;18
2020-05-10;90-94;21
2020-05-10;95-99; 3
2020-05-10;100+; 2
2020-05-11;0-4; 0
2020-05-11;5-9; 0
2020-05-11;10-14; 0
2020-05-11;15-19; 0
2020-05-11;20-24; 0
2020-05-11;25-29; 1
2020-05-11;30-34; 0
2020-05-11;35-39; 0
2020-05-11;40-44; 1
2020-05-11;45-49; 2
2020-05-11;50-54; 3
2020-05-11;55-59; 7
2020-05-11;60-64; 4
2020-05-11;65-69;15
2020-05-11;70-74;16
2020-05-11;75-79;18
2020-05-11;80-84;21
2020-05-11;85-89;19
2020-05-11;90-94;17
2020-05-11;95-99; 7
2020-05-11;100+; 1
2020-05-12;0-4; 0
2020-05-12;5-9; 0
2020-05-12;10-14; 0
2020-05-12;15-19; 0
2020-05-12;20-24; 0
2020-05-12;25-29; 0
2020-05-12;30-34; 0
2020-05-12;35-39; 1
2020-05-12;40-44; 1
2020-05-12;45-49; 2
2020-05-12;50-54; 4
2020-05-12;55-59; 1
2020-05-12;60-64; 8
2020-05-12;65-69; 9
2020-05-12;70-74;11
2020-05-12;75-79;21
2020-05-12;80-84;17
2020-05-12;85-89;20
2020-05-12;90-94;15
2020-05-12;95-99; 8
2020-05-12;100+; 1
2020-05-13;0-4; 0
2020-05-13;5-9; 0
2020-05-13;10-14; 0
2020-05-13;15-19; 0
2020-05-13;20-24; 0
2020-05-13;25-29; 0
2020-05-13;30-34; 0
2020-05-13;35-39; 2
2020-05-13;40-44; 2
2020-05-13;45-49; 3
2020-05-13;50-54; 4
2020-05-13;55-59; 3
2020-05-13;60-64;10
2020-05-13;65-69; 9
2020-05-13;70-74;17
2020-05-13;75-79;16
2020-05-13;80-84;31
2020-05-13;85-89;19
2020-05-13;90-94;16
2020-05-13;95-99; 4
2020-05-13;100+; 1
2020-05-14;0-4; 3
2020-05-14;5-9; 0
2020-05-14;10-14; 0
2020-05-14;15-19; 0
2020-05-14;20-24; 0
2020-05-14;25-29; 1
2020-05-14;30-34; 1
2020-05-14;35-39; 0
2020-05-14;40-44; 1
2020-05-14;45-49; 0
2020-05-14;50-54; 1
2020-05-14;55-59; 6
2020-05-14;60-64; 9
2020-05-14;65-69; 5
2020-05-14;70-74;20
2020-05-14;75-79;24
2020-05-14;80-84;16
2020-05-14;85-89;21
2020-05-14;90-94;19
2020-05-14;95-99; 9
2020-05-14;100+; 2
2020-05-15;0-4; 0
2020-05-15;5-9; 0
2020-05-15;10-14; 0
2020-05-15;15-19; 0
2020-05-15;20-24; 0
2020-05-15;25-29; 0
2020-05-15;30-34; 0
2020-05-15;35-39; 2
2020-05-15;40-44; 1
2020-05-15;45-49; 0
2020-05-15;50-54; 3
2020-05-15;55-59; 5
2020-05-15;60-64; 6
2020-05-15;65-69; 7
2020-05-15;70-74;20
2020-05-15;75-79;31
2020-05-15;80-84;23
2020-05-15;85-89;23
2020-05-15;90-94;16
2020-05-15;95-99; 4
2020-05-15;100+; 1
2020-05-16;0-4; 0
2020-05-16;5-9; 0
2020-05-16;10-14; 0
2020-05-16;15-19; 1
2020-05-16;20-24; 0
2020-05-16;25-29; 0
2020-05-16;30-34; 0
2020-05-16;35-39; 0
2020-05-16;40-44; 2
2020-05-16;45-49; 2
2020-05-16;50-54; 3
2020-05-16;55-59; 2
2020-05-16;60-64; 6
2020-05-16;65-69;19
2020-05-16;70-74;22
2020-05-16;75-79;13
2020-05-16;80-84;26
2020-05-16;85-89;27
2020-05-16;90-94;17
2020-05-16;95-99; 6
2020-05-16;100+; 2
2020-05-17;0-4; 0
2020-05-17;5-9; 0
2020-05-17;10-14; 0
2020-05-17;15-19; 0
2020-05-17;20-24; 1
2020-05-17;25-29; 1
2020-05-17;30-34; 0
2020-05-17;35-39; 1
2020-05-17;40-44; 0
2020-05-17;45-49; 0
2020-05-17;50-54; 4
2020-05-17;55-59;11
2020-05-17;60-64; 6
2020-05-17;65-69;13
2020-05-17;70-74;13
2020-05-17;75-79;15
2020-05-17;80-84;21
2020-05-17;85-89;27
2020-05-17;90-94;14
2020-05-17;95-99; 7
2020-05-17;100+; 1
2020-05-18;0-4; 0
2020-05-18;5-9; 0
2020-05-18;10-14; 0
2020-05-18;15-19; 0
2020-05-18;20-24; 0
2020-05-18;25-29; 0
2020-05-18;30-34; 0
2020-05-18;35-39; 1
2020-05-18;40-44; 2
2020-05-18;45-49; 1
2020-05-18;50-54; 0
2020-05-18;55-59; 3
2020-05-18;60-64;10
2020-05-18;65-69; 8
2020-05-18;70-74;24
2020-05-18;75-79;21
2020-05-18;80-84;19
2020-05-18;85-89;23
2020-05-18;90-94;20
2020-05-18;95-99; 8
2020-05-18;100+; 1
2020-05-19;0-4; 0
2020-05-19;5-9; 0
2020-05-19;10-14; 0
2020-05-19;15-19; 0
2020-05-19;20-24; 0
2020-05-19;25-29; 0
2020-05-19;30-34; 2
2020-05-19;35-39; 0
2020-05-19;40-44; 1
2020-05-19;45-49; 0
2020-05-19;50-54; 2
2020-05-19;55-59; 4
2020-05-19;60-64; 9
2020-05-19;65-69;10
2020-05-19;70-74;23
2020-05-19;75-79;22
2020-05-19;80-84;19
2020-05-19;85-89;27
2020-05-19;90-94;20
2020-05-19;95-99;12
2020-05-19;100+; 0
2020-05-20;0-4; 0
2020-05-20;5-9; 0
2020-05-20;10-14; 0
2020-05-20;15-19; 0
2020-05-20;20-24; 1
2020-05-20;25-29; 2
2020-05-20;30-34; 0
2020-05-20;35-39; 0
2020-05-20;40-44; 2
2020-05-20;45-49; 1
2020-05-20;50-54; 2
2020-05-20;55-59; 5
2020-05-20;60-64; 6
2020-05-20;65-69;13
2020-05-20;70-74;19
2020-05-20;75-79;21
2020-05-20;80-84;24
2020-05-20;85-89;24
2020-05-20;90-94;21
2020-05-20;95-99; 5
2020-05-20;100+; 3
2020-05-21;0-4; 2
2020-05-21;5-9; 0
2020-05-21;10-14; 0
2020-05-21;15-19; 1
2020-05-21;20-24; 0
2020-05-21;25-29; 0
2020-05-21;30-34; 0
2020-05-21;35-39; 0
2020-05-21;40-44; 0
2020-05-21;45-49; 2
2020-05-21;50-54; 2
2020-05-21;55-59; 4
2020-05-21;60-64;10
2020-05-21;65-69;10
2020-05-21;70-74;18
2020-05-21;75-79;19
2020-05-21;80-84;20
2020-05-21;85-89;19
2020-05-21;90-94;23
2020-05-21;95-99; 8
2020-05-21;100+; 2
2020-05-22;0-4; 0
2020-05-22;5-9; 0
2020-05-22;10-14; 0
2020-05-22;15-19; 0
2020-05-22;20-24; 0
2020-05-22;25-29; 0
2020-05-22;30-34; 1
2020-05-22;35-39; 2
2020-05-22;40-44; 0
2020-05-22;45-49; 1
2020-05-22;50-54; 4
2020-05-22;55-59; 5
2020-05-22;60-64; 8
2020-05-22;65-69;12
2020-05-22;70-74;11
2020-05-22;75-79;23
2020-05-22;80-84;20
2020-05-22;85-89;16
2020-05-22;90-94;16
2020-05-22;95-99; 8
2020-05-22;100+; 0
2020-05-23;0-4; 1
2020-05-23;5-9; 0
2020-05-23;10-14; 0
2020-05-23;15-19; 0
2020-05-23;20-24; 0
2020-05-23;25-29; 0
2020-05-23;30-34; 1
2020-05-23;35-39; 0
2020-05-23;40-44; 0
2020-05-23;45-49; 3
2020-05-23;50-54; 2
2020-05-23;55-59; 5
2020-05-23;60-64; 8
2020-05-23;65-69;12
2020-05-23;70-74;14
2020-05-23;75-79;24
2020-05-23;80-84;27
2020-05-23;85-89;27
2020-05-23;90-94;21
2020-05-23;95-99;10
2020-05-23;100+; 2
2020-05-24;0-4; 0
2020-05-24;5-9; 0
2020-05-24;10-14; 1
2020-05-24;15-19; 0
2020-05-24;20-24; 0
2020-05-24;25-29; 0
2020-05-24;30-34; 1
2020-05-24;35-39; 0
2020-05-24;40-44; 2
2020-05-24;45-49; 2
2020-05-24;50-54; 2
2020-05-24;55-59; 5
2020-05-24;60-64; 6
2020-05-24;65-69; 9
2020-05-24;70-74;16
2020-05-24;75-79;16
2020-05-24;80-84;25
2020-05-24;85-89;20
2020-05-24;90-94;17
2020-05-24;95-99; 6
2020-05-24;100+; 1
2020-05-25;0-4; 0
2020-05-25;5-9; 0
2020-05-25;10-14; 1
2020-05-25;15-19; 0
2020-05-25;20-24; 0
2020-05-25;25-29; 0
2020-05-25;30-34; 0
2020-05-25;35-39; 2
2020-05-25;40-44; 2
2020-05-25;45-49; 0
2020-05-25;50-54; 4
2020-05-25;55-59; 6
2020-05-25;60-64; 8
2020-05-25;65-69; 9
2020-05-25;70-74;14
2020-05-25;75-79;13
2020-05-25;80-84;21
2020-05-25;85-89;24
2020-05-25;90-94;14
2020-05-25;95-99; 6
2020-05-25;100+; 0
2020-05-26;0-4; 0
2020-05-26;5-9; 0
2020-05-26;10-14; 0
2020-05-26;15-19; 0
2020-05-26;20-24; 0
2020-05-26;25-29; 0
2020-05-26;30-34; 0
2020-05-26;35-39; 1
2020-05-26;40-44; 1
2020-05-26;45-49; 1
2020-05-26;50-54; 8
2020-05-26;55-59; 3
2020-05-26;60-64; 5
2020-05-26;65-69;13
2020-05-26;70-74;27
2020-05-26;75-79;27
2020-05-26;80-84;18
2020-05-26;85-89;20
2020-05-26;90-94;17
2020-05-26;95-99; 7
2020-05-26;100+; 1
2020-05-27;0-4; 0
2020-05-27;5-9; 0
2020-05-27;10-14; 0
2020-05-27;15-19; 0
2020-05-27;20-24; 0
2020-05-27;25-29; 1
2020-05-27;30-34; 1
2020-05-27;35-39; 0
2020-05-27;40-44; 0
2020-05-27;45-49; 0
2020-05-27;50-54; 2
2020-05-27;55-59; 3
2020-05-27;60-64;16
2020-05-27;65-69;15
2020-05-27;70-74;10
2020-05-27;75-79;24
2020-05-27;80-84;16
2020-05-27;85-89;19
2020-05-27;90-94;17
2020-05-27;95-99; 8
2020-05-27;100+; 2
2020-05-28;0-4; 2
2020-05-28;5-9; 0
2020-05-28;10-14; 0
2020-05-28;15-19; 0
2020-05-28;20-24; 0
2020-05-28;25-29; 0
2020-05-28;30-34; 0
2020-05-28;35-39; 0
2020-05-28;40-44; 0
2020-05-28;45-49; 1
2020-05-28;50-54; 4
2020-05-28;55-59; 4
2020-05-28;60-64;11
2020-05-28;65-69;14
2020-05-28;70-74;13
2020-05-28;75-79;15
2020-05-28;80-84;19
2020-05-28;85-89;23
2020-05-28;90-94;15
2020-05-28;95-99; 3
2020-05-28;100+; 0
2020-05-29;0-4; 1
2020-05-29;5-9; 0
2020-05-29;10-14; 0
2020-05-29;15-19; 0
2020-05-29;20-24; 1
2020-05-29;25-29; 1
2020-05-29;30-34; 0
2020-05-29;35-39; 0
2020-05-29;40-44; 1
2020-05-29;45-49; 3
2020-05-29;50-54; 4
2020-05-29;55-59; 3
2020-05-29;60-64; 4
2020-05-29;65-69;12
2020-05-29;70-74;20
2020-05-29;75-79;21
2020-05-29;80-84;22
2020-05-29;85-89;20
2020-05-29;90-94;12
2020-05-29;95-99;11
2020-05-29;100+; 4
2020-05-30;0-4; 1
2020-05-30;5-9; 0
2020-05-30;10-14; 0
2020-05-30;15-19; 0
2020-05-30;20-24; 1
2020-05-30;25-29; 0
2020-05-30;30-34; 1
2020-05-30;35-39; 1
2020-05-30;40-44; 0
2020-05-30;45-49; 1
2020-05-30;50-54; 3
2020-05-30;55-59; 3
2020-05-30;60-64; 8
2020-05-30;65-69;13
2020-05-30;70-74;20
2020-05-30;75-79;24
2020-05-30;80-84;28
2020-05-30;85-89;21
2020-05-30;90-94;15
2020-05-30;95-99;11
2020-05-30;100+; 2
2020-05-31;0-4; 0
2020-05-31;5-9; 0
2020-05-31;10-14; 1
2020-05-31;15-19; 0
2020-05-31;20-24; 0
2020-05-31;25-29; 0
2020-05-31;30-34; 0
2020-05-31;35-39; 2
2020-05-31;40-44; 1
2020-05-31;45-49; 1
2020-05-31;50-54; 0
2020-05-31;55-59; 2
2020-05-31;60-64; 8
2020-05-31;65-69;10
2020-05-31;70-74;17
2020-05-31;75-79;24
2020-05-31;80-84;31
2020-05-31;85-89;23
2020-05-31;90-94;13
2020-05-31;95-99; 7
2020-05-31;100+; 4
2020-06-01;0-4; 0
2020-06-01;5-9; 0
2020-06-01;10-14; 0
2020-06-01;15-19; 0
2020-06-01;20-24; 0
2020-06-01;25-29; 0
2020-06-01;30-34; 0
2020-06-01;35-39; 1
2020-06-01;40-44; 1
2020-06-01;45-49; 1
2020-06-01;50-54; 3
2020-06-01;55-59; 3
2020-06-01;60-64;13
2020-06-01;65-69;12
2020-06-01;70-74;20
2020-06-01;75-79;15
2020-06-01;80-84;29
2020-06-01;85-89;16
2020-06-01;90-94; 9
2020-06-01;95-99; 5
2020-06-01;100+; 0
2020-06-02;0-4; 1
2020-06-02;5-9; 0
2020-06-02;10-14; 0
2020-06-02;15-19; 0
2020-06-02;20-24; 1
2020-06-02;25-29; 0
2020-06-02;30-34; 0
2020-06-02;35-39; 1
2020-06-02;40-44; 0
2020-06-02;45-49; 0
2020-06-02;50-54; 5
2020-06-02;55-59; 4
2020-06-02;60-64; 9
2020-06-02;65-69; 8
2020-06-02;70-74;17
2020-06-02;75-79;22
2020-06-02;80-84;24
2020-06-02;85-89;29
2020-06-02;90-94;20
2020-06-02;95-99; 8
2020-06-02;100+; 2
2020-06-03;0-4; 0
2020-06-03;5-9; 0
2020-06-03;10-14; 0
2020-06-03;15-19; 0
2020-06-03;20-24; 0
2020-06-03;25-29; 2
2020-06-03;30-34; 0
2020-06-03;35-39; 0
2020-06-03;40-44; 0
2020-06-03;45-49; 4
2020-06-03;50-54; 4
2020-06-03;55-59; 6
2020-06-03;60-64;12
2020-06-03;65-69; 5
2020-06-03;70-74;14
2020-06-03;75-79;30
2020-06-03;80-84;25
2020-06-03;85-89;17
2020-06-03;90-94;15
2020-06-03;95-99; 5
2020-06-03;100+; 2
2020-06-04;0-4; 0
2020-06-04;5-9; 0
2020-06-04;10-14; 0
2020-06-04;15-19; 0
2020-06-04;20-24; 0
2020-06-04;25-29; 1
2020-06-04;30-34; 0
2020-06-04;35-39; 0
2020-06-04;40-44; 1
2020-06-04;45-49; 1
2020-06-04;50-54; 2
2020-06-04;55-59; 3
2020-06-04;60-64; 7
2020-06-04;65-69;16
2020-06-04;70-74;19
2020-06-04;75-79;20
2020-06-04;80-84;24
2020-06-04;85-89;21
2020-06-04;90-94;20
2020-06-04;95-99; 8
2020-06-04;100+; 2
2020-06-05;0-4; 0
2020-06-05;5-9; 0
2020-06-05;10-14; 0
2020-06-05;15-19; 0
2020-06-05;20-24; 0
2020-06-05;25-29; 0
2020-06-05;30-34; 0
2020-06-05;35-39; 1
2020-06-05;40-44; 1
2020-06-05;45-49; 1
2020-06-05;50-54; 3
2020-06-05;55-59; 6
2020-06-05;60-64; 8
2020-06-05;65-69;10
2020-06-05;70-74;14
2020-06-05;75-79;28
2020-06-05;80-84;26
2020-06-05;85-89;24
2020-06-05;90-94;24
2020-06-05;95-99; 6
2020-06-05;100+; 2
2020-06-06;0-4; 1
2020-06-06;5-9; 0
2020-06-06;10-14; 0
2020-06-06;15-19; 0
2020-06-06;20-24; 1
2020-06-06;25-29; 0
2020-06-06;30-34; 0
2020-06-06;35-39; 1
2020-06-06;40-44; 0
2020-06-06;45-49; 1
2020-06-06;50-54; 3
2020-06-06;55-59; 6
2020-06-06;60-64; 7
2020-06-06;65-69; 9
2020-06-06;70-74;13
2020-06-06;75-79;15
2020-06-06;80-84;21
2020-06-06;85-89;25
2020-06-06;90-94;21
2020-06-06;95-99; 7
2020-06-06;100+; 0
2020-06-07;0-4; 2
2020-06-07;5-9; 0
2020-06-07;10-14; 0
2020-06-07;15-19; 0
2020-06-07;20-24; 0
2020-06-07;25-29; 0
2020-06-07;30-34; 0
2020-06-07;35-39; 0
2020-06-07;40-44; 1
2020-06-07;45-49; 1
2020-06-07;50-54; 2
2020-06-07;55-59; 5
2020-06-07;60-64; 6
2020-06-07;65-69; 7
2020-06-07;70-74;16
2020-06-07;75-79;13
2020-06-07;80-84;17
2020-06-07;85-89;21
2020-06-07;90-94;14
2020-06-07;95-99; 4
2020-06-07;100+; 3
2020-06-08;0-4; 2
2020-06-08;5-9; 0
2020-06-08;10-14; 0
2020-06-08;15-19; 0
2020-06-08;20-24; 0
2020-06-08;25-29; 0
2020-06-08;30-34; 0
2020-06-08;35-39; 2
2020-06-08;40-44; 2
2020-06-08;45-49; 1
2020-06-08;50-54; 3
2020-06-08;55-59; 8
2020-06-08;60-64; 6
2020-06-08;65-69;10
2020-06-08;70-74;15
2020-06-08;75-79;18
2020-06-08;80-84;25
2020-06-08;85-89;24
2020-06-08;90-94;11
2020-06-08;95-99; 7
2020-06-08;100+; 1
2020-06-09;0-4; 0
2020-06-09;5-9; 0
2020-06-09;10-14; 0
2020-06-09;15-19; 0
2020-06-09;20-24; 0
2020-06-09;25-29; 0
2020-06-09;30-34; 0
2020-06-09;35-39; 0
2020-06-09;40-44; 0
2020-06-09;45-49; 2
2020-06-09;50-54; 3
2020-06-09;55-59; 3
2020-06-09;60-64; 7
2020-06-09;65-69; 9
2020-06-09;70-74;13
2020-06-09;75-79;11
2020-06-09;80-84;24
2020-06-09;85-89;19
2020-06-09;90-94;20
2020-06-09;95-99;11
2020-06-09;100+; 2
2020-06-10;0-4; 1
2020-06-10;5-9; 0
2020-06-10;10-14; 0
2020-06-10;15-19; 0
2020-06-10;20-24; 1
2020-06-10;25-29; 2
2020-06-10;30-34; 0
2020-06-10;35-39; 0
2020-06-10;40-44; 1
2020-06-10;45-49; 0
2020-06-10;50-54; 4
2020-06-10;55-59; 9
2020-06-10;60-64; 5
2020-06-10;65-69;12
2020-06-10;70-74;19
2020-06-10;75-79;23
2020-06-10;80-84;16
2020-06-10;85-89;18
2020-06-10;90-94;20
2020-06-10;95-99; 7
2020-06-10;100+; 3
2020-06-11;0-4; 2
2020-06-11;5-9; 0
2020-06-11;10-14; 0
2020-06-11;15-19; 0
2020-06-11;20-24; 1
2020-06-11;25-29; 0
2020-06-11;30-34; 1
2020-06-11;35-39; 0
2020-06-11;40-44; 2
2020-06-11;45-49; 2
2020-06-11;50-54; 1
2020-06-11;55-59; 4
2020-06-11;60-64; 5
2020-06-11;65-69;14
2020-06-11;70-74;22
2020-06-11;75-79;21
2020-06-11;80-84;26
2020-06-11;85-89;27
2020-06-11;90-94;23
2020-06-11;95-99;10
2020-06-11;100+; 0
2020-06-12;0-4; 0
2020-06-12;5-9; 0
2020-06-12;10-14; 0
2020-06-12;15-19; 0
2020-06-12;20-24; 1
2020-06-12;25-29; 0
2020-06-12;30-34; 1
2020-06-12;35-39; 1
2020-06-12;40-44; 1
2020-06-12;45-49; 0
2020-06-12;50-54; 1
2020-06-12;55-59; 1
2020-06-12;60-64;11
2020-06-12;65-69;13
2020-06-12;70-74;18
2020-06-12;75-79;16
2020-06-12;80-84;30
2020-06-12;85-89;24
2020-06-12;90-94;18
2020-06-12;95-99;10
2020-06-12;100+; 2
2020-06-13;0-4; 0
2020-06-13;5-9; 0
2020-06-13;10-14; 0
2020-06-13;15-19; 0
2020-06-13;20-24; 0
2020-06-13;25-29; 2
2020-06-13;30-34; 1
2020-06-13;35-39; 0
2020-06-13;40-44; 2
2020-06-13;45-49; 3
2020-06-13;50-54; 3
2020-06-13;55-59; 4
2020-06-13;60-64; 6
2020-06-13;65-69; 8
2020-06-13;70-74;17
2020-06-13;75-79;25
2020-06-13;80-84;26
2020-06-13;85-89;23
2020-06-13;90-94;21
2020-06-13;95-99; 8
2020-06-13;100+; 2
2020-06-14;0-4; 2
2020-06-14;5-9; 0
2020-06-14;10-14; 0
2020-06-14;15-19; 0
2020-06-14;20-24; 0
2020-06-14;25-29; 0
2020-06-14;30-34; 0
2020-06-14;35-39; 0
2020-06-14;40-44; 2
2020-06-14;45-49; 3
2020-06-14;50-54; 4
2020-06-14;55-59; 7
2020-06-14;60-64;10
2020-06-14;65-69; 7
2020-06-14;70-74;17
2020-06-14;75-79;18
2020-06-14;80-84;22
2020-06-14;85-89;23
2020-06-14;90-94;16
2020-06-14;95-99; 8
2020-06-14;100+; 1
2020-06-15;0-4; 3
2020-06-15;5-9; 0
2020-06-15;10-14; 0
2020-06-15;15-19; 0
2020-06-15;20-24; 0
2020-06-15;25-29; 0
2020-06-15;30-34; 0
2020-06-15;35-39; 0
2020-06-15;40-44; 1
2020-06-15;45-49; 3
2020-06-15;50-54; 2
2020-06-15;55-59; 2
2020-06-15;60-64; 8
2020-06-15;65-69; 7
2020-06-15;70-74;12
2020-06-15;75-79;23
2020-06-15;80-84;24
2020-06-15;85-89;23
2020-06-15;90-94;18
2020-06-15;95-99; 2
2020-06-15;100+; 1
2020-06-16;0-4; 1
2020-06-16;5-9; 1
2020-06-16;10-14; 0
2020-06-16;15-19; 1
2020-06-16;20-24; 0
2020-06-16;25-29; 0
2020-06-16;30-34; 0
2020-06-16;35-39; 1
2020-06-16;40-44; 0
2020-06-16;45-49; 1
2020-06-16;50-54; 3
2020-06-16;55-59; 2
2020-06-16;60-64; 7
2020-06-16;65-69;13
2020-06-16;70-74;14
2020-06-16;75-79;17
2020-06-16;80-84;22
2020-06-16;85-89;28
2020-06-16;90-94;26
2020-06-16;95-99; 6
2020-06-16;100+; 2
2020-06-17;0-4; 0
2020-06-17;5-9; 0
2020-06-17;10-14; 0
2020-06-17;15-19; 0
2020-06-17;20-24; 2
2020-06-17;25-29; 0
2020-06-17;30-34; 0
2020-06-17;35-39; 2
2020-06-17;40-44; 1
2020-06-17;45-49; 6
2020-06-17;50-54; 6
2020-06-17;55-59; 3
2020-06-17;60-64; 9
2020-06-17;65-69;10
2020-06-17;70-74;14
2020-06-17;75-79;28
2020-06-17;80-84;17
2020-06-17;85-89;26
2020-06-17;90-94;17
2020-06-17;95-99; 9
2020-06-17;100+; 1
2020-06-18;0-4; 0
2020-06-18;5-9; 0
2020-06-18;10-14; 0
2020-06-18;15-19; 0
2020-06-18;20-24; 0
2020-06-18;25-29; 0
2020-06-18;30-34; 0
2020-06-18;35-39; 0
2020-06-18;40-44; 1
2020-06-18;45-49; 2
2020-06-18;50-54; 3
2020-06-18;55-59; 3
2020-06-18;60-64; 8
2020-06-18;65-69;11
2020-06-18;70-74;15
2020-06-18;75-79;22
2020-06-18;80-84;20
2020-06-18;85-89;14
2020-06-18;90-94;20
2020-06-18;95-99; 8
2020-06-18;100+; 1
2020-06-19;0-4; 0
2020-06-19;5-9; 0
2020-06-19;10-14; 0
2020-06-19;15-19; 0
2020-06-19;20-24; 2
2020-06-19;25-29; 0
2020-06-19;30-34; 0
2020-06-19;35-39; 0
2020-06-19;40-44; 2
2020-06-19;45-49; 2
