Date;Age;Deaths
2020-06-19;50-54; 4
2020-06-19;55-59; 6
2020-06-19;60-64; 7
2020-06-19;65-69;13
2020-06-19;70-74;12
2020-06-19;75-79;21
2020-06-19;80-84;26
2020-06-19;85-89;22
2020-06-19;90-94;13
2020-06-19;95-99; 8
2020-06-19;100+; 0
2020-06-20;0-4; 0
2020-06-20;5-9; 0
2020-06-20;10-14; 0
2020-06-20;15-19; 0
2020-06-20;20-24; 0
2020-06-20;25-29; 0
2020-06-20;30-34; 0
2020-06-20;35-39; 0
2020-06-20;40-44; 1
2020-06-20;45-49; 3
2020-06-20;50-54; 5
2020-06-20;55-59; 2
2020-06-20;60-64; 9
2020-06-20;65-69;10
2020-06-20;70-74;16
2020-06-20;75-79;15
2020-06-20;80-84;19
2020-06-20;85-89;23
2020-06-20;90-94;19
2020-06-20;95-99; 7
2020-06-20;100+; 2
2020-06-21;0-4; 0
2020-06-21;5-9; 0
2020-06-21;10-14; 0
2020-06-21;15-19; 0
2020-06-21;20-24; 0
2020-06-21;25-29; 0
2020-06-21;30-34; 1
2020-06-21;35-39; 0
2020-06-21;40-44; 1
2020-06-21;45-49; 0
2020-06-21;50-54; 3
2020-06-21;55-59; 6
2020-06-21;60-64; 7
2020-06-21;65-69;13
2020-06-21;70-74;17
2020-06-21;75-79;18
2020-06-21;80-84;20
2020-06-21;85-89;15
2020-06-21;90-94;17
2020-06-21;95-99; 3
2020-06-21;100+; 5
2020-06-22;0-4; 3
2020-06-22;5-9; 0
2020-06-22;10-14; 0
2020-06-22;15-19; 0
2020-06-22;20-24; 0
2020-06-22;25-29; 0
2020-06-22;30-34; 2
2020-06-22;35-39; 0
2020-06-22;40-44; 0
2020-06-22;45-49; 1
2020-06-22;50-54; 4
2020-06-22;55-59; 8
2020-06-22;60-64;13
2020-06-22;65-69; 7
2020-06-22;70-74;18
2020-06-22;75-79;18
2020-06-22;80-84;18
2020-06-22;85-89;23
2020-06-22;90-94; 9
2020-06-22;95-99;10
2020-06-22;100+; 1
2020-06-23;0-4; 0
2020-06-23;5-9; 0
2020-06-23;10-14; 0
2020-06-23;15-19; 0
2020-06-23;20-24; 0
2020-06-23;25-29; 2
2020-06-23;30-34; 1
2020-06-23;35-39; 0
2020-06-23;40-44; 1
2020-06-23;45-49; 1
2020-06-23;50-54; 4
2020-06-23;55-59; 3
2020-06-23;60-64; 7
2020-06-23;65-69;12
2020-06-23;70-74;14
2020-06-23;75-79;20
2020-06-23;80-84;24
2020-06-23;85-89;20
2020-06-23;90-94;12
2020-06-23;95-99; 7
2020-06-23;100+; 1
2020-06-24;0-4; 2
2020-06-24;5-9; 0
2020-06-24;10-14; 0
2020-06-24;15-19; 0
2020-06-24;20-24; 1
2020-06-24;25-29; 0
2020-06-24;30-34; 1
2020-06-24;35-39; 0
2020-06-24;40-44; 2
2020-06-24;45-49; 0
2020-06-24;50-54; 1
2020-06-24;55-59; 4
2020-06-24;60-64; 2
2020-06-24;65-69; 6
2020-06-24;70-74;16
2020-06-24;75-79;20
2020-06-24;80-84;22
2020-06-24;85-89;25
2020-06-24;90-94;16
2020-06-24;95-99; 8
2020-06-24;100+; 2
2020-06-25;0-4; 3
2020-06-25;5-9; 0
2020-06-25;10-14; 0
2020-06-25;15-19; 0
2020-06-25;20-24; 0
2020-06-25;25-29; 0
2020-06-25;30-34; 0
2020-06-25;35-39; 0
2020-06-25;40-44; 2
2020-06-25;45-49; 1
2020-06-25;50-54; 3
2020-06-25;55-59;11
2020-06-25;60-64;10
2020-06-25;65-69;13
2020-06-25;70-74;15
2020-06-25;75-79;24
2020-06-25;80-84;25
2020-06-25;85-89;24
2020-06-25;90-94;24
2020-06-25;95-99; 9
2020-06-25;100+; 0
2020-06-26;0-4; 0
2020-06-26;5-9; 0
2020-06-26;10-14; 0
2020-06-26;15-19; 0
2020-06-26;20-24; 0
2020-06-26;25-29; 1
2020-06-26;30-34; 0
2020-06-26;35-39; 0
2020-06-26;40-44; 0
2020-06-26;45-49; 0
2020-06-26;50-54; 2
2020-06-26;55-59;10
2020-06-26;60-64; 9
2020-06-26;65-69;11
2020-06-26;70-74;18
2020-06-26;75-79;24
2020-06-26;80-84;27
2020-06-26;85-89;24
2020-06-26;90-94;21
2020-06-26;95-99; 7
2020-06-26;100+; 2
2020-06-27;0-4; 1
2020-06-27;5-9; 0
2020-06-27;10-14; 0
2020-06-27;15-19; 0
2020-06-27;20-24; 0
2020-06-27;25-29; 0
2020-06-27;30-34; 0
2020-06-27;35-39; 2
2020-06-27;40-44; 0
2020-06-27;45-49; 0
2020-06-27;50-54; 1
2020-06-27;55-59; 5
2020-06-27;60-64; 3
2020-06-27;65-69;13
2020-06-27;70-74;15
2020-06-27;75-79;27
2020-06-27;80-84;28
2020-06-27;85-89;22
2020-06-27;90-94;13
2020-06-27;95-99;11
2020-06-27;100+; 3
2020-06-28;0-4; 1
2020-06-28;5-9; 0
2020-06-28;10-14; 0
2020-06-28;15-19; 0
2020-06-28;20-24; 0
2020-06-28;25-29; 0
2020-06-28;30-34; 0
2020-06-28;35-39; 1
2020-06-28;40-44; 0
2020-06-28;45-49; 1
2020-06-28;50-54; 1
2020-06-28;55-59; 5
2020-06-28;60-64; 5
2020-06-28;65-69;11
2020-06-28;70-74;17
2020-06-28;75-79;20
2020-06-28;80-84;21
2020-06-28;85-89;21
2020-06-28;90-94;17
2020-06-28;95-99; 5
2020-06-28;100+; 2
2020-06-29;0-4; 1
2020-06-29;5-9; 0
2020-06-29;10-14; 0
2020-06-29;15-19; 0
2020-06-29;20-24; 0
2020-06-29;25-29; 2
2020-06-29;30-34; 2
2020-06-29;35-39; 1
2020-06-29;40-44; 1
2020-06-29;45-49; 0
2020-06-29;50-54; 2
2020-06-29;55-59; 4
2020-06-29;60-64; 8
2020-06-29;65-69;10
2020-06-29;70-74;13
2020-06-29;75-79;19
2020-06-29;80-84;19
2020-06-29;85-89;22
2020-06-29;90-94;19
2020-06-29;95-99; 9
2020-06-29;100+; 2
2020-06-30;0-4; 1
2020-06-30;5-9; 0
2020-06-30;10-14; 0
2020-06-30;15-19; 1
2020-06-30;20-24; 1
2020-06-30;25-29; 0
2020-06-30;30-34; 0
2020-06-30;35-39; 2
2020-06-30;40-44; 1
2020-06-30;45-49; 2
2020-06-30;50-54; 3
2020-06-30;55-59; 7
2020-06-30;60-64;12
2020-06-30;65-69; 7
2020-06-30;70-74;16
2020-06-30;75-79;21
2020-06-30;80-84;23
2020-06-30;85-89;26
2020-06-30;90-94;19
2020-06-30;95-99; 9
2020-06-30;100+; 0
2020-07-01;0-4; 1
2020-07-01;5-9; 0
2020-07-01;10-14; 0
2020-07-01;15-19; 0
2020-07-01;20-24; 2
2020-07-01;25-29; 0
2020-07-01;30-34; 1
2020-07-01;35-39; 0
2020-07-01;40-44; 0
2020-07-01;45-49; 1
2020-07-01;50-54; 2
2020-07-01;55-59; 6
2020-07-01;60-64; 6
2020-07-01;65-69;15
2020-07-01;70-74;14
2020-07-01;75-79;35
2020-07-01;80-84;21
2020-07-01;85-89;31
2020-07-01;90-94;13
2020-07-01;95-99;10
2020-07-01;100+; 4
2020-07-02;0-4; 0
2020-07-02;5-9; 0
2020-07-02;10-14; 0
2020-07-02;15-19; 0
2020-07-02;20-24; 2
2020-07-02;25-29; 0
2020-07-02;30-34; 0
2020-07-02;35-39; 0
2020-07-02;40-44; 1
2020-07-02;45-49; 1
2020-07-02;50-54; 5
2020-07-02;55-59;10
2020-07-02;60-64; 9
2020-07-02;65-69;10
2020-07-02;70-74;17
2020-07-02;75-79;19
2020-07-02;80-84;13
2020-07-02;85-89;22
2020-07-02;90-94;11
2020-07-02;95-99; 8
2020-07-02;100+; 1
2020-07-03;0-4; 1
2020-07-03;5-9; 0
2020-07-03;10-14; 0
2020-07-03;15-19; 0
2020-07-03;20-24; 1
2020-07-03;25-29; 0
2020-07-03;30-34; 1
2020-07-03;35-39; 0
2020-07-03;40-44; 0
2020-07-03;45-49; 2
2020-07-03;50-54; 3
2020-07-03;55-59; 8
2020-07-03;60-64; 9
2020-07-03;65-69; 9
2020-07-03;70-74;12
2020-07-03;75-79;13
2020-07-03;80-84;25
2020-07-03;85-89;23
2020-07-03;90-94;19
2020-07-03;95-99; 6
2020-07-03;100+; 1
2020-07-04;0-4; 2
2020-07-04;5-9; 0
2020-07-04;10-14; 0
2020-07-04;15-19; 0
2020-07-04;20-24; 0
2020-07-04;25-29; 0
2020-07-04;30-34; 0
2020-07-04;35-39; 2
2020-07-04;40-44; 0
2020-07-04;45-49; 1
2020-07-04;50-54; 5
2020-07-04;55-59; 6
2020-07-04;60-64;12
2020-07-04;65-69;13
2020-07-04;70-74;16
2020-07-04;75-79;22
2020-07-04;80-84;24
2020-07-04;85-89;20
2020-07-04;90-94;21
2020-07-04;95-99;10
2020-07-04;100+; 0
2020-07-05;0-4; 1
2020-07-05;5-9; 0
2020-07-05;10-14; 0
2020-07-05;15-19; 0
2020-07-05;20-24; 0
2020-07-05;25-29; 0
2020-07-05;30-34; 0
2020-07-05;35-39; 0
2020-07-05;40-44; 0
2020-07-05;45-49; 0
2020-07-05;50-54; 4
2020-07-05;55-59; 3
2020-07-05;60-64; 6
2020-07-05;65-69;17
2020-07-05;70-74;13
2020-07-05;75-79;24
2020-07-05;80-84;17
2020-07-05;85-89;15
2020-07-05;90-94;23
2020-07-05;95-99; 9
2020-07-05;100+; 1
2020-07-06;0-4; 0
2020-07-06;5-9; 0
2020-07-06;10-14; 0
2020-07-06;15-19; 0
2020-07-06;20-24; 1
2020-07-06;25-29; 0
2020-07-06;30-34; 0
2020-07-06;35-39; 1
2020-07-06;40-44; 0
2020-07-06;45-49; 1
2020-07-06;50-54; 4
2020-07-06;55-59; 6
2020-07-06;60-64; 5
2020-07-06;65-69;15
2020-07-06;70-74;15
2020-07-06;75-79;14
2020-07-06;80-84;19
2020-07-06;85-89;24
2020-07-06;90-94;20
2020-07-06;95-99; 7
2020-07-06;100+; 2
2020-07-07;0-4; 1
2020-07-07;5-9; 0
2020-07-07;10-14; 0
2020-07-07;15-19; 0
2020-07-07;20-24; 1
2020-07-07;25-29; 0
2020-07-07;30-34; 0
2020-07-07;35-39; 2
2020-07-07;40-44; 1
2020-07-07;45-49; 0
2020-07-07;50-54; 4
2020-07-07;55-59; 6
2020-07-07;60-64; 8
2020-07-07;65-69;11
2020-07-07;70-74;14
2020-07-07;75-79;23
2020-07-07;80-84;23
2020-07-07;85-89;21
2020-07-07;90-94;16
2020-07-07;95-99; 4
2020-07-07;100+; 0
2020-07-08;0-4; 2
2020-07-08;5-9; 0
2020-07-08;10-14; 0
2020-07-08;15-19; 0
2020-07-08;20-24; 0
2020-07-08;25-29; 1
2020-07-08;30-34; 1
2020-07-08;35-39; 1
2020-07-08;40-44; 0
2020-07-08;45-49; 0
2020-07-08;50-54; 1
2020-07-08;55-59; 3
2020-07-08;60-64; 4
2020-07-08;65-69;15
2020-07-08;70-74;16
2020-07-08;75-79;20
2020-07-08;80-84;19
2020-07-08;85-89;26
2020-07-08;90-94;16
2020-07-08;95-99; 6
2020-07-08;100+; 1
2020-07-09;0-4; 0
2020-07-09;5-9; 0
2020-07-09;10-14; 0
2020-07-09;15-19; 0
2020-07-09;20-24; 0
2020-07-09;25-29; 0
2020-07-09;30-34; 0
2020-07-09;35-39; 0
2020-07-09;40-44; 1
2020-07-09;45-49; 1
2020-07-09;50-54; 3
2020-07-09;55-59; 3
2020-07-09;60-64;14
2020-07-09;65-69;12
2020-07-09;70-74;12
2020-07-09;75-79;13
2020-07-09;80-84;23
2020-07-09;85-89;28
2020-07-09;90-94;16
2020-07-09;95-99;10
2020-07-09;100+; 2
2020-07-10;0-4; 0
2020-07-10;5-9; 0
2020-07-10;10-14; 1
2020-07-10;15-19; 0
2020-07-10;20-24; 0
2020-07-10;25-29; 1
2020-07-10;30-34; 0
2020-07-10;35-39; 0
2020-07-10;40-44; 1
2020-07-10;45-49; 1
2020-07-10;50-54; 4
2020-07-10;55-59; 3
2020-07-10;60-64; 6
2020-07-10;65-69; 7
2020-07-10;70-74;28
2020-07-10;75-79;24
2020-07-10;80-84;17
2020-07-10;85-89;20
2020-07-10;90-94;15
2020-07-10;95-99; 6
2020-07-10;100+; 2
2020-07-11;0-4; 0
2020-07-11;5-9; 0
2020-07-11;10-14; 1
2020-07-11;15-19; 0
2020-07-11;20-24; 0
2020-07-11;25-29; 2
2020-07-11;30-34; 0
2020-07-11;35-39; 1
2020-07-11;40-44; 0
2020-07-11;45-49; 1
2020-07-11;50-54; 1
2020-07-11;55-59; 9
2020-07-11;60-64; 8
2020-07-11;65-69;11
2020-07-11;70-74;13
2020-07-11;75-79;21
2020-07-11;80-84;34
2020-07-11;85-89;23
2020-07-11;90-94;24
2020-07-11;95-99; 5
2020-07-11;100+; 2
2020-07-12;0-4; 0
2020-07-12;5-9; 0
2020-07-12;10-14; 0
2020-07-12;15-19; 0
2020-07-12;20-24; 0
2020-07-12;25-29; 1
2020-07-12;30-34; 0
2020-07-12;35-39; 1
2020-07-12;40-44; 2
2020-07-12;45-49; 2
2020-07-12;50-54; 5
2020-07-12;55-59; 1
2020-07-12;60-64; 6
2020-07-12;65-69; 8
2020-07-12;70-74;12
2020-07-12;75-79;28
2020-07-12;80-84;20
2020-07-12;85-89;12
2020-07-12;90-94;20
2020-07-12;95-99; 7
2020-07-12;100+; 1
2020-07-13;0-4; 1
2020-07-13;5-9; 0
2020-07-13;10-14; 0
2020-07-13;15-19; 0
2020-07-13;20-24; 0
2020-07-13;25-29; 0
2020-07-13;30-34; 1
2020-07-13;35-39; 0
2020-07-13;40-44; 1
2020-07-13;45-49; 4
2020-07-13;50-54; 2
2020-07-13;55-59; 7
2020-07-13;60-64; 5
2020-07-13;65-69;11
2020-07-13;70-74;19
2020-07-13;75-79;31
2020-07-13;80-84;28
2020-07-13;85-89;23
2020-07-13;90-94;12
2020-07-13;95-99;10
2020-07-13;100+; 2
2020-07-14;0-4; 1
2020-07-14;5-9; 0
2020-07-14;10-14; 0
2020-07-14;15-19; 0
2020-07-14;20-24; 1
2020-07-14;25-29; 0
2020-07-14;30-34; 0
2020-07-14;35-39; 1
2020-07-14;40-44; 2
2020-07-14;45-49; 3
2020-07-14;50-54; 2
2020-07-14;55-59; 8
2020-07-14;60-64; 8
2020-07-14;65-69;11
2020-07-14;70-74;19
2020-07-14;75-79;19
2020-07-14;80-84;24
2020-07-14;85-89;19
2020-07-14;90-94;20
2020-07-14;95-99;13
2020-07-14;100+; 1
2020-07-15;0-4; 1
2020-07-15;5-9; 0
2020-07-15;10-14; 0
2020-07-15;15-19; 0
2020-07-15;20-24; 2
2020-07-15;25-29; 3
2020-07-15;30-34; 0
2020-07-15;35-39; 0
2020-07-15;40-44; 0
2020-07-15;45-49; 0
2020-07-15;50-54; 6
2020-07-15;55-59;10
2020-07-15;60-64; 4
2020-07-15;65-69; 8
2020-07-15;70-74;19
2020-07-15;75-79;25
2020-07-15;80-84;23
2020-07-15;85-89;22
2020-07-15;90-94;20
2020-07-15;95-99;12
2020-07-15;100+; 2
2020-07-16;0-4; 1
2020-07-16;5-9; 0
2020-07-16;10-14; 0
2020-07-16;15-19; 0
2020-07-16;20-24; 1
2020-07-16;25-29; 1
2020-07-16;30-34; 0
2020-07-16;35-39; 0
2020-07-16;40-44; 1
2020-07-16;45-49; 0
2020-07-16;50-54; 2
2020-07-16;55-59;10
2020-07-16;60-64; 7
2020-07-16;65-69; 8
2020-07-16;70-74;16
2020-07-16;75-79; 9
2020-07-16;80-84;20
2020-07-16;85-89;19
2020-07-16;90-94;13
2020-07-16;95-99; 6
2020-07-16;100+; 1
2020-07-17;0-4; 0
2020-07-17;5-9; 0
2020-07-17;10-14; 0
2020-07-17;15-19; 0
2020-07-17;20-24; 0
2020-07-17;25-29; 0
2020-07-17;30-34; 0
2020-07-17;35-39; 1
2020-07-17;40-44; 1
2020-07-17;45-49; 1
2020-07-17;50-54; 6
2020-07-17;55-59; 6
2020-07-17;60-64; 5
2020-07-17;65-69;13
2020-07-17;70-74;17
2020-07-17;75-79;21
2020-07-17;80-84;25
2020-07-17;85-89;24
2020-07-17;90-94; 9
2020-07-17;95-99;10
2020-07-17;100+; 4
2020-07-18;0-4; 0
2020-07-18;5-9; 0
2020-07-18;10-14; 0
2020-07-18;15-19; 1
2020-07-18;20-24; 0
2020-07-18;25-29; 0
2020-07-18;30-34; 1
2020-07-18;35-39; 0
2020-07-18;40-44; 3
2020-07-18;45-49; 2
2020-07-18;50-54; 0
2020-07-18;55-59; 2
2020-07-18;60-64; 7
2020-07-18;65-69;14
2020-07-18;70-74;18
2020-07-18;75-79;14
2020-07-18;80-84;25
2020-07-18;85-89;33
2020-07-18;90-94;22
2020-07-18;95-99; 6
2020-07-18;100+; 0
2020-07-19;0-4; 0
2020-07-19;5-9; 0
2020-07-19;10-14; 0
2020-07-19;15-19; 0
2020-07-19;20-24; 2
2020-07-19;25-29; 0
2020-07-19;30-34; 0
2020-07-19;35-39; 0
2020-07-19;40-44; 1
2020-07-19;45-49; 1
2020-07-19;50-54; 1
2020-07-19;55-59; 1
2020-07-19;60-64; 8
2020-07-19;65-69;10
2020-07-19;70-74;22
2020-07-19;75-79;17
2020-07-19;80-84;28
2020-07-19;85-89;28
2020-07-19;90-94;19
2020-07-19;95-99;15
2020-07-19;100+; 1
2020-07-20;0-4; 0
2020-07-20;5-9; 0
2020-07-20;10-14; 0
2020-07-20;15-19; 0
2020-07-20;20-24; 0
2020-07-20;25-29; 1
2020-07-20;30-34; 2
2020-07-20;35-39; 2
2020-07-20;40-44; 0
2020-07-20;45-49; 2
2020-07-20;50-54; 1
2020-07-20;55-59; 4
2020-07-20;60-64; 6
2020-07-20;65-69;10
2020-07-20;70-74;16
2020-07-20;75-79;23
2020-07-20;80-84;26
2020-07-20;85-89;11
2020-07-20;90-94;19
2020-07-20;95-99; 6
2020-07-20;100+; 0
2020-07-21;0-4; 2
2020-07-21;5-9; 0
2020-07-21;10-14; 1
2020-07-21;15-19; 1
2020-07-21;20-24; 0
2020-07-21;25-29; 1
2020-07-21;30-34; 1
2020-07-21;35-39; 0
2020-07-21;40-44; 2
2020-07-21;45-49; 1
2020-07-21;50-54; 1
2020-07-21;55-59; 8
2020-07-21;60-64; 4
2020-07-21;65-69;10
2020-07-21;70-74;15
2020-07-21;75-79;20
2020-07-21;80-84;17
2020-07-21;85-89;21
2020-07-21;90-94;14
2020-07-21;95-99;10
2020-07-21;100+; 3
2020-07-22;0-4; 1
2020-07-22;5-9; 0
2020-07-22;10-14; 0
2020-07-22;15-19; 1
2020-07-22;20-24; 1
2020-07-22;25-29; 2
2020-07-22;30-34; 0
2020-07-22;35-39; 0
2020-07-22;40-44; 1
2020-07-22;45-49; 5
2020-07-22;50-54; 2
2020-07-22;55-59; 4
2020-07-22;60-64; 7
2020-07-22;65-69;11
2020-07-22;70-74;18
2020-07-22;75-79;21
2020-07-22;80-84;24
2020-07-22;85-89;21
2020-07-22;90-94;16
2020-07-22;95-99; 8
2020-07-22;100+; 2
2020-07-23;0-4; 0
2020-07-23;5-9; 0
2020-07-23;10-14; 0
2020-07-23;15-19; 0
2020-07-23;20-24; 0
2020-07-23;25-29; 0
2020-07-23;30-34; 1
2020-07-23;35-39; 1
2020-07-23;40-44; 3
2020-07-23;45-49; 0
2020-07-23;50-54; 3
2020-07-23;55-59; 1
2020-07-23;60-64;11
2020-07-23;65-69; 9
2020-07-23;70-74;14
2020-07-23;75-79;16
2020-07-23;80-84;15
2020-07-23;85-89;23
2020-07-23;90-94;18
2020-07-23;95-99; 7
2020-07-23;100+; 3
2020-07-24;0-4; 0
2020-07-24;5-9; 0
2020-07-24;10-14; 0
2020-07-24;15-19; 0
2020-07-24;20-24; 1
2020-07-24;25-29; 0
2020-07-24;30-34; 2
2020-07-24;35-39; 0
2020-07-24;40-44; 0
2020-07-24;45-49; 0
2020-07-24;50-54; 2
2020-07-24;55-59; 7
2020-07-24;60-64;12
2020-07-24;65-69;16
2020-07-24;70-74;13
2020-07-24;75-79;21
2020-07-24;80-84;21
2020-07-24;85-89;28
2020-07-24;90-94;14
2020-07-24;95-99; 9
2020-07-24;100+; 2
2020-07-25;0-4; 2
2020-07-25;5-9; 1
2020-07-25;10-14; 0
2020-07-25;15-19; 0
2020-07-25;20-24; 0
2020-07-25;25-29; 0
2020-07-25;30-34; 0
2020-07-25;35-39; 2
2020-07-25;40-44; 0
2020-07-25;45-49; 1
2020-07-25;50-54; 2
2020-07-25;55-59; 3
2020-07-25;60-64;10
2020-07-25;65-69; 9
2020-07-25;70-74;12
2020-07-25;75-79;16
2020-07-25;80-84;20
2020-07-25;85-89;16
2020-07-25;90-94;17
2020-07-25;95-99; 5
2020-07-25;100+; 1
2020-07-26;0-4; 1
2020-07-26;5-9; 0
2020-07-26;10-14; 0
2020-07-26;15-19; 1
2020-07-26;20-24; 0
2020-07-26;25-29; 1
2020-07-26;30-34; 0
2020-07-26;35-39; 2
2020-07-26;40-44; 1
2020-07-26;45-49; 2
2020-07-26;50-54; 3
2020-07-26;55-59; 6
2020-07-26;60-64; 6
2020-07-26;65-69;10
2020-07-26;70-74;15
2020-07-26;75-79;25
2020-07-26;80-84;26
2020-07-26;85-89;26
2020-07-26;90-94;13
2020-07-26;95-99; 9
2020-07-26;100+; 1
2020-07-27;0-4; 0
2020-07-27;5-9; 0
2020-07-27;10-14; 0
2020-07-27;15-19; 0
2020-07-27;20-24; 0
2020-07-27;25-29; 1
2020-07-27;30-34; 0
2020-07-27;35-39; 1
2020-07-27;40-44; 3
2020-07-27;45-49; 1
2020-07-27;50-54; 3
2020-07-27;55-59; 4
2020-07-27;60-64; 8
2020-07-27;65-69;13
2020-07-27;70-74;20
2020-07-27;75-79;16
2020-07-27;80-84;18
2020-07-27;85-89;27
2020-07-27;90-94;18
2020-07-27;95-99;11
2020-07-27;100+; 3
2020-07-28;0-4; 1
2020-07-28;5-9; 0
2020-07-28;10-14; 0
2020-07-28;15-19; 0
2020-07-28;20-24; 1
2020-07-28;25-29; 0
2020-07-28;30-34; 0
2020-07-28;35-39; 0
2020-07-28;40-44; 1
2020-07-28;45-49; 2
2020-07-28;50-54; 2
2020-07-28;55-59; 4
2020-07-28;60-64; 7
2020-07-28;65-69; 9
2020-07-28;70-74;20
2020-07-28;75-79;16
2020-07-28;80-84;20
2020-07-28;85-89;19
2020-07-28;90-94;20
2020-07-28;95-99;12
2020-07-28;100+; 1
2020-07-29;0-4; 0
2020-07-29;5-9; 0
2020-07-29;10-14; 0
2020-07-29;15-19; 1
2020-07-29;20-24; 2
2020-07-29;25-29; 0
2020-07-29;30-34; 0
2020-07-29;35-39; 0
2020-07-29;40-44; 0
2020-07-29;45-49; 3
2020-07-29;50-54; 3
2020-07-29;55-59;11
2020-07-29;60-64; 6
2020-07-29;65-69;12
2020-07-29;70-74;18
2020-07-29;75-79;20
2020-07-29;80-84;17
2020-07-29;85-89;25
2020-07-29;90-94;19
2020-07-29;95-99;10
2020-07-29;100+; 1
2020-07-30;0-4; 0
2020-07-30;5-9; 0
2020-07-30;10-14; 0
2020-07-30;15-19; 1
2020-07-30;20-24; 0
2020-07-30;25-29; 0
2020-07-30;30-34; 0
2020-07-30;35-39; 0
2020-07-30;40-44; 2
2020-07-30;45-49; 0
2020-07-30;50-54; 4
2020-07-30;55-59; 7
2020-07-30;60-64; 8
2020-07-30;65-69; 6
2020-07-30;70-74;23
2020-07-30;75-79;20
2020-07-30;80-84;28
2020-07-30;85-89;19
2020-07-30;90-94;10
2020-07-30;95-99; 3
2020-07-30;100+; 1
2020-07-31;0-4; 0
2020-07-31;5-9; 0
2020-07-31;10-14; 0
2020-07-31;15-19; 0
2020-07-31;20-24; 2
2020-07-31;25-29; 1
2020-07-31;30-34; 0
2020-07-31;35-39; 0
2020-07-31;40-44; 1
2020-07-31;45-49; 2
2020-07-31;50-54; 5
2020-07-31;55-59; 3
2020-07-31;60-64; 5
2020-07-31;65-69;16
2020-07-31;70-74;14
2020-07-31;75-79;10
2020-07-31;80-84;23
2020-07-31;85-89;23
2020-07-31;90-94;20
2020-07-31;95-99;10
2020-07-31;100+; 2
2020-08-01;0-4; 0
2020-08-01;5-9; 0
2020-08-01;10-14; 1
2020-08-01;15-19; 0
2020-08-01;20-24; 2
2020-08-01;25-29; 0
2020-08-01;30-34; 0
2020-08-01;35-39; 2
2020-08-01;40-44; 1
2020-08-01;45-49; 3
2020-08-01;50-54; 2
2020-08-01;55-59; 6
2020-08-01;60-64; 7
2020-08-01;65-69;17
2020-08-01;70-74;17
2020-08-01;75-79;27
2020-08-01;80-84;23
2020-08-01;85-89;13
2020-08-01;90-94;20
2020-08-01;95-99; 5
2020-08-01;100+; 0
2020-08-02;0-4; 0
2020-08-02;5-9; 0
2020-08-02;10-14; 0
2020-08-02;15-19; 0
2020-08-02;20-24; 0
2020-08-02;25-29; 0
2020-08-02;30-34; 0
2020-08-02;35-39; 0
2020-08-02;40-44; 1
2020-08-02;45-49; 3
2020-08-02;50-54; 4
2020-08-02;55-59; 4
2020-08-02;60-64; 6
2020-08-02;65-69;12
2020-08-02;70-74;12
2020-08-02;75-79;20
2020-08-02;80-84;26
2020-08-02;85-89;22
2020-08-02;90-94;17
2020-08-02;95-99; 9
2020-08-02;100+; 2
2020-08-03;0-4; 0
2020-08-03;5-9; 0
2020-08-03;10-14; 0
2020-08-03;15-19; 0
2020-08-03;20-24; 0
2020-08-03;25-29; 1
2020-08-03;30-34; 1
2020-08-03;35-39; 0
2020-08-03;40-44; 1
2020-08-03;45-49; 1
2020-08-03;50-54; 2
2020-08-03;55-59; 6
2020-08-03;60-64; 4
2020-08-03;65-69;10
2020-08-03;70-74;13
2020-08-03;75-79;21
2020-08-03;80-84;22
2020-08-03;85-89;30
2020-08-03;90-94;14
2020-08-03;95-99; 8
2020-08-03;100+; 4
2020-08-04;0-4; 1
2020-08-04;5-9; 0
2020-08-04;10-14; 0
2020-08-04;15-19; 0
2020-08-04;20-24; 1
2020-08-04;25-29; 0
2020-08-04;30-34; 0
2020-08-04;35-39; 1
2020-08-04;40-44; 1
2020-08-04;45-49; 1
2020-08-04;50-54; 2
2020-08-04;55-59; 4
2020-08-04;60-64; 6
2020-08-04;65-69; 8
2020-08-04;70-74;11
2020-08-04;75-79;23
2020-08-04;80-84;22
2020-08-04;85-89;17
2020-08-04;90-94;16
2020-08-04;95-99; 2
2020-08-04;100+; 0
2020-08-05;0-4; 0
2020-08-05;5-9; 0
2020-08-05;10-14; 1
2020-08-05;15-19; 0
2020-08-05;20-24; 0
2020-08-05;25-29; 0
2020-08-05;30-34; 0
2020-08-05;35-39; 0
2020-08-05;40-44; 1
2020-08-05;45-49; 3
2020-08-05;50-54; 4
2020-08-05;55-59; 5
2020-08-05;60-64; 7
2020-08-05;65-69; 8
2020-08-05;70-74;15
2020-08-05;75-79;21
2020-08-05;80-84;16
2020-08-05;85-89;29
2020-08-05;90-94;15
2020-08-05;95-99;11
2020-08-05;100+; 1
2020-08-06;0-4; 1
2020-08-06;5-9; 0
2020-08-06;10-14; 0
2020-08-06;15-19; 1
2020-08-06;20-24; 1
2020-08-06;25-29; 0
2020-08-06;30-34; 0
2020-08-06;35-39; 2
2020-08-06;40-44; 2
2020-08-06;45-49; 1
2020-08-06;50-54; 5
2020-08-06;55-59; 7
2020-08-06;60-64; 8
2020-08-06;65-69;13
2020-08-06;70-74;16
2020-08-06;75-79;17
2020-08-06;80-84;24
2020-08-06;85-89;19
2020-08-06;90-94;15
2020-08-06;95-99; 4
2020-08-06;100+; 0
2020-08-07;0-4; 1
2020-08-07;5-9; 0
2020-08-07;10-14; 0
2020-08-07;15-19; 0
2020-08-07;20-24; 0
