Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.140.115;  35.134;   2.411;     449
Sjælland; 439.609;   8.843;     830;     143
Syddanmark; 636.853;   9.765;     553;      56
Midtjylland; 716.698;  13.979;     757;      97
Nordjylland; 390.065;   5.600;     329;      57
I alt i Danmark;3.323.340;  73.321;   4.880;     802
