"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Antal borgere"
København;462359;437749;72.1;68.3;641005
Frederiksberg;79844;76466;77.3;74.0;103271
Ballerup;35792;34502;72.9;70.3;49090
Brøndby;23586;22517;66.5;63.5;35484
Dragør;11132;10739;76.2;73.6;14600
Gentofte;56509;54450;76.0;73.3;74311
Gladsaxe;50181;48204;72.8;69.9;68947
Glostrup;16842;16182;71.5;68.7;23552
Herlev;20673;19819;71.8;68.8;28805
Albertslund;18506;17589;67.7;64.3;27347
Hvidovre;37726;36215;70.9;68.1;53188
Høje Tåstrup;35550;33983;67.6;64.6;52572
Lyngby-Taarbæk;43980;42418;76.9;74.1;57221
Rødovre;29032;27851;70.5;67.6;41194
Ishøj;14414;13655;62.6;59.3;23009
Tårnby;31153;29908;73.1;70.1;42637
Vallensbæk;11350;10910;68.8;66.1;16506
Furesø;30850;29871;74.7;72.3;41321
Allerød;20127;19582;77.8;75.6;25886
Fredensborg;30618;29636;74.5;72.1;41076
Helsingør;47786;46140;75.7;73.1;63118
Hillerød;39863;38690;76.0;73.8;52456
Hørsholm;19557;19001;78.9;76.7;24772
Rudersdal;44322;42850;77.4;74.8;57281
Egedal;33664;32550;76.3;73.7;44149
Frederikssund;35713;34478;78.0;75.3;45807
Greve;36974;35696;73.0;70.5;50653
Køge;46218;44709;75.0;72.5;61632
Halsnæs;24243;23555;76.9;74.8;31510
Roskilde;68592;66043;77.0;74.1;89106
Solrød;17612;17071;74.8;72.5;23560
Gribskov;31874;30982;77.3;75.1;41247
Odsherred;25933;25281;78.6;76.7;32982
Holbæk;55583;53682;76.5;73.9;72679
Faxe;27899;27142;75.3;73.3;37049
Kalundborg;36801;35634;76.0;73.6;48399
Ringsted;25660;24840;73.0;70.7;35129
Slagelse;59356;57252;74.6;71.9;79577
Stevns;17861;17409;76.7;74.8;23286
Sorø;23001;22292;76.7;74.3;29997
Lejre;21733;21068;76.1;73.8;28564
Lolland;30496;29627;75.8;73.6;40239
Næstved;63304;61377;75.7;73.4;83615
Guldborgsund;46226;44777;76.6;74.2;60363
Vordingborg;34832;33784;76.8;74.5;45342
Bornholm;31674;30802;79.7;77.5;39722
Middelfart;30865;30042;78.2;76.1;39463
Assens;32111;30668;78.6;75.0;40864
Faaborg-Midtfyn;40343;38972;77.9;75.2;51821
Kerteminde;18914;18290;78.9;76.3;23977
Nyborg;25231;24246;78.5;75.5;32124
Odense;157382;150359;76.6;73.2;205390
Svendborg;46024;44528;77.9;75.4;59056
Nordfyn;22764;22028;76.8;74.3;29651
Langeland;9915;9669;80.5;78.5;12324
Ærø;5003;4919;83.1;81.7;6019
Haderslev;41497;39609;75.0;71.6;55301
Billund;20169;19516;75.9;73.5;26570
Sønderborg;56679;54783;77.0;74.5;73574
Tønder;27618;26298;74.8;71.2;36925
Esbjerg;87433;83874;75.8;72.7;115384
Fanø;2761;2683;80.2;77.9;3443
Varde;37631;36448;75.8;73.4;49670
Vejen;31530;30364;73.8;71.1;42698
Aabenraa;43181;41782;73.8;71.4;58478
Fredericia;39030;37817;75.7;73.4;51529
Horsens;69014;66346;73.9;71.0;93403
Kolding;69268;66366;74.2;71.1;93303
Vejle;88055;84282;74.5;71.3;118180
Herning;67728;65069;76.0;73.0;89128
Holstebro;44870;43139;76.7;73.7;58533
Lemvig;15374;14903;79.3;76.9;19387
Struer;16384;15820;78.8;76.1;20791
Syddjurs;34069;32896;78.3;75.6;43521
Norddjurs;29044;28218;78.4;76.2;37048
Favrskov;37230;36127;76.5;74.2;48681
Odder;18315;17802;79.0;76.8;23173
Randers;75318;72599;76.3;73.6;98689
Silkeborg;72943;70210;75.4;72.6;96681
Samsø;3044;2969;81.7;79.7;3725
Skanderborg;48384;46452;75.6;72.6;63962
Århus;270984;258583;76.4;72.9;354756
Ikast-Brande;31073;29898;74.2;71.4;41873
Ringkøbing-Skjern;42854;41308;76.3;73.6;56136
Hedensted;36013;35012;76.5;74.4;47067
Morsø;15727;15328;78.6;76.6;20019
Skive;35532;34595;78.8;76.7;45084
Thisted;33439;32507;77.6;75.4;43110
Viborg;74466;72196;76.9;74.6;96820
Brønderslev;27657;26665;76.4;73.7;36180
Frederikshavn;46477;45069;78.9;76.5;58911
Vesthimmerland;27668;26845;76.1;73.9;36336
Læsø;1465;1429;81.7;79.7;1794
Rebild;23057;22346;75.3;73.0;30629
Mariagerfjord;32393;31384;78.0;75.5;41546
Jammerbugt;29401;28498;77.1;74.8;38115
Aalborg;170908;163994;77.4;74.3;220801
Hjørring;50047;48384;78.4;75.8;63843
