"Vaccinedato";"geo";"Antal påbegyndt vacc. personer";"Antal borgere";"Påbegyndtvacc. (%)";"Kumuleret antal påbegyndt vacc."
2020-12-17;Nationalt;1;5858742;0.00;1
2020-12-18;Nationalt;1;5858742;0.00;2
2020-12-19;Nationalt;1;5858742;0.00;3
2020-12-21;Nationalt;2;5858742;0.00;5
2020-12-22;Nationalt;3;5858742;0.00;8
2020-12-23;Nationalt;3;5858742;0.00;11
2020-12-24;Nationalt;4;5858742;0.00;15
2020-12-26;Nationalt;2;5858742;0.00;17
2020-12-27;Nationalt;6118;5858742;0.10;6135
2020-12-28;Nationalt;1967;5858742;0.14;8102
2020-12-29;Nationalt;8557;5858742;0.28;16659
2020-12-30;Nationalt;10939;5858742;0.47;27598
2020-12-31;Nationalt;5801;5858742;0.57;33399
2021-01-01;Nationalt;2206;5858742;0.61;35605
2021-01-02;Nationalt;8325;5858742;0.75;43930
2021-01-03;Nationalt;5578;5858742;0.85;49508
2021-01-04;Nationalt;2378;5858742;0.89;51886
2021-01-05;Nationalt;12830;5858742;1.10;64716
2021-01-06;Nationalt;18648;5858742;1.42;83364
2021-01-07;Nationalt;16536;5858742;1.71;99900
2021-01-08;Nationalt;8020;5858742;1.84;107920
2021-01-09;Nationalt;1862;5858742;1.87;109782
2021-01-10;Nationalt;820;5858742;1.89;110602
2021-01-11;Nationalt;659;5858742;1.90;111261
2021-01-12;Nationalt;463;5858742;1.91;111724
2021-01-13;Nationalt;12399;5858742;2.12;124123
2021-01-14;Nationalt;17351;5858742;2.41;141474
2021-01-15;Nationalt;14670;5858742;2.67;156144
2021-01-16;Nationalt;4445;5858742;2.74;160589
2021-01-17;Nationalt;2376;5858742;2.78;162965
2021-01-18;Nationalt;3714;5858742;2.84;166679
2021-01-19;Nationalt;2389;5858742;2.89;169068
2021-01-20;Nationalt;1463;5858742;2.91;170531
2021-01-21;Nationalt;1489;5858742;2.94;172020
2021-01-22;Nationalt;645;5858742;2.95;172665
2021-01-23;Nationalt;708;5858742;2.96;173373
2021-01-24;Nationalt;577;5858742;2.97;173950
2021-01-25;Nationalt;277;5858742;2.97;174227
2021-01-26;Nationalt;208;5858742;2.98;174435
2021-01-27;Nationalt;202;5858742;2.98;174637
2021-01-28;Nationalt;222;5858742;2.98;174859
2021-01-29;Nationalt;1068;5858742;3.00;175927
2021-01-30;Nationalt;1152;5858742;3.02;177079
2021-01-31;Nationalt;1164;5858742;3.04;178243
2021-02-01;Nationalt;743;5858742;3.06;178986
2021-02-02;Nationalt;1940;5858742;3.09;180926
2021-02-03;Nationalt;1473;5858742;3.11;182399
2021-02-04;Nationalt;1384;5858742;3.14;183783
2021-02-05;Nationalt;1544;5858742;3.16;185327
2021-02-06;Nationalt;989;5858742;3.18;186316
2021-02-07;Nationalt;1827;5858742;3.21;188143
2021-02-08;Nationalt;2448;5858742;3.25;190591
2021-02-09;Nationalt;3463;5858742;3.31;194054
2021-02-10;Nationalt;3241;5858742;3.37;197295
2021-02-11;Nationalt;5654;5858742;3.46;202949
2021-02-12;Nationalt;11987;5858742;3.67;214936
2021-02-13;Nationalt;6462;5858742;3.78;221398
2021-02-14;Nationalt;6156;5858742;3.88;227554
2021-02-15;Nationalt;13562;5858742;4.12;241116
2021-02-16;Nationalt;13016;5858742;4.34;254132
2021-02-17;Nationalt;10290;5858742;4.51;264422
2021-02-18;Nationalt;11354;5858742;4.71;275776
2021-02-19;Nationalt;13734;5858742;4.94;289510
2021-02-20;Nationalt;10317;5858742;5.12;299827
2021-02-21;Nationalt;10632;5858742;5.30;310459
2021-02-22;Nationalt;13355;5858742;5.53;323814
2021-02-23;Nationalt;14236;5858742;5.77;338050
2021-02-24;Nationalt;13566;5858742;6.00;351616
2021-02-25;Nationalt;14448;5858742;6.25;366064
2021-02-26;Nationalt;35738;5858742;6.86;401802
2021-02-27;Nationalt;6572;5858742;6.97;408374
