"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference"
2021-09-06;København;K;236632;223459;236381;222872;251;587
2021-09-06;København;M;225727;214290;225556;213801;171;489
2021-09-06;Frederiksberg;K;42530;40663;42491;40577;39;86
2021-09-06;Frederiksberg;M;37314;35803;37284;35727;30;76
2021-09-06;Ballerup;K;18580;17898;18564;17855;16;43
2021-09-06;Ballerup;M;17212;16604;17200;16564;12;40
2021-09-06;Brøndby;K;12264;11703;12251;11683;13;20
2021-09-06;Brøndby;M;11322;10814;11312;10788;10;26
2021-09-06;Dragør;K;5763;5549;5756;5536;7;13
2021-09-06;Dragør;M;5369;5190;5363;5175;6;15
2021-09-06;Gentofte;K;29815;28728;29793;28657;22;71
2021-09-06;Gentofte;M;26694;25722;26671;25665;23;57
2021-09-06;Gladsaxe;K;25583;24593;25565;24533;18;60
2021-09-06;Gladsaxe;M;24598;23611;24579;23553;19;58
2021-09-06;Glostrup;K;8639;8299;8634;8282;5;17
2021-09-06;Glostrup;M;8203;7883;8197;7863;6;20
2021-09-06;Herlev;K;10784;10341;10773;10309;11;32
2021-09-06;Herlev;M;9889;9478;9879;9456;10;22
2021-09-06;Albertslund;K;9481;9043;9475;9023;6;20
2021-09-06;Albertslund;M;9025;8546;9022;8520;3;26
2021-09-06;Hvidovre;K;19401;18611;19387;18571;14;40
2021-09-06;Hvidovre;M;18325;17604;18309;17557;16;47
2021-09-06;Høje Tåstrup;K;17944;17146;17927;17101;17;45
2021-09-06;Høje Tåstrup;M;17606;16837;17586;16793;20;44
2021-09-06;Lyngby-Taarbæk;K;22628;21819;22613;21776;15;43
2021-09-06;Lyngby-Taarbæk;M;21352;20599;21338;20557;14;42
2021-09-06;Rødovre;K;15119;14510;15108;14488;11;22
2021-09-06;Rødovre;M;13913;13341;13904;13315;9;26
2021-09-06;Ishøj;K;7343;6961;7340;6943;3;18
2021-09-06;Ishøj;M;7071;6694;7067;6676;4;18
2021-09-06;Tårnby;K;16038;15418;16021;15367;17;51
2021-09-06;Tårnby;M;15115;14490;15101;14434;14;56
2021-09-06;Vallensbæk;K;5768;5535;5763;5523;5;12
2021-09-06;Vallensbæk;M;5582;5375;5579;5363;3;12
2021-09-06;Furesø;K;16020;15500;16012;15470;8;30
2021-09-06;Furesø;M;14830;14371;14819;14343;11;28
2021-09-06;Allerød;K;10333;10041;10322;10024;11;17
