"Regionsnavn","Aldersgruppe","sex","Antal første vacc.","Antal faerdigvacc."
Hovedstaden,,K,0,1
Hovedstaden,,M,0,0
Hovedstaden,0-9,K,1,0
Hovedstaden,10-19,K,350,90
Hovedstaden,10-19,M,185,41
Hovedstaden,20-29,K,10359,3462
Hovedstaden,20-29,M,3731,1114
Hovedstaden,30-39,K,11711,5090
Hovedstaden,30-39,M,5285,2157
Hovedstaden,40-49,K,16545,7032
Hovedstaden,40-49,M,6026,2236
Hovedstaden,50-59,K,19265,8083
Hovedstaden,50-59,M,7887,2738
Hovedstaden,60-69,K,15240,6379
Hovedstaden,60-69,M,9056,3460
Hovedstaden,70-79,K,11209,3851
Hovedstaden,70-79,M,9928,3755
Hovedstaden,80-89,K,18570,4842
Hovedstaden,80-89,M,11539,2739
Hovedstaden,90+,K,8596,3328
Hovedstaden,90+,M,3264,915
Midtjylland,,K,0,1
Midtjylland,,M,0,0
Midtjylland,10-19,K,392,150
Midtjylland,10-19,M,98,39
Midtjylland,20-29,K,7230,2195
Midtjylland,20-29,M,1783,451
Midtjylland,30-39,K,7976,3384
Midtjylland,30-39,M,2291,894
Midtjylland,40-49,K,11203,4755
Midtjylland,40-49,M,2707,955
Midtjylland,50-59,K,12963,5738
Midtjylland,50-59,M,3029,1034
Midtjylland,60-69,K,10769,4266
Midtjylland,60-69,M,5444,1732
Midtjylland,70-79,K,7517,2698
Midtjylland,70-79,M,7833,2365
Midtjylland,80-89,K,14797,6823
Midtjylland,80-89,M,10464,3990
Midtjylland,90+,K,6861,4232
Midtjylland,90+,M,3094,1498
Nordjylland,,K,0,0
Nordjylland,,M,0,0
Nordjylland,10-19,K,178,59
Nordjylland,10-19,M,42,11
Nordjylland,20-29,K,3445,986
Nordjylland,20-29,M,948,263
Nordjylland,30-39,K,4141,1397
Nordjylland,30-39,M,1185,321
Nordjylland,40-49,K,5847,1977
Nordjylland,40-49,M,1594,352
Nordjylland,50-59,K,7747,2772
Nordjylland,50-59,M,2058,397
Nordjylland,60-69,K,5473,1876
Nordjylland,60-69,M,2499,620
Nordjylland,70-79,K,2901,1193
Nordjylland,70-79,M,2983,982
Nordjylland,80-89,K,7408,2736
Nordjylland,80-89,M,5359,1502
Nordjylland,90+,K,3526,2740
Nordjylland,90+,M,1651,1176
Sjælland,,K,0,1
Sjælland,,M,0,0
Sjælland,0-9,M,1,0
Sjælland,10-19,K,205,37
Sjælland,10-19,M,76,20
Sjælland,20-29,K,3097,984
Sjælland,20-29,M,973,303
Sjælland,30-39,K,4980,1765
Sjælland,30-39,M,1453,529
Sjælland,40-49,K,8360,3199
Sjælland,40-49,M,2100,693
Sjælland,50-59,K,10225,3781
Sjælland,50-59,M,2884,911
Sjælland,60-69,K,7668,2775
Sjælland,60-69,M,4099,1249
Sjælland,70-79,K,5086,1904
Sjælland,70-79,M,5504,1701
Sjælland,80-89,K,9418,4725
Sjælland,80-89,M,6783,2909
Sjælland,90+,K,4144,2955
Sjælland,90+,M,1814,1079
Syddanmark,,K,0,0
Syddanmark,,M,0,0
Syddanmark,10-19,K,314,88
Syddanmark,10-19,M,125,32
Syddanmark,20-29,K,5859,1614
Syddanmark,20-29,M,1743,427
Syddanmark,30-39,K,7528,2919
Syddanmark,30-39,M,2470,863
Syddanmark,40-49,K,11340,4314
Syddanmark,40-49,M,3225,1023
Syddanmark,50-59,K,13883,5253
Syddanmark,50-59,M,4370,1126
Syddanmark,60-69,K,9985,3822
Syddanmark,60-69,M,5446,1744
Syddanmark,70-79,K,6673,2986
Syddanmark,70-79,M,6947,2822
Syddanmark,80-89,K,15518,5466
Syddanmark,80-89,M,10902,3026
Syddanmark,90+,K,7179,3506
Syddanmark,90+,M,3150,1092
