Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.073.019;  28.197;   2.165;     430
Sjælland; 411.262;   7.101;     762;     137
Syddanmark; 595.664;   7.261;     481;      54
Midtjylland; 672.560;  10.849;     641;      82
Nordjylland; 327.520;   4.860;     301;      52
I alt i Danmark;3.080.025;  58.268;   4.350;     755
