"Regionsnavn","Aldersgruppe","sex","Antal første vacc.","Antal faerdigvacc."
Hovedstaden,0-9,K,1,0
Hovedstaden,0-9,M,0,0
Hovedstaden,10-19,K,598,153
Hovedstaden,10-19,M,305,81
Hovedstaden,20-29,K,11672,3884
Hovedstaden,20-29,M,4459,1338
Hovedstaden,30-39,K,12590,5454
Hovedstaden,30-39,M,5800,2445
Hovedstaden,40-49,K,17907,7715
Hovedstaden,40-49,M,6773,2711
Hovedstaden,50-59,K,20690,9114
Hovedstaden,50-59,M,9008,3765
Hovedstaden,60-69,K,16189,7645
Hovedstaden,60-69,M,10244,4785
Hovedstaden,70-79,K,12784,6024
Hovedstaden,70-79,M,11338,5646
Hovedstaden,80-89,K,24409,14401
Hovedstaden,80-89,M,15770,8861
Hovedstaden,90+,K,8289,6925
Hovedstaden,90+,M,3072,2518
Midtjylland,0-9,K,0,0
Midtjylland,0-9,M,0,0
Midtjylland,10-19,K,685,222
Midtjylland,10-19,M,197,57
Midtjylland,20-29,K,8922,2798
Midtjylland,20-29,M,2558,700
Midtjylland,30-39,K,9581,3933
Midtjylland,30-39,M,2875,1115
Midtjylland,40-49,K,13426,5504
Midtjylland,40-49,M,3504,1291
Midtjylland,50-59,K,15438,6683
Midtjylland,50-59,M,4039,1528
Midtjylland,60-69,K,12619,5801
Midtjylland,60-69,M,7044,2890
Midtjylland,70-79,K,9639,4057
Midtjylland,70-79,M,10167,3987
Midtjylland,80-89,K,18013,13714
Midtjylland,80-89,M,13315,9388
Midtjylland,90+,K,6465,5839
Midtjylland,90+,M,2850,2538
Nordjylland,0-9,K,1,0
Nordjylland,0-9,M,0,0
Nordjylland,10-19,K,292,90
Nordjylland,10-19,M,94,23
Nordjylland,20-29,K,3855,1137
Nordjylland,20-29,M,1331,335
Nordjylland,30-39,K,4597,1515
Nordjylland,30-39,M,1484,379
Nordjylland,40-49,K,6459,2181
Nordjylland,40-49,M,1950,467
Nordjylland,50-59,K,8495,3072
Nordjylland,50-59,M,2604,604
Nordjylland,60-69,K,5904,2071
Nordjylland,60-69,M,3094,846
Nordjylland,70-79,K,3400,1851
Nordjylland,70-79,M,3438,1693
Nordjylland,80-89,K,9162,6863
Nordjylland,80-89,M,6894,4756
Nordjylland,90+,K,3280,3105
Nordjylland,90+,M,1516,1392
Sjælland,0-9,K,0,0
Sjælland,0-9,M,1,0
Sjælland,10-19,K,344,89
Sjælland,10-19,M,145,57
Sjælland,20-29,K,3537,1121
Sjælland,20-29,M,1233,396
Sjælland,30-39,K,5580,1977
Sjælland,30-39,M,1734,623
Sjælland,40-49,K,9188,3563
Sjælland,40-49,M,2606,928
Sjælland,50-59,K,11237,4279
Sjælland,50-59,M,3539,1327
Sjælland,60-69,K,8392,3984
Sjælland,60-69,M,5086,2584
Sjælland,70-79,K,6195,3495
Sjælland,70-79,M,6698,3644
Sjælland,80-89,K,11360,8783
Sjælland,80-89,M,8404,6092
Sjælland,90+,K,3970,3609
Sjælland,90+,M,1678,1517
Syddanmark,0-9,K,0,0
Syddanmark,0-9,M,0,0
Syddanmark,10-19,K,565,141
Syddanmark,10-19,M,206,43
Syddanmark,20-29,K,6768,1867
Syddanmark,20-29,M,2304,543
Syddanmark,30-39,K,8527,3187
Syddanmark,30-39,M,2968,964
Syddanmark,40-49,K,12902,4653
Syddanmark,40-49,M,4046,1225
Syddanmark,50-59,K,15783,5724
Syddanmark,50-59,M,5527,1389
Syddanmark,60-69,K,11488,4352
Syddanmark,60-69,M,7046,2183
Syddanmark,70-79,K,8690,3707
Syddanmark,70-79,M,8933,3473
Syddanmark,80-89,K,18225,11360
Syddanmark,80-89,M,13127,7717
Syddanmark,90+,K,6863,5536
Syddanmark,90+,M,2917,2266
