"dato","Regionsnavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-03-20,Hovedstaden,K,125129,61315,123596,60409,1533,906
2021-03-20,Hovedstaden,M,66769,32150,65332,31403,1437,747
2021-03-20,Midtjylland,K,94788,48551,93744,46986,1044,1565
2021-03-20,Midtjylland,M,46549,23494,45593,22009,956,1485
2021-03-20,Nordjylland,K,45445,21885,44907,21616,538,269
2021-03-20,Nordjylland,M,22405,10495,21793,10221,612,274
2021-03-20,Sjælland,K,59803,30900,59674,29491,129,1409
2021-03-20,Sjælland,M,31124,17168,30905,15451,219,1717
2021-03-20,Syddanmark,K,89811,40527,89094,38277,717,2250
2021-03-20,Syddanmark,M,47074,19803,46373,18150,701,1653
