"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,67850,32380,590418
Midtjylland,141337,72045,1333100
Syddanmark,136885,60330,1223910
Hovedstaden,191898,93465,1856055
Sjælland,90927,48068,839256
