"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,70809,38516,12.0,6.5,590405
Midtjylland,150881,81828,11.3,6.1,1333175
Syddanmark,143329,71675,11.7,5.9,1224028
Hovedstaden,199724,109118,10.8,5.9,1856132
Sjælland,99483,52454,11.9,6.2,839329
