"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,53018,26158,638912
Frederiksberg,11142,6201,103349
Ballerup,5635,2971,49079
Brøndby,4103,2325,35406
Dragør,1784,1030,14576
Gentofte,8766,5142,74346
Gladsaxe,7971,4437,69186
Glostrup,3081,1856,23471
Herlev,3649,2007,28832
Albertslund,2949,1832,27194
Hvidovre,6485,3910,53300
Høje-Taastrup,5520,3329,52157
Lyngby-Taarbæk,6748,4074,56903
Rødovre,4762,2583,41247
Ishøj,2199,1246,23092
Tårnby,4862,2807,42680
Vallensbæk,1954,1139,16555
Furesø,5168,3072,40921
Allerød,3195,1873,25868
Fredensborg,5022,2920,41039
Helsingør,8080,4606,63028
Hillerød,6947,3833,51714
Hørsholm,3458,2132,24822
Rudersdal,7429,4281,57001
Egedal,4534,2409,43698
Frederikssund,5864,3154,45595
Greve,5320,2928,50532
Køge,6574,3644,61507
Frederiksværk-Hundested,4334,2133,31431
Roskilde,10551,5635,88751
Solrød,2385,1363,23479
Gribskov,5486,2883,40993
Odsherred,4379,2161,32903
Holbæk,8723,4476,72014
Faxe,4013,2231,36766
Kalundborg,5546,2774,48446
Ringsted,3519,1863,34983
Slagelse,9797,4883,79260
Stevns,2812,1437,23196
Sorø,3853,1810,29970
Lejre,3379,1727,28307
Lolland,4972,2718,40399
Næstved,9981,5624,83288
Guldborgsund,8235,4370,60313
Vordingborg,5444,2810,45215
Bornholm,5579,2775,39737
Middelfart,5250,2773,39273
Assens,4778,2125,40853
Faaborg-Midtfyn,6209,3035,51663
Kerteminde,3020,1422,23844
Nyborg,4223,1765,31954
Odense,23239,11161,205055
Svendborg,8415,4651,58814
Nordfyns,3399,1558,29536
Langeland,1918,922,12361
Ærø,955,553,5994
Haderslev,5920,2859,55318
Billund,2794,1515,26519
Sønderborg,8483,3987,73798
Tønder,3966,2018,37034
Esbjerg,14438,7170,115552
Fanø,430,236,3450
Varde,6038,3250,49675
Vejen,4967,2713,42786
Aabenraa,5805,2711,58577
Fredericia,6223,3320,51379
Horsens,9706,4904,92575
Kolding,9907,5240,93088
Vejle,12952,6691,117505
Herning,10342,6174,89291
Holstebro,7077,4067,58690
Lemvig,2611,1442,19567
Struer,2708,1571,20829
Syddjurs,5226,2778,43279
Norddjurs,4789,2710,36972
Favrskov,5307,2794,48487
Odder,2929,1696,23015
Randers,11861,6314,98332
Silkeborg,11031,6014,95930
Samsø,696,462,3682
Skanderborg,6611,3338,63472
Århus,35970,18092,352452
Ikast-Brande,4454,2400,41553
Ringkøbing-Skjern,6968,3774,56133
Hedensted,5237,2781,46850
Morsø,2790,1881,20074
Skive,5519,3427,45419
Thisted,5162,2856,43104
Viborg,11839,7090,96647
Brønderslev-Dronninglund,4373,2362,36134
Frederikshavn,7214,4190,58969
Vesthimmerlands,4547,2589,36361
Læsø,401,185,1777
Rebild,3198,1817,30511
Mariagerfjord,5139,2835,41577
Jammerbugt,4156,2269,38161
Ålborg,25094,13131,219620
Hjørring,8735,4401,64117
