"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,53018,26158,8.3,4.1,638912
Frederiksberg,11142,6201,10.8,6.0,103349
Ballerup,5635,2971,11.5,6.1,49079
Brøndby,4103,2325,11.6,6.6,35406
Dragør,1784,1030,12.2,7.1,14576
Gentofte,8766,5142,11.8,6.9,74346
Gladsaxe,7971,4437,11.5,6.4,69186
Glostrup,3081,1856,13.1,7.9,23471
Herlev,3649,2007,12.7,7.0,28832
Albertslund,2949,1832,10.8,6.7,27194
Hvidovre,6485,3910,12.2,7.3,53300
Høje Tåstrup,5520,3329,10.6,6.4,52157
Lyngby-Taarbæk,6748,4074,11.9,7.2,56903
Rødovre,4762,2583,11.5,6.3,41247
Ishøj,2199,1246,9.5,5.4,23092
Tårnby,4862,2807,11.4,6.6,42680
Vallensbæk,1954,1139,11.8,6.9,16555
Furesø,5168,3072,12.6,7.5,40921
Allerød,3195,1873,12.4,7.2,25868
Fredensborg,5022,2920,12.2,7.1,41039
Helsingør,8080,4606,12.8,7.3,63028
Hillerød,6947,3833,13.4,7.4,51714
Hørsholm,3458,2132,13.9,8.6,24822
Rudersdal,7429,4281,13.0,7.5,57001
Egedal,4534,2409,10.4,5.5,43698
Frederikssund,5864,3154,12.9,6.9,45595
Greve,5320,2928,10.5,5.8,50532
Køge,6574,3644,10.7,5.9,61507
Halsnæs,4334,2133,13.8,6.8,31431
Roskilde,10551,5635,11.9,6.3,88751
Solrød,2385,1363,10.2,5.8,23479
Gribskov,5486,2883,13.4,7.0,40993
Odsherred,4379,2161,13.3,6.6,32903
Holbæk,8723,4476,12.1,6.2,72014
Faxe,4013,2231,10.9,6.1,36766
Kalundborg,5546,2774,11.4,5.7,48446
Ringsted,3519,1863,10.1,5.3,34983
Slagelse,9797,4883,12.4,6.2,79260
Stevns,2812,1437,12.1,6.2,23196
Sorø,3853,1810,12.9,6.0,29970
Lejre,3379,1727,11.9,6.1,28307
Lolland,4972,2718,12.3,6.7,40399
Næstved,9981,5624,12.0,6.8,83288
Guldborgsund,8235,4370,13.7,7.2,60313
Vordingborg,5444,2810,12.0,6.2,45215
Bornholm,5579,2775,14.0,7.0,39737
Middelfart,5250,2773,13.4,7.1,39273
Assens,4778,2125,11.7,5.2,40853
Faaborg-Midtfyn,6209,3035,12.0,5.9,51663
Kerteminde,3020,1422,12.7,6.0,23844
Nyborg,4223,1765,13.2,5.5,31954
Odense,23239,11161,11.3,5.4,205055
Svendborg,8415,4651,14.3,7.9,58814
Nordfyn,3399,1558,11.5,5.3,29536
Langeland,1918,922,15.5,7.5,12361
Ærø,955,553,15.9,9.2,5994
Haderslev,5920,2859,10.7,5.2,55318
Billund,2794,1515,10.5,5.7,26519
Sønderborg,8483,3987,11.5,5.4,73798
Tønder,3966,2018,10.7,5.4,37034
Esbjerg,14438,7170,12.5,6.2,115552
Fanø,430,236,12.5,6.8,3450
Varde,6038,3250,12.2,6.5,49675
Vejen,4967,2713,11.6,6.3,42786
Aabenraa,5805,2711,9.9,4.6,58577
Fredericia,6223,3320,12.1,6.5,51379
Horsens,9706,4904,10.5,5.3,92575
Kolding,9907,5240,10.6,5.6,93088
Vejle,12952,6691,11.0,5.7,117505
Herning,10342,6174,11.6,6.9,89291
Holstebro,7077,4067,12.1,6.9,58690
Lemvig,2611,1442,13.3,7.4,19567
Struer,2708,1571,13.0,7.5,20829
Syddjurs,5226,2778,12.1,6.4,43279
Norddjurs,4789,2710,13.0,7.3,36972
Favrskov,5307,2794,10.9,5.8,48487
Odder,2929,1696,12.7,7.4,23015
Randers,11861,6314,12.1,6.4,98332
Silkeborg,11031,6014,11.5,6.3,95930
Samsø,696,462,18.9,12.5,3682
Skanderborg,6611,3338,10.4,5.3,63472
Århus,35970,18092,10.2,5.1,352452
Ikast-Brande,4454,2400,10.7,5.8,41553
Ringkøbing-Skjern,6968,3774,12.4,6.7,56133
Hedensted,5237,2781,11.2,5.9,46850
Morsø,2790,1881,13.9,9.4,20074
Skive,5519,3427,12.2,7.5,45419
Thisted,5162,2856,12.0,6.6,43104
Viborg,11839,7090,12.2,7.3,96647
Brønderslev,4373,2362,12.1,6.5,36134
Frederikshavn,7214,4190,12.2,7.1,58969
Vesthimmerland,4547,2589,12.5,7.1,36361
Læsø,401,185,22.6,10.4,1777
Rebild,3198,1817,10.5,6.0,30511
Mariagerfjord,5139,2835,12.4,6.8,41577
Jammerbugt,4156,2269,10.9,5.9,38161
Aalborg,25094,13131,11.4,6.0,219620
Hjørring,8735,4401,13.6,6.9,64117
