"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Revacc. 1 idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Revacc. 1 igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference";"Revacc. 1 difference"
2022-02-14;København;K;260793;255316;185038;260790;255270;184794;3;46;244
2022-02-14;København;M;247559;241815;173658;247548;241765;173473;11;50;185
2022-02-14;Frederiksberg;K;46160;45378;35033;46159;45375;35008;1;3;25
2022-02-14;Frederiksberg;M;40586;39731;30093;40585;39727;30075;1;4;18
2022-02-14;Ballerup;K;20249;19808;15211;20249;19805;15207;0;3;4
2022-02-14;Ballerup;M;18792;18374;13608;18791;18372;13604;1;2;4
2022-02-14;Brøndby;K;13432;13056;9536;13431;13054;9529;1;2;7
2022-02-14;Brøndby;M;12454;12084;8609;12453;12083;8604;1;1;5
2022-02-14;Dragør;K;6336;6190;4817;6336;6190;4814;0;0;3
2022-02-14;Dragør;M;5928;5791;4346;5928;5791;4345;0;0;1
2022-02-14;Gentofte;K;32789;32193;24696;32788;32192;24687;1;1;9
2022-02-14;Gentofte;M;29468;28840;21581;29467;28836;21567;1;4;14
2022-02-14;Gladsaxe;K;28251;27649;20623;28250;27645;20608;1;4;15
2022-02-14;Gladsaxe;M;27306;26642;19226;27304;26637;19208;2;5;18
2022-02-14;Glostrup;K;9310;9102;6802;9310;9100;6800;0;2;2
2022-02-14;Glostrup;M;8947;8736;6262;8946;8734;6254;1;2;8
2022-02-14;Herlev;K;11792;11514;8691;11792;11511;8690;0;3;1
2022-02-14;Herlev;M;10863;10575;7646;10863;10572;7643;0;3;3
2022-02-14;Albertslund;K;10555;10246;7248;10555;10244;7243;0;2;5
2022-02-14;Albertslund;M;10088;9753;6750;10087;9752;6746;1;1;4
2022-02-14;Hvidovre;K;21274;20710;15227;21273;20704;15220;1;6;7
2022-02-14;Hvidovre;M;20228;19682;14092;20228;19678;14086;0;4;6
2022-02-14;Høje Tåstrup;K;20026;19543;14168;20025;19542;14159;1;1;9
2022-02-14;Høje Tåstrup;M;19716;19202;13593;19716;19191;13586;0;11;7
2022-02-14;Lyngby-Taarbæk;K;24873;24371;18831;24870;24366;18816;3;5;15
2022-02-14;Lyngby-Taarbæk;M;23753;23178;17232;23753;23176;17219;0;2;13
2022-02-14;Rødovre;K;16707;16318;12159;16707;16313;12151;0;5;8
2022-02-14;Rødovre;M;15432;14999;10724;15430;14994;10718;2;5;6
2022-02-14;Ishøj;K;8229;7985;5446;8229;7984;5442;0;1;4
2022-02-14;Ishøj;M;7955;7706;5208;7954;7706;5206;1;0;2
2022-02-14;Tårnby;K;17561;17217;13017;17560;17215;13009;1;2;8
2022-02-14;Tårnby;M;16697;16287;11870;16697;16286;11867;0;1;3
2022-02-14;Vallensbæk;K;6383;6220;4524;6382;6219;4522;1;1;2
2022-02-14;Vallensbæk;M;6181;6021;4287;6181;6021;4287;0;0;0
2022-02-14;Furesø;K;17675;17317;13360;17674;17314;13356;1;3;4
2022-02-14;Furesø;M;16564;16207;12097;16562;16205;12093;2;2;4
2022-02-14;Allerød;K;11285;11102;8635;11285;11100;8630;0;2;5
2022-02-14;Allerød;M;10725;10521;8037;10725;10520;8037;0;1;0
2022-02-14;Fredensborg;K;17496;17203;13260;17496;17201;13258;0;2;2
2022-02-14;Fredensborg;M;16084;15746;11976;16084;15745;11976;0;1;0
2022-02-14;Helsingør;K;26976;26522;20916;26976;26521;20914;0;1;2
2022-02-14;Helsingør;M;24731;24228;18546;24731;24228;18542;0;0;4
2022-02-14;Hillerød;K;22693;22335;17206;22693;22333;17199;0;2;7
2022-02-14;Hillerød;M;21405;20963;15783;21405;20962;15767;0;1;16
2022-02-14;Hørsholm;K;11302;11132;8872;11301;11130;8869;1;2;3
2022-02-14;Hørsholm;M;9808;9623;7490;9807;9623;7485;1;0;5
2022-02-14;Rudersdal;K;24968;24510;19156;24968;24507;19148;0;3;8
2022-02-14;Rudersdal;M;23492;23031;17573;23492;23026;17567;0;5;6
2022-02-14;Egedal;K;18806;18496;14024;18805;18492;14015;1;4;9
2022-02-14;Egedal;M;18169;17827;13206;18169;17825;13204;0;2;2
2022-02-14;Frederikssund;K;19726;19416;15307;19726;19414;15306;0;2;1
2022-02-14;Frederikssund;M;18795;18419;14029;18795;18413;14029;0;6;0
2022-02-14;Greve;K;20864;20470;15481;20864;20467;15476;0;3;5
2022-02-14;Greve;M;19916;19494;14478;19915;19491;14474;1;3;4
2022-02-14;Køge;K;25707;25223;19489;25707;25216;19479;0;7;10
2022-02-14;Køge;M;24761;24230;18112;24760;24225;18106;1;5;6
2022-02-14;Halsnæs;K;13236;12989;10323;13236;12989;10318;0;0;5
2022-02-14;Halsnæs;M;12767;12512;9732;12767;12510;9729;0;2;3
2022-02-14;Roskilde;K;38687;38058;29508;38686;38053;29497;1;5;11
2022-02-14;Roskilde;M;36443;35771;26847;36442;35761;26834;1;10;13
2022-02-14;Solrød;K;9985;9815;7412;9985;9813;7407;0;2;5
2022-02-14;Solrød;M;9515;9318;6973;9515;9316;6966;0;2;7
2022-02-14;Gribskov;K;17314;17042;13627;17313;17035;13626;1;7;1
2022-02-14;Gribskov;M;16868;16562;12949;16868;16561;12948;0;1;1
2022-02-14;Odsherred;K;13913;13700;11199;13913;13698;11197;0;2;2
2022-02-14;Odsherred;M;13732;13557;10702;13732;13556;10701;0;1;1
2022-02-14;Holbæk;K;30880;30391;23575;30880;30386;23565;0;5;10
2022-02-14;Holbæk;M;29849;29306;21944;29849;29299;21936;0;7;8
2022-02-14;Faxe;K;15198;14934;11731;15198;14932;11730;0;2;1
2022-02-14;Faxe;M;15241;14949;11317;15241;14946;11315;0;3;2
2022-02-14;Kalundborg;K;19966;19651;15617;19965;19650;15613;1;1;4
2022-02-14;Kalundborg;M;19845;19498;14873;19845;19496;14873;0;2;0
2022-02-14;Ringsted;K;14261;14003;10760;14261;14002;10760;0;1;0
2022-02-14;Ringsted;M;13971;13721;10221;13971;13720;10221;0;1;0
2022-02-14;Slagelse;K;33054;32414;25343;33054;32409;25331;0;5;12
2022-02-14;Slagelse;M;31996;31412;23718;31996;31410;23712;0;2;6
2022-02-14;Stevns;K;9729;9556;7638;9729;9554;7628;0;2;10
2022-02-14;Stevns;M;9770;9583;7407;9769;9580;7392;1;3;15
2022-02-14;Sorø;K;12716;12544;9855;12715;12543;9854;1;1;1
2022-02-14;Sorø;M;12460;12259;9249;12460;12259;9248;0;0;1
2022-02-14;Lejre;K;12028;11826;9164;12028;11824;9164;0;2;0
2022-02-14;Lejre;M;11702;11533;8839;11702;11530;8838;0;3;1
2022-02-14;Lolland;K;16471;16231;13068;16471;16231;13068;0;0;0
2022-02-14;Lolland;M;16364;16090;12500;16364;16090;12495;0;0;5
2022-02-14;Næstved;K;35341;34798;27152;35340;34797;27141;1;1;11
2022-02-14;Næstved;M;33990;33405;25158;33988;33397;25149;2;8;9
2022-02-14;Guldborgsund;K;25157;24817;19815;25157;24817;19808;0;0;7
2022-02-14;Guldborgsund;M;24592;24203;18718;24592;24203;18712;0;0;6
2022-02-14;Vordingborg;K;18940;18658;14899;18940;18654;14882;0;4;17
2022-02-14;Vordingborg;M;18503;18149;14013;18502;18146;13999;1;3;14
2022-02-14;Bornholm;K;17304;17040;14048;17304;17040;14048;0;0;0
2022-02-14;Bornholm;M;16758;16469;13108;16758;16469;13108;0;0;0
2022-02-14;Middelfart;K;17096;16857;13448;17096;16856;13448;0;1;0
2022-02-14;Middelfart;M;16826;16557;12855;16826;16556;12853;0;1;2
2022-02-14;Assens;K;17538;17267;13672;17538;17267;13667;0;0;5
2022-02-14;Assens;M;17460;17163;13103;17460;17157;13093;0;6;10
2022-02-14;Faaborg-Midtfyn;K;22243;21884;17190;22243;21882;17187;0;2;3
2022-02-14;Faaborg-Midtfyn;M;22025;21634;16517;22025;21632;16514;0;2;3
2022-02-14;Kerteminde;K;10487;10313;8207;10487;10313;8206;0;0;1
2022-02-14;Kerteminde;M;10040;9862;7606;10040;9862;7606;0;0;0
2022-02-14;Nyborg;K;14028;13804;10912;14028;13804;10910;0;0;2
