"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc.";"Antal borgere";"Andel første vacc.";"Andel færdigvacc."
0-9;K;60318;46017;297902;20.2;15.4
0-9;M;64351;49078;314572;20.5;15.6
10-19;K;265728;254859;329651;80.6;77.3
10-19;M;277180;265266;346173;80.1;76.6
20-29;K;322995;316805;382822;84.4;82.8
20-29;M;328457;320650;399124;82.3;80.3
30-39;K;301451;295978;351064;85.9;84.3
30-39;M;301219;295521;365240;82.5;80.9
40-49;K;337258;334627;367289;91.8;91.1
40-49;M;328831;326043;367626;89.4;88.7
50-59;K;377977;376315;401267;94.2;93.8
50-59;M;379486;377812;405130;93.7;93.3
60-69;K;329066;328218;342591;96.1;95.8
60-69;M;319594;318725;332465;96.1;95.9
70-79;K;298036;297554;305869;97.4;97.3
70-79;M;269225;268836;275869;97.6;97.5
80-89;K;138019;137725;141827;97.3;97.1
80-89;M;103008;102837;105316;97.8;97.6
90+;K;30640;30501;31930;96.0;95.5
90+;M;13053;13015;13429;97.2;96.9
