"Vaccinedato";"geo";"Antal færdigvacc. personer";"Antal borgere";"Færdigvacc. (%)";"Kumuleret antal færdigvacc."
2020-12-29;Nationalt;1;5877156;0.00;1
2021-01-04;Nationalt;1;5877156;0.00;2
2021-01-05;Nationalt;1;5877156;0.00;3
2021-01-07;Nationalt;2;5877156;0.00;5
2021-01-08;Nationalt;1;5877156;0.00;6
2021-01-09;Nationalt;2;5877156;0.00;8
2021-01-11;Nationalt;1;5877156;0.00;9
2021-01-12;Nationalt;2;5877156;0.00;11
2021-01-13;Nationalt;5;5877156;0.00;16
2021-01-14;Nationalt;1;5877156;0.00;17
2021-01-15;Nationalt;5;5877156;0.00;22
2021-01-16;Nationalt;10;5877156;0.00;32
2021-01-17;Nationalt;626;5877156;0.01;658
2021-01-18;Nationalt;1919;5877156;0.04;2577
2021-01-19;Nationalt;1853;5877156;0.08;4430
2021-01-20;Nationalt;1691;5877156;0.10;6121
2021-01-21;Nationalt;2118;5877156;0.14;8239
2021-01-22;Nationalt;5177;5877156;0.23;13416
2021-01-23;Nationalt;6321;5877156;0.34;19737
2021-01-24;Nationalt;5710;5877156;0.43;25447
2021-01-25;Nationalt;2244;5877156;0.47;27691
2021-01-26;Nationalt;1587;5877156;0.50;29278
2021-01-27;Nationalt;4025;5877156;0.57;33303
2021-01-28;Nationalt;7723;5877156;0.70;41026
2021-01-29;Nationalt;16936;5877156;0.99;57962
2021-01-30;Nationalt;11681;5877156;1.18;69643
2021-01-31;Nationalt;11005;5877156;1.37;80648
2021-02-01;Nationalt;7424;5877156;1.50;88072
2021-02-02;Nationalt;2836;5877156;1.55;90908
2021-02-03;Nationalt;5881;5877156;1.65;96789
2021-02-04;Nationalt;10316;5877156;1.82;107105
2021-02-05;Nationalt;12549;5877156;2.04;119654
2021-02-06;Nationalt;6336;5877156;2.14;125990
2021-02-07;Nationalt;3396;5877156;2.20;129386
2021-02-08;Nationalt;6665;5877156;2.31;136051
2021-02-09;Nationalt;4600;5877156;2.39;140651
2021-02-10;Nationalt;3710;5877156;2.46;144361
2021-02-11;Nationalt;2355;5877156;2.50;146716
2021-02-12;Nationalt;7492;5877156;2.62;154208
