"Regionsnavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Nordjylland;499767;490972;377719;84.5;83.0;63.8;591789
Midtjylland;1124171;1104697;843759;83.7;82.2;62.8;1343192
Syddanmark;1024787;1007702;771170;83.4;82.0;62.8;1228778
Hovedstaden;1501620;1469444;1093112;80.3;78.6;58.5;1869596
Sjælland;695547;683567;526775;82.4;81.0;62.4;843801
