"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;508352;497131;645597
Frederiksberg;86746;85109;103649
Ballerup;39041;38182;49296
Brøndby;25886;25140;35800
Dragør;12264;11981;14600
Gentofte;62257;61033;74252
Gladsaxe;55557;54291;69279
Glostrup;18257;17838;23467
Herlev;22655;22089;28815
Albertslund;20643;19999;27605
Hvidovre;41502;40392;53184
Høje-Taastrup;39742;38745;53206
Lyngby-Taarbæk;48626;47549;57825
Rødovre;32139;31317;41444
Ishøj;16184;15691;23259
Tårnby;34258;33504;42722
Vallensbæk;12564;12241;16530
Furesø;34239;33524;41406
Allerød;22010;21623;25853
Fredensborg;33580;32949;41251
Helsingør;51707;50750;62852
Hillerød;44098;43298;53321
Hørsholm;21110;20755;24714
Rudersdal;48460;47541;57249
Egedal;36975;36323;44452
Frederikssund;38521;37835;45802
Greve;40780;39964;50851
Køge;50468;49453;61685
Frederiksværk-Hundested;26003;25501;31346
Roskilde;75130;73829;89581
Solrød;19500;19133;23820
Gribskov;34182;33604;41172
Odsherred;27645;27257;32816
Holbæk;60729;59697;72926
Faxe;30439;29883;37146
Kalundborg;39811;39149;48376
Ringsted;28232;27724;35196
Slagelse;65050;63826;79731
Stevns;19499;19139;23514
Sorø;25176;24803;29984
Lejre;23730;23359;28574
Lolland;32835;32321;40056
Næstved;69331;68203;83951
Guldborgsund;49749;49020;60299
Vordingborg;37443;36807;45295
Bornholm;34062;33509;39648
Middelfart;33922;33414;39632
Assens;34998;34430;40943
Faaborg-Midtfyn;44268;43518;51872
Kerteminde;20527;20175;24017
Nyborg;27542;27098;32103
Odense;172305;169135;206056
Svendborg;50609;49822;59231
Nordfyns;24988;24541;29731
Langeland;10582;10449;12328
Ærø;5275;5189;6022
Haderslev;45637;44870;55294
Billund;22202;21855;26699
Sønderborg;61673;60681;73724
Tønder;29965;29479;36817
Esbjerg;95786;94223;115497
Fanø;2962;2927;3418
Varde;41210;40487;49666
Vejen;34972;34348;42582
Aabenraa;47268;46574;58682
Fredericia;43092;42376;51613
Horsens;77128;75846;94716
Kolding;77022;75778;93613
Vejle;97982;96333;119238
Herning;74712;73477;89326
Holstebro;49462;48596;58549
Lemvig;16560;16346;19378
Struer;17858;17570;20780
Syddjurs;36965;36380;43690
Norddjurs;31287;30795;36905
Favrskov;41423;40684;48920
Odder;19993;19683;23354
Randers;82632;81209;99107
Silkeborg;81069;79633;97634
Samsø;3248;3215;3710
Skanderborg;53967;52911;64418
Århus;296043;290333;355554
Ikast-Brande;34383;33839;41913
Ringkøbing-Skjern;46925;46172;56193
Hedensted;39611;39073;47146
Morsø;17066;16752;20078
Skive;38824;38242;45067
Thisted;36362;35737;43083
Viborg;82081;80693;96832
Brønderslev-Dronninglund;30528;29980;36241
Frederikshavn;50191;49436;58846
Vesthimmerlands;30068;29552;36277
Læsø;1534;1518;1781
Rebild;25491;25005;30684
Mariagerfjord;35237;34553;41621
Jammerbugt;32336;31739;38166
Ålborg;186455;183058;221179
Hjørring;54499;53642;63833
