"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;00-02;K;3;0
Hovedstaden;00-02;M;0;0
Hovedstaden;03-05;K;2379;1537
Hovedstaden;03-05;M;2580;1675
Hovedstaden;06-11;K;25877;19808
Hovedstaden;06-11;M;27122;20713
Hovedstaden;12-15;K;30708;29490
Hovedstaden;12-15;M;32550;31253
Hovedstaden;16-19;K;34556;33960
Hovedstaden;16-19;M;35363;34583
Hovedstaden;20-39;K;233131;228629
Hovedstaden;20-39;M;223891;218928
Hovedstaden;40-64;K;271917;270031
Hovedstaden;40-64;M;267158;265247
Hovedstaden;65-79;K;126803;126493
Hovedstaden;65-79;M;109533;109274
Hovedstaden;80+;K;48127;47972
Hovedstaden;80+;M;29922;29851
Midtjylland;00-02;K;2;1
Midtjylland;00-02;M;1;0
Midtjylland;03-05;K;2036;1410
Midtjylland;03-05;M;2210;1520
Midtjylland;06-11;K;23151;18928
Midtjylland;06-11;M;24537;20046
Midtjylland;12-15;K;26240;25525
Midtjylland;12-15;M;27380;26595
Midtjylland;16-19;K;29639;29351
Midtjylland;16-19;M;30389;30003
Midtjylland;20-39;K;148822;146434
Midtjylland;20-39;M;151530;148729
Midtjylland;40-64;K;199164;198343
Midtjylland;40-64;M;197896;197022
Midtjylland;65-79;K;101976;101843
Midtjylland;65-79;M;96528;96398
Midtjylland;80+;K;36518;36435
Midtjylland;80+;M;26152;26114
Nordjylland;00-02;K;0;0
Nordjylland;00-02;M;0;0
Nordjylland;03-05;K;810;568
Nordjylland;03-05;M;884;606
Nordjylland;06-11;K;9407;7640
Nordjylland;06-11;M;9778;7879
Nordjylland;12-15;K;10906;10556
Nordjylland;12-15;M;11613;11245
Nordjylland;16-19;K;12348;12226
Nordjylland;16-19;M;12950;12751
Nordjylland;20-39;K;59628;58554
Nordjylland;20-39;M;64590;63172
Nordjylland;40-64;K;88514;88116
Nordjylland;40-64;M;88740;88289
Nordjylland;65-79;K;49828;49738
Nordjylland;65-79;M;47781;47704
Nordjylland;80+;K;18523;18489
Nordjylland;80+;M;13467;13439
Sjælland;00-02;K;0;0
Sjælland;00-02;M;0;0
Sjælland;03-05;K;1027;727
Sjælland;03-05;M;1137;772
Sjælland;06-11;K;11879;9552
Sjælland;06-11;M;12661;10248
Sjælland;12-15;K;15747;15309
Sjælland;12-15;M;16710;16221
Sjælland;16-19;K;17858;17637
Sjælland;16-19;M;19057;18737
Sjælland;20-39;K;67627;66103
Sjælland;20-39;M;69692;67993
Sjælland;40-64;K;136347;135568
Sjælland;40-64;M;133752;133019
Sjælland;65-79;K;76238;76094
Sjælland;65-79;M;70891;70769
Sjælland;80+;K;26174;26099
Sjælland;80+;M;18750;18719
Syddanmark;00-02;K;2;1
Syddanmark;00-02;M;0;0
Syddanmark;03-05;K;1635;1181
Syddanmark;03-05;M;1762;1287
Syddanmark;06-11;K;19591;16220
Syddanmark;06-11;M;20788;17308
Syddanmark;12-15;K;23388;22687
Syddanmark;12-15;M;24627;23897
Syddanmark;16-19;K;26857;26562
Syddanmark;16-19;M;27432;27005
Syddanmark;20-39;K;115238;113063
Syddanmark;20-39;M;119973;117349
Syddanmark;40-64;K;188984;188079
Syddanmark;40-64;M;187829;186819
Syddanmark;65-79;K;102566;102409
Syddanmark;65-79;M;97028;96875
Syddanmark;80+;K;39317;39231
Syddanmark;80+;M;27770;27729
