"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;00-02;K;3;0
Hovedstaden;00-02;M;0;0
Hovedstaden;03-05;K;2793;1828
Hovedstaden;03-05;M;3011;1971
Hovedstaden;06-11;K;26404;20298
Hovedstaden;06-11;M;27696;21275
Hovedstaden;12-15;K;34313;33222
Hovedstaden;12-15;M;36269;35058
Hovedstaden;16-19;K;36022;35404
Hovedstaden;16-19;M;36224;35432
Hovedstaden;20-39;K;233690;229207
Hovedstaden;20-39;M;224374;219442
Hovedstaden;40-64;K;272556;270691
Hovedstaden;40-64;M;267861;265981
Hovedstaden;65-79;K;124584;124284
Hovedstaden;65-79;M;106669;106420
Hovedstaden;80+;K;43136;42986
Hovedstaden;80+;M;26015;25945
Midtjylland;00-02;K;3;1
Midtjylland;00-02;M;1;0
Midtjylland;03-05;K;2372;1655
Midtjylland;03-05;M;2622;1817
Midtjylland;06-11;K;23729;19509
Midtjylland;06-11;M;25044;20579
Midtjylland;12-15;K;29438;28791
Midtjylland;12-15;M;30612;29886
Midtjylland;16-19;K;30454;30158
Midtjylland;16-19;M;30813;30419
Midtjylland;20-39;K;148333;145950
Midtjylland;20-39;M;150897;148115
Midtjylland;40-64;K;200533;199727
Midtjylland;40-64;M;199568;198707
Midtjylland;65-79;K;100036;99910
Midtjylland;65-79;M;94211;94085
Midtjylland;80+;K;32650;32569
Midtjylland;80+;M;22855;22819
Nordjylland;00-02;K;0;0
Nordjylland;00-02;M;0;0
Nordjylland;03-05;K;951;669
Nordjylland;03-05;M;1025;713
Nordjylland;06-11;K;9617;7852
Nordjylland;06-11;M;10009;8109
Nordjylland;12-15;K;12262;11935
Nordjylland;12-15;M;13064;12718
Nordjylland;16-19;K;12660;12541
Nordjylland;16-19;M;13137;12926
Nordjylland;20-39;K;59520;58452
Nordjylland;20-39;M;64245;62840
Nordjylland;40-64;K;89403;89006
Nordjylland;40-64;M;89737;89294
Nordjylland;65-79;K;49003;48917
Nordjylland;65-79;M;46842;46769
Nordjylland;80+;K;16548;16515
Nordjylland;80+;M;11744;11716
Sjælland;00-02;K;0;0
Sjælland;00-02;M;0;0
Sjælland;03-05;K;1206;848
Sjælland;03-05;M;1340;928
Sjælland;06-11;K;12161;9840
Sjælland;06-11;M;12974;10550
Sjælland;12-15;K;17811;17408
Sjælland;12-15;M;18746;18304
Sjælland;16-19;K;17874;17655
Sjælland;16-19;M;19155;18815
Sjælland;20-39;K;67735;66206
Sjælland;20-39;M;69297;67614
Sjælland;40-64;K;137911;137144
Sjælland;40-64;M;135434;134713
Sjælland;65-79;K;74986;74847
Sjælland;65-79;M;69494;69374
Sjælland;80+;K;23213;23141
Sjælland;80+;M;16210;16180
Syddanmark;00-02;K;2;1
Syddanmark;00-02;M;0;0
Syddanmark;03-05;K;1931;1415
Syddanmark;03-05;M;2083;1529
Syddanmark;06-11;K;20107;16722
Syddanmark;06-11;M;21370;17906
Syddanmark;12-15;K;26201;25556
Syddanmark;12-15;M;27377;26682
Syddanmark;16-19;K;27406;27114
Syddanmark;16-19;M;27836;27382
Syddanmark;20-39;K;114789;112620
Syddanmark;20-39;M;119213;116619
Syddanmark;40-64;K;191083;190177
Syddanmark;40-64;M;190100;189112
Syddanmark;65-79;K;100938;100791
Syddanmark;65-79;M;95063;94911
Syddanmark;80+;K;35121;35037
Syddanmark;80+;M;24167;24128
