"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc.";"Antal borgere";"Andel første vacc.";"Andel færdigvacc."
0-9;K;62908;48203;300492;20.9;16.0
0-9;M;67094;51403;317315;21.1;16.2
10-19;K;282812;272219;346735;81.6;78.5
10-19;M;293314;281596;362307;81.0;77.7
20-29;K;321866;315610;381693;84.3;82.7
20-29;M;327884;320069;398551;82.3;80.3
30-39;K;302201;296825;351814;85.9;84.4
30-39;M;300142;294561;364163;82.4;80.9
40-49;K;344982;342357;375013;92.0;91.3
40-49;M;337233;334482;376028;89.7;89.0
50-59;K;378330;376704;401620;94.2;93.8
50-59;M;379412;377777;405056;93.7;93.3
60-69;K;325688;324856;339213;96.0;95.8
60-69;M;316668;315820;329539;96.1;95.8
70-79;K;292033;291577;299866;97.4;97.2
70-79;M;261666;261287;268310;97.5;97.4
80-89;K;126398;126108;130206;97.1;96.9
80-89;M;91300;91130;93608;97.5;97.4
90+;K;24270;24140;25560;95.0;94.4
90+;M;9691;9658;10067;96.3;95.9
