"Vaccinedato";"Regionsnavn";"Kumulerede antal færdigvacc.";"Antal borgere";"Vaccinations dækning (%)"
2020-12-29;Hovedstaden;0;1870891;0.00
2021-01-04;Hovedstaden;0;1870891;0.00
2021-01-05;Hovedstaden;1;1870891;0.00
2021-01-07;Hovedstaden;2;1870891;0.00
2021-01-08;Hovedstaden;3;1870891;0.00
2021-01-09;Hovedstaden;5;1870891;0.00
2021-01-11;Hovedstaden;6;1870891;0.00
2021-01-12;Hovedstaden;6;1870891;0.00
2021-01-13;Hovedstaden;8;1870891;0.00
2021-01-14;Hovedstaden;9;1870891;0.00
2021-01-15;Hovedstaden;14;1870891;0.00
2021-01-16;Hovedstaden;16;1870891;0.00
2021-01-17;Hovedstaden;58;1870891;0.00
2021-01-18;Hovedstaden;194;1870891;0.01
2021-01-19;Hovedstaden;366;1870891;0.02
2021-01-20;Hovedstaden;502;1870891;0.03
2021-01-21;Hovedstaden;618;1870891;0.03
2021-01-22;Hovedstaden;700;1870891;0.04
2021-01-23;Hovedstaden;4397;1870891;0.24
2021-01-24;Hovedstaden;7929;1870891;0.42
2021-01-25;Hovedstaden;8156;1870891;0.44
2021-01-26;Hovedstaden;8294;1870891;0.44
2021-01-27;Hovedstaden;8913;1870891;0.48
2021-01-28;Hovedstaden;12586;1870891;0.67
2021-01-29;Hovedstaden;19597;1870891;1.05
2021-01-30;Hovedstaden;23774;1870891;1.27
2021-01-31;Hovedstaden;26147;1870891;1.40
2021-02-01;Hovedstaden;28024;1870891;1.50
2021-02-02;Hovedstaden;28135;1870891;1.50
2021-02-03;Hovedstaden;30931;1870891;1.65
2021-02-04;Hovedstaden;37088;1870891;1.98
2021-02-05;Hovedstaden;41756;1870891;2.23
2021-02-06;Hovedstaden;44650;1870891;2.39
2021-02-07;Hovedstaden;45213;1870891;2.42
2021-02-08;Hovedstaden;46349;1870891;2.48
2021-02-09;Hovedstaden;46396;1870891;2.48
2021-02-10;Hovedstaden;47312;1870891;2.53
2021-02-11;Hovedstaden;47557;1870891;2.54
2021-02-12;Hovedstaden;51688;1870891;2.76
2021-02-13;Hovedstaden;51699;1870891;2.76
2021-02-14;Hovedstaden;51712;1870891;2.76
2021-02-15;Hovedstaden;53072;1870891;2.84
2021-02-16;Hovedstaden;53477;1870891;2.86
2021-02-17;Hovedstaden;53514;1870891;2.86
2021-02-18;Hovedstaden;53596;1870891;2.86
2021-02-19;Hovedstaden;53651;1870891;2.87
2021-02-20;Hovedstaden;53755;1870891;2.87
2021-02-21;Hovedstaden;53860;1870891;2.88
2021-02-22;Hovedstaden;54008;1870891;2.89
2021-02-23;Hovedstaden;54179;1870891;2.90
2021-02-24;Hovedstaden;54262;1870891;2.90
2021-02-25;Hovedstaden;54303;1870891;2.90
2021-02-26;Hovedstaden;54374;1870891;2.91
2021-02-27;Hovedstaden;55381;1870891;2.96
2021-02-28;Hovedstaden;56415;1870891;3.02
2021-03-01;Hovedstaden;56631;1870891;3.03
2021-03-02;Hovedstaden;56884;1870891;3.04
2021-03-03;Hovedstaden;56933;1870891;3.04
2021-03-04;Hovedstaden;57135;1870891;3.05
2021-03-05;Hovedstaden;57405;1870891;3.07
2021-03-06;Hovedstaden;57499;1870891;3.07
2021-03-07;Hovedstaden;57810;1870891;3.09
2021-03-08;Hovedstaden;58049;1870891;3.10
2021-03-09;Hovedstaden;59401;1870891;3.18
2021-03-10;Hovedstaden;61004;1870891;3.26
2021-03-11;Hovedstaden;65121;1870891;3.48
2021-03-12;Hovedstaden;69698;1870891;3.73
2021-03-13;Hovedstaden;69790;1870891;3.73
2021-03-14;Hovedstaden;72930;1870891;3.90
2021-03-15;Hovedstaden;75606;1870891;4.04
2021-03-16;Hovedstaden;78983;1870891;4.22
2021-03-17;Hovedstaden;83189;1870891;4.45
2021-03-18;Hovedstaden;87413;1870891;4.67
2021-03-19;Hovedstaden;88552;1870891;4.73
2021-03-20;Hovedstaden;88644;1870891;4.74
2021-03-21;Hovedstaden;90677;1870891;4.85
2021-03-22;Hovedstaden;90764;1870891;4.85
2021-03-23;Hovedstaden;90889;1870891;4.86
2021-03-24;Hovedstaden;99188;1870891;5.30
2021-03-25;Hovedstaden;103557;1870891;5.54
2021-03-26;Hovedstaden;106135;1870891;5.67
2021-03-27;Hovedstaden;106181;1870891;5.68
2021-03-28;Hovedstaden;106225;1870891;5.68
2021-03-29;Hovedstaden;106757;1870891;5.71
2021-03-30;Hovedstaden;107025;1870891;5.72
2021-03-31;Hovedstaden;110692;1870891;5.92
