"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Revacc. 1 idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Revacc. 1 igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference";"Revacc. 1 difference"
2022-03-01;København;K;260742;255466;187442;260770;255485;187316;-28;-19;126
2022-03-01;København;M;247439;241951;175323;247471;241975;175247;-32;-24;76
2022-03-01;Frederiksberg;K;46170;45417;35358;46173;45416;35342;-3;1;16
2022-03-01;Frederiksberg;M;40600;39785;30325;40604;39789;30311;-4;-4;14
2022-03-01;Ballerup;K;20255;19837;15298;20256;19835;15293;-1;2;5
2022-03-01;Ballerup;M;18797;18399;13683;18798;18397;13678;-1;2;5
2022-03-01;Brøndby;K;13426;13069;9589;13425;13068;9585;1;1;4
2022-03-01;Brøndby;M;12443;12090;8669;12442;12087;8666;1;3;3
2022-03-01;Dragør;K;6324;6181;4827;6325;6182;4828;-1;-1;-1
2022-03-01;Dragør;M;5926;5793;4367;5927;5794;4367;-1;-1;0
2022-03-01;Gentofte;K;32775;32194;24831;32780;32199;24829;-5;-5;2
2022-03-01;Gentofte;M;29449;28839;21676;29454;28843;21674;-5;-4;2
2022-03-01;Gladsaxe;K;28235;27661;20757;28242;27666;20747;-7;-5;10
2022-03-01;Gladsaxe;M;27280;26644;19355;27284;26647;19353;-4;-3;2
2022-03-01;Glostrup;K;9309;9109;6844;9310;9108;6840;-1;1;4
2022-03-01;Glostrup;M;8952;8748;6305;8954;8750;6304;-2;-2;1
2022-03-01;Herlev;K;11781;11512;8744;11784;11514;8745;-3;-2;-1
2022-03-01;Herlev;M;10866;10586;7674;10868;10587;7673;-2;-1;1
2022-03-01;Albertslund;K;10544;10255;7306;10544;10253;7300;0;2;6
2022-03-01;Albertslund;M;10076;9754;6801;10076;9753;6792;0;1;9
2022-03-01;Hvidovre;K;21274;20736;15335;21277;20734;15331;-3;2;4
2022-03-01;Hvidovre;M;20224;19710;14152;20226;19707;14152;-2;3;0
2022-03-01;Høje Tåstrup;K;20057;19592;14285;20057;19590;14278;0;2;7
2022-03-01;Høje Tåstrup;M;19783;19291;13703;19786;19292;13696;-3;-1;7
2022-03-01;Lyngby-Taarbæk;K;24865;24377;18925;24868;24378;18920;-3;-1;5
2022-03-01;Lyngby-Taarbæk;M;23750;23200;17342;23751;23198;17339;-1;2;3
2022-03-01;Rødovre;K;16715;16347;12235;16717;16349;12234;-2;-2;1
2022-03-01;Rødovre;M;15434;15021;10774;15436;15023;10777;-2;-2;-3
2022-03-01;Ishøj;K;8235;7996;5473;8236;7996;5470;-1;0;3
2022-03-01;Ishøj;M;7961;7705;5238;7961;7706;5237;0;-1;1
2022-03-01;Tårnby;K;17563;17233;13092;17563;17232;13089;0;1;3
