"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;508181;497417;646434
Frederiksberg;86770;85202;103750
Ballerup;39052;38236;49338
Brøndby;25869;25159;35769
Dragør;12250;11974;14588
Gentofte;62224;61033;74244
Gladsaxe;55515;54305;69276
Glostrup;18261;17857;23489
Herlev;22647;22098;28815
Albertslund;20620;20009;27599
Hvidovre;41498;40446;53203
Høje-Taastrup;39840;38883;53343
Lyngby-Taarbæk;48615;47577;57918
Rødovre;32149;31368;41484
Ishøj;16196;15701;23263
Tårnby;34266;33551;42733
Vallensbæk;12547;12239;16515
Furesø;34230;33533;41419
Allerød;22006;21633;25858
Fredensborg;33585;32987;41268
Helsingør;51704;50791;62877
Hillerød;44085;43314;53307
Hørsholm;21094;20761;24715
Rudersdal;48423;47536;57238
Egedal;36977;36351;44469
Frederikssund;38511;37861;45817
Greve;40786;40015;50892
Køge;50471;49522;61695
Frederiksværk-Hundested;25997;25506;31355
Roskilde;75087;73845;89558
Solrød;19503;19150;23838
Gribskov;34169;33620;41169
Odsherred;27639;27273;32816
Holbæk;60736;59792;72944
Faxe;30445;29924;37152
Kalundborg;39787;39177;48373
Ringsted;28229;27753;35230
Slagelse;65053;63912;79712
Stevns;19503;19182;23531
Sorø;25158;24806;29978
Lejre;23708;23354;28553
Lolland;32809;32330;40024
Næstved;69320;68257;83988
Guldborgsund;49700;49018;60255
Vordingborg;37427;36824;45282
Bornholm;34043;33515;39638
Middelfart;33921;33431;39639
Assens;34961;34429;40930
Faaborg-Midtfyn;44257;43565;51894
Kerteminde;20516;20176;24010
Nyborg;27521;27107;32090
Odense;172270;169279;206141
Svendborg;50590;49856;59213
Nordfyns;24977;24559;29734
Langeland;10558;10438;12300
Ærø;5265;5181;6016
Haderslev;45628;44908;55292
Billund;22189;21860;26699
Sønderborg;61646;60727;73732
Tønder;29941;29486;36800
Esbjerg;95713;94236;115472
Fanø;2964;2929;3420
Varde;41189;40521;49664
Vejen;34946;34340;42597
Aabenraa;47237;46592;58693
Fredericia;43093;42410;51644
Horsens;77130;75913;94908
Kolding;77004;75826;93659
Vejle;97988;96429;119301
Herning;74698;73531;89337
Holstebro;49451;48647;58563
Lemvig;16547;16349;19375
Struer;17848;17579;20770
Syddjurs;36951;36407;43695
Norddjurs;31264;30809;36911
Favrskov;41403;40720;48942
Odder;19999;19707;23365
Randers;82575;81258;99078
Silkeborg;81042;79663;97665
Samsø;3246;3214;3708
Skanderborg;53948;52950;64447
Århus;295899;290486;355611
Ikast-Brande;34364;33857;41922
Ringkøbing-Skjern;46925;46219;56222
Hedensted;39598;39082;47161
Morsø;17048;16744;20059
Skive;38776;38227;45026
Thisted;36344;35773;43087
Viborg;82031;80740;96832
Brønderslev-Dronninglund;30546;30034;36271
Frederikshavn;50163;49449;58820
Vesthimmerlands;30049;29578;36267
Læsø;1537;1521;1783
Rebild;25472;25013;30675
Mariagerfjord;35231;34578;41642
Jammerbugt;32310;31741;38161
Ålborg;186338;183081;221137
Hjørring;54464;53657;63799
