"Dato";"Region";"Antal 1. stik";"Antal 2. stik";"Antal 3. stik";"Antal borgere";"Samlet antal 1. stik";"Samlet antal 2. stik";"Samlet antal 3. stik";"Samlet dækning 1. stik (%)";"Samlet dækning 2. stik (%)";"Samlet dækning 3. stik (%)"
2021-01-02;Midtjylland;2080;0;0;1345651;7203;0;0;0.54;0.00;0.00
2021-01-02;Nordjylland;1529;0;0;591967;5401;1;0;0.91;0.00;0.00
2021-01-02;Sjælland;401;0;0;844962;6979;0;0;0.83;0.00;0.00
2021-01-02;Syddanmark;1667;0;0;1230444;8269;0;0;0.67;0.00;0.00
2021-01-03;Hovedstaden;1728;0;0;1873614;14990;0;0;0.80;0.00;0.00
2021-01-03;Midtjylland;2478;0;0;1345651;9681;0;0;0.72;0.00;0.00
2021-01-03;Nordjylland;14;0;0;591967;5415;1;0;0.91;0.00;0.00
2021-01-03;Sjælland;105;0;0;844962;7084;0;0;0.84;0.00;0.00
2021-01-03;Syddanmark;705;0;0;1230444;8974;0;0;0.73;0.00;0.00
2021-01-04;Hovedstaden;347;0;0;1873614;15337;0;0;0.82;0.00;0.00
2021-01-04;Midtjylland;69;0;0;1345651;9750;0;0;0.72;0.00;0.00
2021-01-04;Nordjylland;934;0;0;591967;6349;1;0;1.07;0.00;0.00
2021-01-04;Sjælland;25;0;0;844962;7109;0;0;0.84;0.00;0.00
2021-01-04;Syddanmark;928;0;0;1230444;9902;0;0;0.80;0.00;0.00
2021-01-05;Hovedstaden;5981;0;0;1873614;21318;0;0;1.14;0.00;0.00
2021-01-05;Midtjylland;2510;0;0;1345651;12260;0;0;0.91;0.00;0.00
2021-01-05;Nordjylland;1885;0;0;591967;8234;1;0;1.39;0.00;0.00
2021-01-05;Sjælland;512;0;0;844962;7621;0;0;0.90;0.00;0.00
2021-01-05;Syddanmark;1099;0;0;1230444;11001;0;0;0.89;0.00;0.00
2021-01-06;Hovedstaden;6105;0;0;1873614;27423;0;0;1.46;0.00;0.00
2021-01-06;Midtjylland;3782;0;0;1345651;16042;0;0;1.19;0.00;0.00
2021-01-06;Nordjylland;2415;0;0;591967;10649;1;0;1.80;0.00;0.00
2021-01-06;Sjælland;1753;0;0;844962;9374;0;0;1.11;0.00;0.00
2021-01-06;Syddanmark;3214;0;0;1230444;14215;0;0;1.16;0.00;0.00
2021-01-07;Hovedstaden;4990;0;0;1873614;32413;0;0;1.73;0.00;0.00
2021-01-07;Midtjylland;3832;0;0;1345651;19874;0;0;1.48;0.00;0.00
2021-01-07;Nordjylland;1069;0;0;591967;11718;1;0;1.98;0.00;0.00
2021-01-07;Sjælland;1567;0;0;844962;10941;0;0;1.29;0.00;0.00
2021-01-07;Syddanmark;3817;0;0;1230444;18032;0;0;1.47;0.00;0.00
2021-01-08;Hovedstaden;751;1;0;1873614;33164;1;0;1.77;0.00;0.00
2021-01-08;Midtjylland;2428;0;0;1345651;22302;0;0;1.66;0.00;0.00
2021-01-08;Nordjylland;234;0;0;591967;11952;1;0;2.02;0.00;0.00
2021-01-08;Sjælland;1145;0;0;844962;12086;0;0;1.43;0.00;0.00
2021-01-08;Syddanmark;2899;0;0;1230444;20931;0;0;1.70;0.00;0.00
2021-01-09;Hovedstaden;124;2;0;1873614;33288;3;0;1.78;0.00;0.00
2021-01-09;Midtjylland;677;0;0;1345651;22979;0;0;1.71;0.00;0.00
2021-01-09;Nordjylland;35;0;0;591967;11987;1;0;2.02;0.00;0.00
2021-01-09;Sjælland;946;0;0;844962;13032;0;0;1.54;0.00;0.00
2021-01-09;Syddanmark;36;0;0;1230444;20967;0;0;1.70;0.00;0.00
2021-01-10;Hovedstaden;141;0;0;1873614;33429;3;0;1.78;0.00;0.00
2021-01-10;Midtjylland;3;0;0;1345651;22982;0;0;1.71;0.00;0.00
2021-01-10;Nordjylland;2;0;0;591967;11989;1;0;2.03;0.00;0.00
2021-01-10;Sjælland;651;0;0;844962;13683;0;0;1.62;0.00;0.00
2021-01-10;Syddanmark;22;0;0;1230444;20989;0;0;1.71;0.00;0.00
2021-01-11;Hovedstaden;102;0;0;1873614;33531;3;0;1.79;0.00;0.00
2021-01-11;Midtjylland;20;0;0;1345651;23002;0;0;1.71;0.00;0.00
2021-01-11;Nordjylland;3;0;0;591967;11992;1;0;2.03;0.00;0.00
2021-01-11;Sjælland;522;0;0;844962;14205;0;0;1.68;0.00;0.00
2021-01-11;Syddanmark;19;0;0;1230444;21008;0;0;1.71;0.00;0.00
2021-01-12;Hovedstaden;77;0;0;1873614;33608;3;0;1.79;0.00;0.00
2021-01-12;Midtjylland;15;1;0;1345651;23017;1;0;1.71;0.00;0.00
2021-01-12;Nordjylland;6;0;0;591967;11998;1;0;2.03;0.00;0.00
2021-01-12;Sjælland;353;0;0;844962;14558;0;0;1.72;0.00;0.00
2021-01-12;Syddanmark;13;1;0;1230444;21021;1;0;1.71;0.00;0.00
2021-01-13;Hovedstaden;6553;2;0;1873614;40161;5;0;2.14;0.00;0.00
2021-01-13;Midtjylland;1829;3;0;1345651;24846;4;0;1.85;0.00;0.00
2021-01-13;Nordjylland;449;0;0;591967;12447;1;0;2.10;0.00;0.00
2021-01-13;Sjælland;923;0;0;844962;15481;0;0;1.83;0.00;0.00
2021-01-13;Syddanmark;2105;0;0;1230444;23126;1;0;1.88;0.00;0.00
2021-01-14;Hovedstaden;8088;1;0;1873614;48249;6;0;2.58;0.00;0.00
2021-01-14;Midtjylland;2575;0;0;1345651;27421;4;0;2.04;0.00;0.00
2021-01-14;Nordjylland;606;0;0;591967;13053;1;0;2.21;0.00;0.00
2021-01-14;Sjælland;1775;0;0;844962;17256;0;0;2.04;0.00;0.00
2021-01-14;Syddanmark;3352;0;0;1230444;26478;1;0;2.15;0.00;0.00
2021-01-15;Hovedstaden;5115;5;0;1873614;53364;11;0;2.85;0.00;0.00
2021-01-15;Midtjylland;2934;0;0;1345651;30355;4;0;2.26;0.00;0.00
2021-01-15;Nordjylland;1164;0;0;591967;14217;1;0;2.40;0.00;0.00
2021-01-15;Sjælland;902;0;0;844962;18158;0;0;2.15;0.00;0.00
2021-01-15;Syddanmark;3685;0;0;1230444;30163;1;0;2.45;0.00;0.00
2021-01-16;Hovedstaden;830;2;0;1873614;54194;13;0;2.89;0.00;0.00
2021-01-16;Midtjylland;887;7;0;1345651;31242;11;0;2.32;0.00;0.00
2021-01-16;Nordjylland;1099;0;0;591967;15316;1;0;2.59;0.00;0.00
2021-01-16;Sjælland;66;1;0;844962;18224;1;0;2.16;0.00;0.00
2021-01-16;Syddanmark;1298;0;0;1230444;31461;1;0;2.56;0.00;0.00
2021-01-17;Hovedstaden;52;41;0;1873614;54246;54;0;2.90;0.00;0.00
2021-01-17;Midtjylland;30;3;0;1345651;31272;14;0;2.32;0.00;0.00
2021-01-17;Nordjylland;957;1;0;591967;16273;2;0;2.75;0.00;0.00
2021-01-17;Sjælland;38;197;0;844962;18262;198;0;2.16;0.02;0.00
2021-01-17;Syddanmark;1114;361;0;1230444;32575;362;0;2.65;0.03;0.00
2021-01-18;Hovedstaden;38;137;0;1873614;54284;191;0;2.90;0.01;0.00
2021-01-18;Midtjylland;1474;166;0;1345651;32746;180;0;2.43;0.01;0.00
2021-01-18;Nordjylland;573;4;0;591967;16846;6;0;2.85;0.00;0.00
2021-01-18;Sjælland;98;1129;0;844962;18360;1327;0;2.17;0.16;0.00
2021-01-18;Syddanmark;1312;440;0;1230444;33887;802;0;2.75;0.07;0.00
2021-01-19;Hovedstaden;58;172;0;1873614;54342;363;0;2.90;0.02;0.00
2021-01-19;Midtjylland;1648;12;0;1345651;34394;192;0;2.56;0.01;0.00
2021-01-19;Nordjylland;31;3;0;591967;16877;9;0;2.85;0.00;0.00
2021-01-19;Sjælland;157;1242;0;844962;18517;2569;0;2.19;0.30;0.00
2021-01-19;Syddanmark;376;381;0;1230444;34263;1183;0;2.78;0.10;0.00
2021-01-20;Hovedstaden;33;139;0;1873614;54375;502;0;2.90;0.03;0.00
2021-01-20;Midtjylland;937;99;0;1345651;35331;291;0;2.63;0.02;0.00
2021-01-20;Nordjylland;20;4;0;591967;16897;13;0;2.85;0.00;0.00
2021-01-20;Sjælland;202;1153;0;844962;18719;3722;0;2.22;0.44;0.00
2021-01-20;Syddanmark;191;247;0;1230444;34454;1430;0;2.80;0.12;0.00
2021-01-21;Hovedstaden;36;118;0;1873614;54411;620;0;2.90;0.03;0.00
2021-01-21;Midtjylland;1078;575;0;1345651;36409;866;0;2.71;0.06;0.00
2021-01-21;Nordjylland;20;10;0;591967;16917;23;0;2.86;0.00;0.00
2021-01-21;Sjælland;156;1003;0;844962;18875;4725;0;2.23;0.56;0.00
2021-01-21;Syddanmark;134;353;0;1230444;34588;1783;0;2.81;0.14;0.00
2021-01-22;Hovedstaden;55;82;0;1873614;54466;702;0;2.91;0.04;0.00
2021-01-22;Midtjylland;152;980;0;1345651;36561;1846;0;2.72;0.14;0.00
2021-01-22;Nordjylland;154;2220;0;591967;17071;2243;0;2.88;0.38;0.00
2021-01-22;Sjælland;129;443;0;844962;19004;5168;0;2.25;0.61;0.00
2021-01-22;Syddanmark;137;1329;0;1230444;34725;3112;0;2.82;0.25;0.00
2021-01-23;Hovedstaden;503;3609;0;1873614;54969;4311;0;2.93;0.23;0.00
2021-01-23;Midtjylland;81;851;0;1345651;36642;2697;0;2.72;0.20;0.00
2021-01-23;Nordjylland;45;1145;0;591967;17116;3388;0;2.89;0.57;0.00
2021-01-23;Sjælland;27;371;0;844962;19031;5539;0;2.25;0.66;0.00
2021-01-23;Syddanmark;3;143;0;1230444;34728;3255;0;2.82;0.26;0.00
2021-01-24;Hovedstaden;439;3469;0;1873614;55408;7780;0;2.96;0.42;0.00
2021-01-24;Midtjylland;56;1060;0;1345651;36698;3757;0;2.73;0.28;0.00
2021-01-24;Nordjylland;18;544;0;591967;17134;3932;0;2.89;0.66;0.00
2021-01-24;Sjælland;23;288;0;844962;19054;5827;0;2.26;0.69;0.00
2021-01-24;Syddanmark;1;175;0;1230444;34729;3430;0;2.82;0.28;0.00
2021-01-25;Hovedstaden;47;222;0;1873614;55455;8002;0;2.96;0.43;0.00
2021-01-25;Midtjylland;8;147;0;1345651;36706;3904;0;2.73;0.29;0.00
2021-01-25;Nordjylland;24;11;0;591967;17158;3943;0;2.90;0.67;0.00
2021-01-25;Sjælland;57;261;0;844962;19111;6088;0;2.26;0.72;0.00
2021-01-25;Syddanmark;135;1549;0;1230444;34864;4979;0;2.83;0.40;0.00
2021-01-26;Hovedstaden;19;139;0;1873614;55474;8141;0;2.96;0.43;0.00
2021-01-26;Midtjylland;9;47;0;1345651;36715;3951;0;2.73;0.29;0.00
2021-01-26;Nordjylland;2;155;0;591967;17160;4098;0;2.90;0.69;0.00
2021-01-26;Sjælland;93;365;0;844962;19204;6453;0;2.27;0.76;0.00
2021-01-26;Syddanmark;87;858;0;1230444;34951;5837;0;2.84;0.47;0.00
2021-01-27;Hovedstaden;16;618;0;1873614;55490;8759;0;2.96;0.47;0.00
2021-01-27;Midtjylland;23;1088;0;1345651;36738;5039;0;2.73;0.37;0.00
2021-01-27;Nordjylland;5;223;0;591967;17165;4321;0;2.90;0.73;0.00
2021-01-27;Sjælland;77;1093;0;844962;19281;7546;0;2.28;0.89;0.00
2021-01-27;Syddanmark;84;925;0;1230444;35035;6762;0;2.85;0.55;0.00
2021-01-28;Hovedstaden;24;3653;0;1873614;55514;12412;0;2.96;0.66;0.00
2021-01-28;Midtjylland;17;1688;0;1345651;36755;6727;0;2.73;0.50;0.00
2021-01-28;Nordjylland;25;516;0;591967;17190;4837;0;2.90;0.82;0.00
2021-01-28;Sjælland;135;1310;0;844962;19416;8856;0;2.30;1.05;0.00
2021-01-28;Syddanmark;36;449;0;1230444;35071;7211;0;2.85;0.59;0.00
2021-01-29;Hovedstaden;373;6916;0;1873614;55887;19328;0;2.98;1.03;0.00
2021-01-29;Midtjylland;267;3459;0;1345651;37022;10186;0;2.75;0.76;0.00
2021-01-29;Nordjylland;66;1764;0;591967;17256;6601;0;2.92;1.12;0.00
2021-01-29;Sjælland;238;1659;0;844962;19654;10515;0;2.33;1.24;0.00
2021-01-29;Syddanmark;68;2816;0;1230444;35139;10027;0;2.86;0.81;0.00
2021-01-30;Hovedstaden;378;4080;0;1873614;56265;23408;0;3.00;1.25;0.00
2021-01-30;Midtjylland;167;2251;0;1345651;37189;12437;0;2.76;0.92;0.00
2021-01-30;Nordjylland;61;1640;0;591967;17317;8241;0;2.93;1.39;0.00
2021-01-30;Sjælland;369;961;0;844962;20023;11476;0;2.37;1.36;0.00
2021-01-30;Syddanmark;118;2443;0;1230444;35257;12470;0;2.87;1.01;0.00
2021-01-31;Hovedstaden;297;2325;0;1873614;56562;25733;0;3.02;1.37;0.00
2021-01-31;Midtjylland;381;5248;0;1345651;37570;17685;0;2.79;1.31;0.00
2021-01-31;Nordjylland;99;1450;0;591967;17416;9691;0;2.94;1.64;0.00
2021-01-31;Sjælland;198;566;0;844962;20221;12042;0;2.39;1.43;0.00
2021-01-31;Syddanmark;140;1107;0;1230444;35397;13577;0;2.88;1.10;0.00
2021-02-01;Hovedstaden;64;1873;0;1873614;56626;27606;0;3.02;1.47;0.00
2021-02-01;Midtjylland;90;1400;0;1345651;37660;19085;0;2.80;1.42;0.00
2021-02-01;Nordjylland;89;479;0;591967;17505;10170;0;2.96;1.72;0.00
2021-02-01;Sjælland;281;755;0;844962;20502;12797;0;2.43;1.51;0.00
2021-02-01;Syddanmark;190;2800;0;1230444;35587;16377;0;2.89;1.33;0.00
2021-02-02;Hovedstaden;68;114;0;1873614;56694;27720;0;3.03;1.48;0.00
2021-02-02;Midtjylland;77;942;0;1345651;37737;20027;0;2.80;1.49;0.00
2021-02-02;Nordjylland;16;313;0;591967;17521;10483;0;2.96;1.77;0.00
2021-02-02;Sjælland;1185;446;0;844962;21687;13243;0;2.57;1.57;0.00
2021-02-02;Syddanmark;459;975;0;1230444;36046;17352;0;2.93;1.41;0.00
2021-02-03;Hovedstaden;62;2750;0;1873614;56756;30470;0;3.03;1.63;0.00
2021-02-03;Midtjylland;24;1305;0;1345651;37761;21332;0;2.81;1.59;0.00
2021-02-03;Nordjylland;6;528;0;591967;17527;11011;0;2.96;1.86;0.00
2021-02-03;Sjælland;858;707;0;844962;22545;13950;0;2.67;1.65;0.00
2021-02-03;Syddanmark;383;502;0;1230444;36429;17854;0;2.96;1.45;0.00
2021-02-04;Hovedstaden;60;6099;0;1873614;56816;36569;0;3.03;1.95;0.00
2021-02-04;Midtjylland;46;1639;0;1345651;37807;22971;0;2.81;1.71;0.00
2021-02-04;Nordjylland;774;293;0;591967;18301;11304;0;3.09;1.91;0.00
2021-02-04;Sjælland;84;1428;0;844962;22629;15378;0;2.68;1.82;0.00
2021-02-04;Syddanmark;314;705;0;1230444;36743;18559;0;2.99;1.51;0.00
2021-02-05;Hovedstaden;40;4623;0;1873614;56856;41192;0;3.03;2.20;0.00
2021-02-05;Midtjylland;287;2217;0;1345651;38094;25188;0;2.83;1.87;0.00
2021-02-05;Nordjylland;712;512;0;591967;19013;11816;0;3.21;2.00;0.00
2021-02-05;Sjælland;237;978;0;844962;22866;16356;0;2.71;1.94;0.00
2021-02-05;Syddanmark;207;4005;0;1230444;36950;22564;0;3.00;1.83;0.00
2021-02-06;Hovedstaden;314;2854;0;1873614;57170;44046;0;3.05;2.35;0.00
2021-02-06;Midtjylland;16;467;0;1345651;38110;25655;0;2.83;1.91;0.00
2021-02-06;Nordjylland;331;499;0;591967;19344;12315;0;3.27;2.08;0.00
2021-02-06;Sjælland;201;303;0;844962;23067;16659;0;2.73;1.97;0.00
2021-02-06;Syddanmark;65;2076;0;1230444;37015;24640;0;3.01;2.00;0.00
2021-02-07;Hovedstaden;108;562;0;1873614;57278;44608;0;3.06;2.38;0.00
2021-02-07;Midtjylland;19;75;0;1345651;38129;25730;0;2.83;1.91;0.00
2021-02-07;Nordjylland;649;1069;0;591967;19993;13384;0;3.38;2.26;0.00
2021-02-07;Sjælland;822;212;0;844962;23889;16871;0;2.83;2.00;0.00
2021-02-07;Syddanmark;96;1399;0;1230444;37111;26039;0;3.02;2.12;0.00
2021-02-08;Hovedstaden;890;1135;0;1873614;58168;45743;0;3.10;2.44;0.00
2021-02-08;Midtjylland;220;2455;0;1345651;38349;28185;0;2.85;2.09;0.00
2021-02-08;Nordjylland;525;1207;0;591967;20518;14591;0;3.47;2.46;0.00
2021-02-08;Sjælland;129;156;0;844962;24018;17027;0;2.84;2.02;0.00
2021-02-08;Syddanmark;529;1619;0;1230444;37640;27658;0;3.06;2.25;0.00
2021-02-09;Hovedstaden;1420;48;0;1873614;59588;45791;0;3.18;2.44;0.00
2021-02-09;Midtjylland;502;2420;0;1345651;38851;30605;0;2.89;2.27;0.00
2021-02-09;Nordjylland;72;971;0;591967;20590;15562;0;3.48;2.63;0.00
2021-02-09;Sjælland;503;63;0;844962;24521;17090;0;2.90;2.02;0.00
2021-02-09;Syddanmark;806;1017;0;1230444;38446;28675;0;3.12;2.33;0.00
2021-02-10;Hovedstaden;522;902;0;1873614;60110;46693;0;3.21;2.49;0.00
2021-02-10;Midtjylland;750;1772;0;1345651;39601;32377;0;2.94;2.41;0.00
2021-02-10;Nordjylland;56;621;0;591967;20646;16183;0;3.49;2.73;0.00
2021-02-10;Sjælland;860;231;0;844962;25381;17321;0;3.00;2.05;0.00
2021-02-10;Syddanmark;962;106;0;1230444;39408;28781;0;3.20;2.34;0.00
2021-02-11;Hovedstaden;1561;247;0;1873614;61671;46940;0;3.29;2.51;0.00
2021-02-11;Midtjylland;609;1498;0;1345651;40210;33875;0;2.99;2.52;0.00
2021-02-11;Nordjylland;463;225;0;591967;21109;16408;0;3.57;2.77;0.00
2021-02-11;Sjælland;1721;217;0;844962;27102;17538;0;3.21;2.08;0.00
2021-02-11;Syddanmark;1197;139;0;1230444;40605;28920;0;3.30;2.35;0.00
2021-02-12;Hovedstaden;1486;4127;0;1873614;63157;51067;0;3.37;2.73;0.00
2021-02-12;Midtjylland;4408;956;0;1345651;44618;34831;0;3.32;2.59;0.00
2021-02-12;Nordjylland;1266;102;0;591967;22375;16510;0;3.78;2.79;0.00
2021-02-12;Sjælland;2671;645;0;844962;29773;18183;0;3.52;2.15;0.00
2021-02-12;Syddanmark;1831;1630;0;1230444;42436;30550;0;3.45;2.48;0.00
2021-02-13;Hovedstaden;69;11;0;1873614;63226;51078;0;3.37;2.73;0.00
2021-02-13;Midtjylland;2520;40;0;1345651;47138;34871;0;3.50;2.59;0.00
2021-02-13;Nordjylland;13;2;0;591967;22388;16512;0;3.78;2.79;0.00
2021-02-13;Sjælland;2534;57;0;844962;32307;18240;0;3.82;2.16;0.00
2021-02-13;Syddanmark;1084;780;0;1230444;43520;31330;0;3.54;2.55;0.00
2021-02-14;Hovedstaden;278;13;0;1873614;63504;51091;0;3.39;2.73;0.00
2021-02-14;Midtjylland;1574;29;0;1345651;48712;34900;0;3.62;2.59;0.00
2021-02-14;Nordjylland;247;2;0;591967;22635;16514;0;3.82;2.79;0.00
2021-02-14;Sjælland;1760;28;0;844962;34067;18268;0;4.03;2.16;0.00
2021-02-14;Syddanmark;2066;512;0;1230444;45586;31842;0;3.70;2.59;0.00
2021-02-15;Hovedstaden;3745;1356;0;1873614;67249;52447;0;3.59;2.80;0.00
2021-02-15;Midtjylland;4149;442;0;1345651;52861;35342;0;3.93;2.63;0.00
2021-02-15;Nordjylland;140;36;0;591967;22775;16550;0;3.85;2.80;0.00
2021-02-15;Sjælland;2476;195;0;844962;36543;18463;0;4.32;2.19;0.00
2021-02-15;Syddanmark;2477;1021;0;1230444;48063;32863;0;3.91;2.67;0.00
2021-02-16;Hovedstaden;4227;404;0;1873614;71476;52851;0;3.81;2.82;0.00
2021-02-16;Midtjylland;3550;207;0;1345651;56411;35549;0;4.19;2.64;0.00
2021-02-16;Nordjylland;199;28;0;591967;22974;16578;0;3.88;2.80;0.00
2021-02-16;Sjælland;2629;112;0;844962;39172;18575;0;4.64;2.20;0.00
2021-02-16;Syddanmark;1876;525;0;1230444;49939;33388;0;4.06;2.71;0.00
2021-02-17;Hovedstaden;1071;37;0;1873614;72547;52888;0;3.87;2.82;0.00
2021-02-17;Midtjylland;2311;108;0;1345651;58722;35657;0;4.36;2.65;0.00
2021-02-17;Nordjylland;1225;15;0;591967;24199;16593;0;4.09;2.80;0.00
2021-02-17;Sjælland;3082;47;0;844962;42254;18622;0;5.00;2.20;0.00
2021-02-17;Syddanmark;2201;188;0;1230444;52140;33576;0;4.24;2.73;0.00
2021-02-18;Hovedstaden;3543;81;0;1873614;76090;52969;0;4.06;2.83;0.00
2021-02-18;Midtjylland;2129;64;0;1345651;60851;35721;0;4.52;2.65;0.00
2021-02-18;Nordjylland;1771;32;0;591967;25970;16625;0;4.39;2.81;0.00
2021-02-18;Sjælland;1661;95;0;844962;43915;18717;0;5.20;2.22;0.00
2021-02-18;Syddanmark;1958;44;0;1230444;54098;33620;0;4.40;2.73;0.00
2021-02-19;Hovedstaden;3478;55;0;1873614;79568;53024;0;4.25;2.83;0.00
2021-02-19;Midtjylland;3224;101;0;1345651;64075;35822;0;4.76;2.66;0.00
2021-02-19;Nordjylland;2014;176;0;591967;27984;16801;0;4.73;2.84;0.00
2021-02-19;Sjælland;1485;505;0;844962;45400;19222;0;5.37;2.27;0.00
2021-02-19;Syddanmark;3165;87;0;1230444;57263;33707;0;4.65;2.74;0.00
2021-02-20;Hovedstaden;2788;104;0;1873614;82356;53128;0;4.40;2.84;0.00
2021-02-20;Midtjylland;1076;7;0;1345651;65151;35829;0;4.84;2.66;0.00
2021-02-20;Nordjylland;2366;126;0;591967;30350;16927;0;5.13;2.86;0.00
2021-02-20;Sjælland;1337;250;0;844962;46737;19472;0;5.53;2.30;0.00
2021-02-20;Syddanmark;2347;56;0;1230444;59610;33763;0;4.84;2.74;0.00
2021-02-21;Hovedstaden;3065;105;0;1873614;85421;53233;0;4.56;2.84;0.00
2021-02-21;Midtjylland;1019;36;0;1345651;66170;35865;0;4.92;2.67;0.00
2021-02-21;Nordjylland;1631;24;0;591967;31981;16951;0;5.40;2.86;0.00
2021-02-21;Sjælland;1771;142;0;844962;48508;19614;0;5.74;2.32;0.00
2021-02-21;Syddanmark;2779;33;0;1230444;62389;33796;0;5.07;2.75;0.00
2021-02-22;Hovedstaden;3497;148;0;1873614;88918;53381;0;4.75;2.85;0.00
2021-02-22;Midtjylland;3383;337;0;1345651;69553;36202;0;5.17;2.69;0.00
2021-02-22;Nordjylland;793;32;0;591967;32774;16983;0;5.54;2.87;0.00
2021-02-22;Sjælland;1745;364;0;844962;50253;19978;0;5.95;2.36;0.00
2021-02-22;Syddanmark;3586;183;0;1230444;65975;33979;0;5.36;2.76;0.00
2021-02-23;Hovedstaden;3502;172;0;1873614;92420;53553;0;4.93;2.86;0.00
2021-02-23;Midtjylland;5037;263;1;1345651;74590;36465;1;5.54;2.71;0.00
2021-02-23;Nordjylland;393;26;0;591967;33167;17009;0;5.60;2.87;0.00
2021-02-23;Sjælland;1881;1027;0;844962;52134;21005;0;6.17;2.49;0.00
2021-02-23;Syddanmark;3089;345;0;1230444;69064;34324;0;5.61;2.79;0.00
