"Dato";"Antal 1. stik";"Antal 2. stik";"Antal 3. stik";"Antal borgere";"Samlet antal 1. stik";"Samlet antal 2. stik";"Samlet antal 3. stik";"Samlet dækning 1. stik (%)";"Samlet dækning 2. stik (%)";"Samlet dækning 3. stik (%)"
2021-11-21;1328;830;7631;5886638;4522043;4397047;561261;76.8;74.7;9.53
2021-11-22;3103;2228;28368;5886638;4525146;4399275;589629;76.9;74.7;10.0
2021-11-23;3082;2185;31930;5886638;4528228;4401460;621559;76.9;74.8;10.6
2021-11-24;2818;2446;35150;5886638;4531046;4403906;656709;77.0;74.8;11.2
2021-11-25;2773;2129;33756;5886638;4533819;4406035;690465;77.0;74.8;11.7
2021-11-26;2734;2334;26001;5886638;4536553;4408369;716466;77.1;74.9;12.2
2021-11-27;2218;1668;17898;5886638;4538771;4410037;734364;77.1;74.9;12.5
2021-11-28;3263;1421;17001;5886638;4542034;4411458;751365;77.2;74.9;12.8
2021-11-29;4061;2996;29423;5886638;4546095;4414454;780788;77.2;75.0;13.3
2021-11-30;4892;3614;30382;5886638;4550987;4418068;811170;77.3;75.1;13.8
2021-12-01;5071;3917;33748;5886638;4556058;4421985;844918;77.4;75.1;14.4
2021-12-02;5580;3438;32840;5886638;4561638;4425423;877758;77.5;75.2;14.9
2021-12-03;5142;3589;28170;5886638;4566780;4429012;905928;77.6;75.2;15.4
2021-12-04;6192;2594;17760;5886638;4572972;4431606;923688;77.7;75.3;15.7
2021-12-05;9492;1968;14249;5886638;4582464;4433574;937937;77.8;75.3;15.9
2021-12-06;7615;4827;34783;5886638;4590079;4438401;972720;78.0;75.4;16.5
2021-12-07;10148;4703;38046;5886638;4600227;4443104;1010766;78.1;75.5;17.2
2021-12-08;10852;5210;46845;5886638;4611079;4448314;1057611;78.3;75.6;18.0
2021-12-09;11089;4151;47737;5886638;4622168;4452465;1105348;78.5;75.6;18.8
2021-12-10;10292;3955;49480;5886638;4632460;4456420;1154828;78.7;75.7;19.6
2021-12-11;9372;2359;33944;5886638;4641832;4458779;1188772;78.9;75.7;20.2
2021-12-12;12444;1963;32520;5886638;4654276;4460742;1221292;79.1;75.8;20.7
2021-12-13;8942;4251;83140;5886638;4663218;4464993;1304432;79.2;75.8;22.2
2021-12-14;11024;4298;108550;5886638;4674242;4469291;1412982;79.4;75.9;24.0
2021-12-15;14309;4562;133552;5886638;4688551;4473853;1546534;79.6;76.0;26.3
2021-12-16;14950;3943;147842;5886638;4703501;4477796;1694376;79.9;76.1;28.8
2021-12-17;13010;4082;145846;5886638;4716511;4481878;1840222;80.1;76.1;31.3
2021-12-18;10733;2819;82612;5886638;4727244;4484697;1922834;80.3;76.2;32.7
2021-12-19;9709;2984;70899;5886638;4736953;4487681;1993733;80.5;76.2;33.9
2021-12-20;10456;6194;132972;5886638;4747409;4493875;2126705;80.6;76.3;36.1
2021-12-21;9349;5585;108733;5886638;4756758;4499460;2235438;80.8;76.4;38.0
2021-12-22;6955;5253;93331;5886638;4763713;4504713;2328769;80.9;76.5;39.6
2021-12-23;2936;3005;75734;5886638;4766649;4507718;2404503;81.0;76.6;40.8
2021-12-24;281;227;9385;5886638;4766930;4507945;2413888;81.0;76.6;41.0
2021-12-25;620;449;17943;5886638;4767550;4508394;2431831;81.0;76.6;41.3
2021-12-26;1528;1418;27590;5886638;4769078;4509812;2459421;81.0;76.6;41.8
2021-12-27;6297;12444;91168;5886638;4775375;4522256;2550589;81.1;76.8;43.3
2021-12-28;5212;10245;85137;5886638;4780587;4532501;2635726;81.2;77.0;44.8
2021-12-29;5363;10034;74448;5886638;4785950;4542535;2710174;81.3;77.2;46.0
2021-12-30;2910;6489;43691;5886638;4788860;4549024;2753865;81.4;77.3;46.8
2021-12-31;289;555;4850;5886638;4789149;4549579;2758715;81.4;77.3;46.9
2022-01-01;351;905;6916;5886638;4789500;4550484;2765631;81.4;77.3;47.0
2022-01-02;2118;7560;32873;5886638;4791618;4558044;2798504;81.4;77.4;47.5
2022-01-03;3865;13982;56867;5886638;4795483;4572026;2855371;81.5;77.7;48.5
2022-01-04;3476;11772;53394;5886638;4798959;4583798;2908765;81.5;77.9;49.4
2022-01-05;2735;11235;46908;5886638;4801694;4595033;2955673;81.6;78.1;50.2
2022-01-06;2579;11192;43475;5886638;4804273;4606225;2999148;81.6;78.2;50.9
2022-01-07;3054;11964;45689;5886638;4807327;4618189;3044837;81.7;78.5;51.7
2022-01-08;2266;11112;24350;5886638;4809593;4629301;3069187;81.7;78.6;52.1
2022-01-09;1473;8969;21870;5886638;4811066;4638270;3091057;81.7;78.8;52.5
2022-01-10;1892;8794;34996;5886638;4812958;4647064;3126053;81.8;78.9;53.1
2022-01-11;1800;8423;27954;5886638;4814758;4655487;3154007;81.8;79.1;53.6
2022-01-12;1726;8083;31544;5886638;4816484;4663570;3185551;81.8;79.2;54.1
2022-01-13;1673;6464;35916;5886638;4818157;4670034;3221467;81.8;79.3;54.7
2022-01-14;1839;5581;36115;5886638;4819996;4675615;3257582;81.9;79.4;55.3
2022-01-15;1208;4193;19561;5886638;4821204;4679808;3277143;81.9;79.5;55.7
2022-01-16;730;3689;20678;5886638;4821934;4683497;3297821;81.9;79.6;56.0
2022-01-17;1146;4501;33163;5886638;4823080;4687998;3330984;81.9;79.6;56.6
2022-01-18;1064;4217;26321;5886638;4824144;4692215;3357305;82.0;79.7;57.0
2022-01-19;1091;4332;23016;5886638;4825235;4696547;3380321;82.0;79.8;57.4
2022-01-20;927;3884;19279;5886638;4826162;4700431;3399600;82.0;79.8;57.8
2022-01-21;1093;3599;21269;5886638;4827255;4704030;3420869;82.0;79.9;58.1
2022-01-22;638;2546;10097;5886638;4827893;4706576;3430966;82.0;80.0;58.3
2022-01-23;387;2156;10237;5886638;4828280;4708732;3441203;82.0;80.0;58.5
2022-01-24;524;2610;16186;5886638;4828804;4711342;3457389;82.0;80.0;58.7
2022-01-25;521;2681;12745;5886638;4829325;4714023;3470134;82.0;80.1;58.9
2022-01-26;466;2452;10952;5886638;4829791;4716475;3481086;82.0;80.1;59.1
2022-01-27;435;2275;9558;5886638;4830226;4718750;3490644;82.1;80.2;59.3
2022-01-28;493;2670;10228;5886638;4830719;4721420;3500872;82.1;80.2;59.5
2022-01-29;258;1897;4737;5886638;4830977;4723317;3505609;82.1;80.2;59.6
2022-01-30;182;1674;3518;5886638;4831159;4724991;3509127;82.1;80.3;59.6
2022-01-31;288;1587;7491;5886638;4831447;4726578;3516618;82.1;80.3;59.7
2022-02-01;276;1229;5262;5886638;4831723;4727807;3521880;82.1;80.3;59.8
2022-02-02;275;1195;5033;5886638;4831998;4729002;3526913;82.1;80.3;59.9
2022-02-03;237;1106;4461;5886638;4832235;4730108;3531374;82.1;80.4;60.0
2022-02-04;247;1309;4771;5886638;4832482;4731417;3536145;82.1;80.4;60.1
2022-02-05;149;1011;2516;5886638;4832631;4732428;3538661;82.1;80.4;60.1
2022-02-06;96;595;2205;5886638;4832727;4733023;3540866;82.1;80.4;60.2
2022-02-07;162;881;3941;5886638;4832889;4733904;3544807;82.1;80.4;60.2
2022-02-08;146;1014;3427;5886638;4833035;4734918;3548234;82.1;80.4;60.3
2022-02-09;160;912;3423;5886638;4833195;4735830;3551657;82.1;80.5;60.3
2022-02-10;147;807;3111;5886638;4833342;4736637;3554768;82.1;80.5;60.4
2022-02-11;154;982;3138;5886638;4833496;4737619;3557906;82.1;80.5;60.4
2022-02-12;96;749;1802;5886638;4833592;4738368;3559708;82.1;80.5;60.5
2022-02-13;70;504;1592;5886638;4833662;4738872;3561300;82.1;80.5;60.5
2022-02-14;120;485;2234;5886638;4833782;4739357;3563534;82.1;80.5;60.5
2022-02-15;106;455;1914;5886638;4833888;4739812;3565448;82.1;80.5;60.6
2022-02-16;131;549;1972;5886638;4834019;4740361;3567420;82.1;80.5;60.6
2022-02-17;140;496;1971;5886638;4834159;4740857;3569391;82.1;80.5;60.6
2022-02-18;126;524;1786;5886638;4834285;4741381;3571177;82.1;80.5;60.7
2022-02-19;73;312;866;5886638;4834358;4741693;3572043;82.1;80.6;60.7
2022-02-20;50;255;772;5886638;4834408;4741948;3572815;82.1;80.6;60.7
2022-02-21;88;395;1840;5886638;4834496;4742343;3574655;82.1;80.6;60.7
2022-02-22;114;432;1957;5886638;4834610;4742775;3576612;82.1;80.6;60.8
2022-02-23;96;448;1807;5886638;4834706;4743223;3578419;82.1;80.6;60.8
2022-02-24;116;480;1883;5886638;4834822;4743703;3580302;82.1;80.6;60.8
2022-02-25;92;417;1493;5886638;4834914;4744120;3581795;82.1;80.6;60.8
2022-02-26;73;306;866;5886638;4834987;4744426;3582661;82.1;80.6;60.9
2022-02-27;59;262;802;5886638;4835046;4744688;3583463;82.1;80.6;60.9
2022-02-28;75;332;1548;5886638;4835121;4745020;3585011;82.1;80.6;60.9
2022-03-01;97;308;1452;5886638;4835218;4745328;3586463;82.1;80.6;60.9
2022-03-02;82;372;1449;5886638;4835300;4745700;3587912;82.1;80.6;61.0
2022-03-03;84;269;1289;5886638;4835384;4745969;3589201;82.1;80.6;61.0
2022-03-04;67;277;1200;5886638;4835451;4746246;3590401;82.1;80.6;61.0
2022-03-05;61;220;838;5886638;4835512;4746466;3591239;82.1;80.6;61.0
2022-03-06;62;180;876;5886638;4835574;4746646;3592115;82.1;80.6;61.0
2022-03-07;78;245;1271;5886638;4835652;4746891;3593386;82.1;80.6;61.0
2022-03-08;60;196;1215;5886638;4835712;4747087;3594601;82.1;80.6;61.1
2022-03-09;61;225;1015;5886638;4835773;4747312;3595616;82.1;80.6;61.1
2022-03-10;90;239;1179;5886638;4835863;4747551;3596795;82.1;80.6;61.1
2022-03-11;74;185;1003;5886638;4835937;4747736;3597798;82.2;80.7;61.1
2022-03-12;30;112;420;5886638;4835967;4747848;3598218;82.2;80.7;61.1
2022-03-13;58;154;889;5886638;4836025;4748002;3599107;82.2;80.7;61.1
2022-03-14;80;167;1098;5886638;4836105;4748169;3600205;82.2;80.7;61.2
2022-03-15;63;210;1121;5886638;4836168;4748379;3601326;82.2;80.7;61.2
2022-03-16;61;188;932;5886638;4836229;4748567;3602258;82.2;80.7;61.2
2022-03-17;70;214;1059;5886638;4836299;4748781;3603317;82.2;80.7;61.2
2022-03-18;58;127;851;5886638;4836357;4748908;3604168;82.2;80.7;61.2
2022-03-19;29;112;419;5886638;4836386;4749020;3604587;82.2;80.7;61.2
2022-03-20;44;174;800;5886638;4836430;4749194;3605387;82.2;80.7;61.2
2022-03-21;63;141;935;5886638;4836493;4749335;3606322;82.2;80.7;61.3
2022-03-22;80;157;895;5886638;4836573;4749492;3607217;82.2;80.7;61.3
2022-03-23;47;114;757;5886638;4836620;4749606;3607974;82.2;80.7;61.3
2022-03-24;64;160;869;5886638;4836684;4749766;3608843;82.2;80.7;61.3
2022-03-25;84;160;762;5886638;4836768;4749926;3609605;82.2;80.7;61.3
2022-03-26;30;103;333;5886638;4836798;4750029;3609938;82.2;80.7;61.3
2022-03-27;63;119;584;5886638;4836861;4750148;3610522;82.2;80.7;61.3
2022-03-28;62;168;981;5886638;4836923;4750316;3611503;82.2;80.7;61.4
2022-03-29;56;115;733;5886638;4836979;4750431;3612236;82.2;80.7;61.4
2022-03-30;55;124;736;5886638;4837034;4750555;3612972;82.2;80.7;61.4
2022-03-31;66;116;744;5886638;4837100;4750671;3613716;82.2;80.7;61.4
2022-04-01;38;90;558;5886638;4837138;4750761;3614274;82.2;80.7;61.4
2022-04-02;31;80;352;5886638;4837169;4750841;3614626;82.2;80.7;61.4
2022-04-03;58;102;627;5886638;4837227;4750943;3615253;82.2;80.7;61.4
2022-04-04;62;100;785;5886638;4837289;4751043;3616038;82.2;80.7;61.4
2022-04-05;48;81;643;5886638;4837337;4751124;3616681;82.2;80.7;61.4
2022-04-06;66;109;677;5886638;4837403;4751233;3617358;82.2;80.7;61.5
2022-04-07;47;73;455;5886638;4837450;4751306;3617813;82.2;80.7;61.5
2022-04-08;46;96;598;5886638;4837496;4751402;3618411;82.2;80.7;61.5
2022-04-09;68;107;474;5886638;4837564;4751509;3618885;82.2;80.7;61.5
2022-04-10;43;86;545;5886638;4837607;4751595;3619430;82.2;80.7;61.5
2022-04-11;84;163;964;5886638;4837691;4751758;3620394;82.2;80.7;61.5
2022-04-12;55;108;560;5886638;4837746;4751866;3620954;82.2;80.7;61.5
2022-04-13;92;126;621;5886638;4837838;4751992;3621575;82.2;80.7;61.5
2022-04-14;6;21;72;5886638;4837844;4752013;3621647;82.2;80.7;61.5
2022-04-15;18;23;134;5886638;4837862;4752036;3621781;82.2;80.7;61.5
2022-04-16;22;54;205;5886638;4837884;4752090;3621986;82.2;80.7;61.5
2022-04-17;23;17;68;5886638;4837907;4752107;3622054;82.2;80.7;61.5
2022-04-18;18;47;242;5886638;4837925;4752154;3622296;82.2;80.7;61.5
2022-04-19;53;90;606;5886638;4837978;4752244;3622902;82.2;80.7;61.5
2022-04-20;56;107;662;5886638;4838034;4752351;3623564;82.2;80.7;61.6
2022-04-21;51;98;493;5886638;4838085;4752449;3624057;82.2;80.7;61.6
