"Dato";"Kommune";"Antal 1. stik";"Antal 2. stik";"Antal 3. stik";"Antal borgere";"Samlet antal 1. stik";"Samlet antal 2. stik";"Samlet antal 3. stik";"Samlet dækning 1. stik (%)";"Samlet dækning 2. stik (%)";"Samlet dækning 3. stik (%)"
2020-12-08;Aalborg;1;0;0;221184;1;0;0;0.00;0.00;0.00
2020-12-11;Aalborg;1;0;0;221184;2;0;0;0.00;0.00;0.00
2020-12-16;Brøndby;1;0;0;36002;1;0;0;0.00;0.00;0.00
2020-12-17;Frederikssund;1;0;0;45902;1;0;0;0.00;0.00;0.00
2020-12-18;Gentofte;1;0;0;74336;1;0;0;0.00;0.00;0.00
2020-12-18;Holbæk;1;0;0;73036;1;0;0;0.00;0.00;0.00
2020-12-19;Frederiksberg;1;0;0;103952;1;0;0;0.00;0.00;0.00
2020-12-20;Rudersdal;1;0;0;57254;1;0;0;0.00;0.00;0.00
2020-12-21;Gentofte;1;0;0;74336;2;0;0;0.00;0.00;0.00
2020-12-21;København;1;0;0;647486;1;0;0;0.00;0.00;0.00
2020-12-21;Århus;1;0;0;355691;1;0;0;0.00;0.00;0.00
2020-12-22;Kolding;1;0;0;93933;1;0;0;0.00;0.00;0.00
2020-12-22;København;1;0;0;647486;2;0;0;0.00;0.00;0.00
2020-12-22;Odder;1;0;0;23431;1;0;0;0.00;0.00;0.00
2020-12-22;Odense;1;0;0;206297;1;0;0;0.00;0.00;0.00
2020-12-22;Århus;1;0;0;355691;2;0;0;0.00;0.00;0.00
2020-12-23;København;2;0;0;647486;4;0;0;0.00;0.00;0.00
2020-12-23;Århus;2;0;0;355691;4;0;0;0.00;0.00;0.00
2020-12-24;Gladsaxe;1;0;0;69305;1;0;0;0.00;0.00;0.00
2020-12-24;København;2;0;0;647486;6;0;0;0.00;0.00;0.00
2020-12-24;Næstved;1;0;0;84045;1;0;0;0.00;0.00;0.00
2020-12-26;Allerød;1;0;0;25871;1;0;0;0.00;0.00;0.00
2020-12-26;Bornholm;1;0;0;39666;1;0;0;0.00;0.00;0.00
2020-12-26;København;1;0;0;647486;7;0;0;0.00;0.00;0.00
2020-12-26;Ringsted;1;0;0;35445;1;0;0;0.00;0.00;0.00
2020-12-26;Roskilde;1;0;0;89763;1;0;0;0.00;0.00;0.00
2020-12-27;Aalborg;714;0;0;221184;716;0;0;0.32;0.00;0.00
2020-12-27;Albertslund;19;0;0;27504;19;0;0;0.07;0.00;0.00
2020-12-27;Allerød;18;0;0;25871;19;0;0;0.07;0.00;0.00
2020-12-27;Assens;5;0;0;40910;5;0;0;0.01;0.00;0.00
2020-12-27;Ballerup;26;0;0;49429;26;0;0;0.05;0.00;0.00
2020-12-27;Bornholm;61;0;0;39666;62;0;0;0.16;0.00;0.00
2020-12-27;Brøndby;16;0;0;36002;17;0;0;0.05;0.00;0.00
2020-12-27;Brønderslev;29;0;0;36363;29;0;0;0.08;0.00;0.00
2020-12-27;Dragør;8;0;0;14556;8;0;0;0.05;0.00;0.00
2020-12-27;Egedal;26;0;0;44558;26;0;0;0.06;0.00;0.00
2020-12-27;Faaborg-Midtfyn;12;0;0;51932;12;0;0;0.02;0.00;0.00
2020-12-27;Favrskov;31;0;0;49006;31;0;0;0.06;0.00;0.00
2020-12-27;Faxe;16;0;0;37136;16;0;0;0.04;0.00;0.00
2020-12-27;Fredensborg;19;0;0;41344;19;0;0;0.05;0.00;0.00
2020-12-27;Frederiksberg;88;0;0;103952;89;0;0;0.09;0.00;0.00
2020-12-27;Frederikshavn;14;0;0;58794;14;0;0;0.02;0.00;0.00
2020-12-27;Frederikssund;15;0;0;45902;16;0;0;0.03;0.00;0.00
2020-12-27;Furesø;27;0;0;41570;27;0;0;0.06;0.00;0.00
2020-12-27;Gentofte;42;0;0;74336;44;0;0;0.06;0.00;0.00
2020-12-27;Gladsaxe;51;0;0;69305;52;0;0;0.08;0.00;0.00
2020-12-27;Glostrup;15;0;0;23490;15;0;0;0.06;0.00;0.00
2020-12-27;Greve;202;0;0;51022;202;0;0;0.40;0.00;0.00
2020-12-27;Gribskov;27;0;0;41309;27;0;0;0.07;0.00;0.00
2020-12-27;Guldborgsund;57;0;0;60242;57;0;0;0.09;0.00;0.00
2020-12-27;Halsnæs;15;0;0;31427;15;0;0;0.05;0.00;0.00
2020-12-27;Hedensted;10;0;0;47244;10;0;0;0.02;0.00;0.00
2020-12-27;Helsingør;34;0;0;62944;34;0;0;0.05;0.00;0.00
2020-12-27;Herlev;49;0;0;28812;49;0;0;0.17;0.00;0.00
2020-12-27;Herning;71;0;0;89581;71;0;0;0.08;0.00;0.00
2020-12-27;Hillerød;58;0;0;53369;58;0;0;0.11;0.00;0.00
2020-12-27;Hjørring;78;0;0;63757;78;0;0;0.12;0.00;0.00
2020-12-27;Holbæk;49;0;0;73036;50;0;0;0.07;0.00;0.00
2020-12-27;Holstebro;16;0;0;58611;16;0;0;0.03;0.00;0.00
