"Uge";"Aldersgruppe";"Antal 1. stik";"Antal 2. stik";"Antal 3. stik";"Antal borgere";"Samlet antal 1. stik";"Samlet antal 2. stik";"Samlet antal 3. stik";"Samlet dækning 1. stik (%)";"Samlet dækning 2. stik (%)";"Samlet dækning 3. stik (%)"
2021-U08;12-15;3;0;0;273041;4;1;0;0.00;0.00;0.00
2021-U08;16-19;294;24;0;274722;730;231;0;0.27;0.08;0.00
2021-U08;20-39;17882;1451;1;1504494;64438;29064;1;4.28;1.93;0.00
2021-U08;40-64;43819;3159;2;1893459;151287;73362;2;7.99;3.87;0.00
2021-U08;65-79;22849;1981;2;905410;63124;29715;2;6.97;3.28;0.00
2021-U08;80+;21498;2166;3;294783;121231;35867;3;41.1;12.2;0.00
2021-U09;03-04;1;0;0;124610;1;0;0;0.00;0.00;0.00
2021-U09;05-11;1;0;0;429547;1;0;0;0.00;0.00;0.00
2021-U09;12-15;4;0;0;273041;8;1;0;0.00;0.00;0.00
2021-U09;16-19;308;37;0;274722;1038;268;0;0.38;0.10;0.00
2021-U09;20-39;21489;1143;0;1504494;85927;30207;1;5.71;2.01;0.00
2021-U09;40-64;44045;2470;2;1893459;195332;75832;4;10.3;4.00;0.00
2021-U09;65-79;28855;1650;3;905410;91979;31365;5;10.2;3.46;0.00
2021-U09;80+;12540;12692;0;294783;133771;48559;3;45.4;16.5;0.00
2021-U10;12-15;2;0;0;273041;10;1;0;0.00;0.00;0.00
2021-U10;16-19;173;30;0;274722;1211;298;0;0.44;0.11;0.00
2021-U10;20-39;9117;1660;2;1504494;95044;31867;3;6.32;2.12;0.00
2021-U10;40-64;17831;4538;5;1893459;213163;80370;9;11.3;4.24;0.00
2021-U10;65-79;11086;6134;4;905410;103065;37499;9;11.4;4.14;0.00
2021-U10;80+;6643;39024;6;294783;140414;87583;9;47.6;29.7;0.00
2021-U11;12-15;2;0;0;273041;12;1;0;0.00;0.00;0.00
2021-U11;16-19;153;101;0;274722;1364;399;0;0.50;0.15;0.00
2021-U11;20-39;4403;3047;0;1504494;99447;34914;3;6.61;2.32;0.00
2021-U11;40-64;10198;9548;1;1893459;223361;89918;10;11.8;4.75;0.00
2021-U11;65-79;10743;14632;0;905410;113808;52131;9;12.6;5.76;0.00
2021-U11;80+;23914;26935;0;294783;164328;114518;9;55.7;38.8;0.00
2021-U12;05-11;0;1;0;429547;1;1;0;0.00;0.00;0.00
2021-U12;12-15;0;1;0;273041;12;2;0;0.00;0.00;0.00
2021-U12;16-19;93;152;0;274722;1457;551;0;0.53;0.20;0.00
2021-U12;20-39;3033;3676;0;1504494;102480;38590;3;6.81;2.56;0.00
2021-U12;40-64;7166;12337;3;1893459;230527;102255;13;12.2;5.40;0.00
2021-U12;65-79;8437;23178;3;905410;122245;75309;12;13.5;8.32;0.00
2021-U12;80+;34780;9641;0;294783;199108;124159;9;67.5;42.1;0.00
2021-U13;03-04;0;1;0;124610;1;1;0;0.00;0.00;0.00
2021-U13;05-11;1;0;0;429547;2;1;0;0.00;0.00;0.00
2021-U13;12-15;1;1;0;273041;13;3;0;0.00;0.00;0.00
2021-U13;16-19;120;128;0;274722;1577;679;0;0.57;0.25;0.00
2021-U13;20-39;2994;2806;1;1504494;105474;41396;4;7.01;2.75;0.00
2021-U13;40-64;9645;8786;1;1893459;240172;111041;14;12.7;5.86;0.00
2021-U13;65-79;33842;17322;4;905410;156087;92631;16;17.2;10.2;0.00
2021-U13;80+;37518;9294;1;294783;236626;133453;10;80.3;45.3;0.00
2021-U14;12-15;0;5;0;273041;13;8;0;0.00;0.00;0.00
2021-U14;16-19;125;160;0;274722;1702;839;0;0.62;0.31;0.00
2021-U14;20-39;2515;4807;1;1504494;107989;46203;5;7.18;3.07;0.00
2021-U14;40-64;6079;10938;4;1893459;246251;121979;18;13.0;6.44;0.00
2021-U14;65-79;72991;11557;5;905410;229078;104188;21;25.3;11.5;0.00
2021-U14;80+;24073;13342;1;294783;260699;146795;11;88.4;49.8;0.00
2021-U15;12-15;0;2;0;273041;13;10;0;0.00;0.00;0.00
2021-U15;16-19;105;115;0;274722;1807;954;0;0.66;0.35;0.00
2021-U15;20-39;2335;3581;0;1504494;110324;49784;5;7.33;3.31;0.00
2021-U15;40-64;5462;8852;8;1893459;251713;130831;26;13.3;6.91;0.00
2021-U15;65-79;168431;10022;0;905410;397509;114210;21;43.9;12.6;0.00
2021-U15;80+;12193;30231;2;294783;272892;177026;13;92.6;60.1;0.00
2021-U16;05-11;0;1;0;429547;2;2;0;0.00;0.00;0.00
2021-U16;12-15;1;0;0;273041;14;10;0;0.01;0.00;0.00
2021-U16;16-19;126;115;0;274722;1933;1069;0;0.70;0.39;0.00
2021-U16;20-39;2192;2672;4;1504494;112516;52456;9;7.48;3.49;0.00
2021-U16;40-64;5235;8913;5;1893459;256948;139744;31;13.6;7.38;0.00
2021-U16;65-79;138375;21582;2;905410;535884;135792;23;59.2;15.0;0.00
2021-U16;80+;3172;38978;1;294783;276064;216004;14;93.6;73.3;0.00
2021-U17;05-11;1;0;0;429547;3;2;0;0.00;0.00;0.00
2021-U17;12-15;1;0;0;273041;15;10;0;0.01;0.00;0.00
2021-U17;16-19;116;121;0;274722;2049;1190;0;0.75;0.43;0.00
2021-U17;20-39;2129;4443;9;1504494;114645;56899;18;7.62;3.78;0.00
2021-U17;40-64;10459;10538;20;1893459;267407;150282;51;14.1;7.94;0.00
2021-U17;65-79;129505;47410;1;905410;665389;183202;24;73.5;20.2;0.00
2021-U17;80+;2637;27549;1;294783;278701;243553;15;94.5;82.6;0.01
2021-U18;12-15;1;0;0;273041;16;10;0;0.01;0.00;0.00
2021-U18;16-19;128;159;0;274722;2177;1349;0;0.79;0.49;0.00
2021-U18;20-39;2743;8050;7;1504494;117388;64949;25;7.80;4.32;0.00
2021-U18;40-64;43586;18057;12;1893459;310993;168339;63;16.4;8.89;0.00
2021-U18;65-79;90035;150193;3;905410;755424;333395;27;83.4;36.8;0.00
2021-U18;80+;1491;19463;1;294783;280192;263016;16;95.1;89.2;0.01
2021-U19;12-15;26;0;0;273041;42;10;0;0.02;0.00;0.00
2021-U19;16-19;141;166;0;274722;2318;1515;0;0.84;0.55;0.00
2021-U19;20-39;2663;9939;4;1504494;120051;74888;29;7.98;4.98;0.00
2021-U19;40-64;94256;21518;10;1893459;405249;189857;73;21.4;10.0;0.00
2021-U19;65-79;59715;131782;5;905410;815139;465177;32;90.0;51.4;0.00
2021-U19;80+;1136;8907;0;294783;281328;271923;16;95.4;92.2;0.01
2021-U20;05-11;1;0;0;429547;4;2;0;0.00;0.00;0.00
2021-U20;12-15;24;1;0;273041;66;11;0;0.02;0.00;0.00
2021-U20;16-19;316;205;0;274722;2634;1720;0;0.96;0.63;0.00
2021-U20;20-39;3379;15721;2;1504494;123430;90609;31;8.20;6.02;0.00
2021-U20;40-64;176709;32454;7;1893459;581958;222311;80;30.7;11.7;0.00
2021-U20;65-79;27199;90373;2;905410;842338;555550;34;93.0;61.4;0.00
2021-U20;80+;893;3799;2;294783;282221;275722;18;95.7;93.5;0.01
2021-U21;05-11;1;0;0;429547;5;2;0;0.00;0.00;0.00
2021-U21;12-15;14;1;0;273041;80;12;0;0.03;0.00;0.00
2021-U21;16-19;4192;142;0;274722;6826;1862;0;2.48;0.68;0.00
2021-U21;20-39;3536;11160;4;1504494;126966;101769;35;8.44;6.76;0.00
2021-U21;40-64;238640;21674;7;1893459;820598;243985;87;43.3;12.9;0.00
2021-U21;65-79;12900;33928;5;905410;855238;589478;39;94.5;65.1;0.00
2021-U21;80+;727;1198;2;294783;282948;276920;20;96.0;93.9;0.01
2021-U22;00-02;1;0;0;186572;1;0;0;0.00;0.00;0.00
2021-U22;05-11;2;0;0;429547;7;2;0;0.00;0.00;0.00
2021-U22;12-15;15;20;0;273041;95;32;0;0.03;0.01;0.00
2021-U22;16-19;22297;137;0;274722;29123;1999;0;10.6;0.73;0.00
2021-U22;20-39;17034;6835;4;1504494;144000;108604;39;9.57;7.22;0.00
2021-U22;40-64;215348;18482;6;1893459;1035946;262467;93;54.7;13.9;0.00
2021-U22;65-79;5734;80155;4;905410;860972;669633;43;95.1;74.0;0.00
2021-U22;80+;496;1639;1;294783;283444;278559;21;96.2;94.5;0.01
2021-U23;05-11;2;0;0;429547;9;2;0;0.00;0.00;0.00
2021-U23;12-15;9;23;0;273041;104;55;0;0.04;0.02;0.00
2021-U23;16-19;48676;141;1;274722;77799;2140;1;28.3;0.78;0.00
2021-U23;20-39;57130;3639;1;1504494;201130;112243;40;13.4;7.46;0.00
2021-U23;40-64;224712;34481;9;1893459;1260658;296948;102;66.6;15.7;0.01
2021-U23;65-79;3039;74017;3;905410;864011;743650;46;95.4;82.1;0.01
2021-U23;80+;399;1241;0;294783;283843;279800;21;96.3;94.9;0.01
2021-U24;05-11;2;0;0;429547;11;2;0;0.00;0.00;0.00
2021-U24;12-15;13;11;0;273041;117;66;0;0.04;0.02;0.00
2021-U24;16-19;45331;126;1;274722;123130;2266;2;44.8;0.82;0.00
2021-U24;20-39;81975;2958;0;1504494;283105;115201;40;18.8;7.66;0.00
2021-U24;40-64;173326;73047;9;1893459;1433984;369995;111;75.7;19.5;0.01
2021-U24;65-79;2178;62539;2;905410;866189;806189;48;95.7;89.0;0.01
2021-U24;80+;294;778;0;294783;284137;280578;21;96.4;95.2;0.01
2021-U25;12-15;15;11;0;273041;132;77;0;0.05;0.03;0.00
2021-U25;16-19;21756;241;0;274722;144886;2507;2;52.7;0.91;0.00
2021-U25;20-39;91316;3376;2;1504494;374421;118577;42;24.9;7.88;0.00
2021-U25;40-64;107564;160311;9;1893459;1541548;530306;120;81.4;28.0;0.01
2021-U25;65-79;1385;31360;12;905410;867574;837549;60;95.8;92.5;0.01
2021-U25;80+;209;802;2;294783;284346;281380;23;96.5;95.5;0.01
2021-U26;05-11;0;1;0;429547;11;3;0;0.00;0.00;0.00
2021-U26;12-15;45;11;0;273041;177;88;0;0.06;0.03;0.00
2021-U26;16-19;21198;3408;0;274722;166084;5915;2;60.5;2.15;0.00
2021-U26;20-39;86905;3052;1;1504494;461326;121629;43;30.7;8.08;0.00
2021-U26;40-64;60471;239225;10;1893459;1602019;769531;130;84.6;40.6;0.01
2021-U26;65-79;989;13696;1;905410;868563;851245;61;95.9;94.0;0.01
2021-U26;80+;166;709;0;294783;284512;282089;23;96.5;95.7;0.01
2021-U27;00-02;1;0;0;186572;2;0;0;0.00;0.00;0.00
2021-U27;05-11;1;1;0;429547;12;4;0;0.00;0.00;0.00
2021-U27;12-15;43;7;0;273041;220;95;0;0.08;0.03;0.00
2021-U27;16-19;16595;15346;1;274722;182679;21261;3;66.5;7.74;0.00
2021-U27;20-39;213318;5472;3;1504494;674644;127101;46;44.8;8.45;0.00
2021-U27;40-64;45126;210167;14;1893459;1647145;979698;144;87.0;51.7;0.01
2021-U27;65-79;1305;6938;2;905410;869868;858183;63;96.1;94.8;0.01
2021-U27;80+;178;511;3;294783;284690;282600;26;96.6;95.9;0.01
2021-U28;03-04;3;0;0;124610;4;1;0;0.00;0.00;0.00
2021-U28;12-15;9296;9;0;273041;9516;104;0;3.49;0.04;0.00
2021-U28;16-19;9804;41175;0;274722;192483;62436;3;70.1;22.7;0.00
2021-U28;20-39;187892;38507;5;1504494;862536;165608;51;57.3;11.0;0.00
2021-U28;40-64;19070;222430;14;1893459;1666215;1202128;158;88.0;63.5;0.01
2021-U28;65-79;790;3524;0;905410;870658;861707;63;96.2;95.2;0.01
2021-U28;80+;148;412;3;294783;284838;283012;29;96.6;96.0;0.01
2021-U29;00-02;1;0;0;186572;3;0;0;0.00;0.00;0.00
2021-U29;05-11;0;1;0;429547;12;5;0;0.00;0.00;0.00
2021-U29;12-15;34064;31;0;273041;43580;135;0;16.0;0.05;0.00
2021-U29;16-19;11697;47557;0;274722;204180;109993;3;74.3;40.0;0.00
2021-U29;20-39;114433;81166;3;1504494;976969;246774;54;64.9;16.4;0.00
2021-U29;40-64;14802;184913;16;1893459;1681017;1387041;174;88.8;73.3;0.01
2021-U29;65-79;762;2581;1;905410;871420;864288;64;96.2;95.5;0.01
2021-U29;80+;127;350;0;294783;284965;283362;29;96.7;96.1;0.01
2021-U30;00-02;1;0;0;186572;4;0;0;0.00;0.00;0.00
2021-U30;03-04;1;0;0;124610;5;1;0;0.00;0.00;0.00
2021-U30;12-15;31771;44;0;273041;75351;179;0;27.6;0.07;0.00
2021-U30;16-19;7365;30374;1;274722;211545;140367;4;77.0;51.1;0.00
2021-U30;20-39;66165;95427;13;1504494;1043134;342201;67;69.3;22.7;0.00
2021-U30;40-64;9674;115622;16;1893459;1690691;1502663;190;89.3;79.4;0.01
2021-U30;65-79;579;1667;4;905410;871999;865955;68;96.3;95.6;0.01
2021-U30;80+;102;230;2;294783;285067;283592;31;96.7;96.2;0.01
2021-U31;12-15;28715;2623;0;273041;104066;2802;0;38.1;1.03;0.00
2021-U31;16-19;5954;26200;0;274722;217499;166567;4;79.2;60.6;0.00
2021-U31;20-39;32868;163738;8;1504494;1076002;505939;75;71.5;33.6;0.00
2021-U31;40-64;6755;76616;22;1893459;1697446;1579279;212;89.6;83.4;0.01
2021-U31;65-79;430;1329;2;905410;872429;867284;70;96.4;95.8;0.01
2021-U31;80+;84;230;0;294783;285151;283822;31;96.7;96.3;0.01
2021-U32;12-15;15872;22209;0;273041;119938;25011;0;43.9;9.16;0.00
2021-U32;16-19;3749;19083;0;274722;221248;185650;4;80.5;67.6;0.00
2021-U32;20-39;21565;237889;18;1504494;1097567;743828;93;73.0;49.4;0.01
2021-U32;40-64;5895;55630;22;1893459;1703341;1634909;234;90.0;86.3;0.01
2021-U32;65-79;411;1753;8;905410;872840;869037;78;96.4;96.0;0.01
2021-U32;80+;70;262;1;294783;285221;284084;32;96.8;96.4;0.01
2021-U33;00-02;1;1;0;186572;5;1;0;0.00;0.00;0.00
2021-U33;05-11;1;0;0;429547;13;5;0;0.00;0.00;0.00
2021-U33;12-15;10761;29791;0;273041;130699;54802;0;47.9;20.1;0.00
2021-U33;16-19;3440;14045;0;274722;224688;199695;4;81.8;72.7;0.00
2021-U33;20-39;18750;140280;15;1504494;1116317;884108;108;74.2;58.8;0.01
2021-U33;40-64;5285;24847;24;1893459;1708626;1659756;258;90.2;87.7;0.01
2021-U33;65-79;451;1048;14;905410;873291;870085;92;96.5;96.1;0.01
2021-U33;80+;89;221;1;294783;285310;284305;33;96.8;96.4;0.01
2021-U34;00-02;1;0;0;186572;6;1;0;0.00;0.00;0.00
2021-U34;05-11;1;0;0;429547;14;5;0;0.00;0.00;0.00
2021-U34;12-15;9091;29899;0;273041;139790;84701;0;51.2;31.0;0.00
2021-U34;16-19;2451;9509;1;274722;227139;209204;5;82.7;76.2;0.00
2021-U34;20-39;14155;83659;16;1504494;1130472;967767;124;75.1;64.3;0.01
2021-U34;40-64;4430;14415;30;1893459;1713056;1674171;288;90.5;88.4;0.02
2021-U34;65-79;502;731;9;905410;873793;870816;101;96.5;96.2;0.01
2021-U34;80+;117;139;1;294783;285427;284444;34;96.8;96.5;0.01
2021-U35;12-15;5545;24327;0;273041;145335;109028;0;53.2;39.9;0.00
2021-U35;16-19;1818;6122;1;274722;228957;215326;6;83.3;78.4;0.00
2021-U35;20-39;9431;44087;51;1504494;1139903;1011854;175;75.8;67.3;0.01
2021-U35;40-64;3080;9252;36;1893459;1716136;1683423;324;90.6;88.9;0.02
2021-U35;65-79;344;579;12;905410;874137;871395;113;96.5;96.2;0.01
2021-U35;80+;70;103;3;294783;285497;284547;37;96.8;96.5;0.01
2021-U36;05-11;2;0;0;429547;16;5;0;0.00;0.00;0.00
2021-U36;12-15;3908;14060;0;273041;149243;123088;0;54.7;45.1;0.00
2021-U36;16-19;1128;3904;3;274722;230085;219230;9;83.8;79.8;0.00
2021-U36;20-39;6287;24122;224;1504494;1146190;1035976;399;76.2;68.9;0.03
2021-U36;40-64;2346;6114;1877;1893459;1718482;1689537;2201;90.8;89.2;0.12
2021-U36;65-79;286;444;2636;905410;874423;871839;2749;96.6;96.3;0.30
2021-U36;80+;58;101;1035;294783;285555;284648;1072;96.9;96.6;0.36
2021-U37;05-11;1;0;0;429547;17;5;0;0.00;0.00;0.00
2021-U37;12-15;2836;9779;0;273041;152079;132867;0;55.7;48.7;0.00
2021-U37;16-19;794;2733;11;274722;230879;221963;20;84.0;80.8;0.01
2021-U37;20-39;5070;16622;688;1504494;1151260;1052598;1087;76.5;70.0;0.07
2021-U37;40-64;1793;4612;5327;1893459;1720275;1694149;7528;90.9;89.5;0.40
2021-U37;65-79;243;462;10381;905410;874666;872301;13130;96.6;96.3;1.45
2021-U37;80+;82;161;9601;294783;285637;284809;10673;96.9;96.6;3.62
2021-U38;00-02;0;1;0;186572;6;2;0;0.00;0.00;0.00
2021-U38;05-11;1;0;0;429547;18;5;0;0.00;0.00;0.00
2021-U38;12-15;2267;7166;1;273041;154346;140033;1;56.5;51.3;0.00
2021-U38;16-19;615;2028;21;274722;231494;223991;41;84.3;81.5;0.01
2021-U38;20-39;4117;13485;734;1504494;1155377;1066083;1821;76.8;70.9;0.12
2021-U38;40-64;1455;3864;4199;1893459;1721730;1698013;11727;90.9;89.7;0.62
2021-U38;65-79;215;437;8174;905410;874881;872738;21304;96.6;96.4;2.35
2021-U38;80+;81;117;10871;294783;285718;284926;21544;96.9;96.7;7.31
2021-U39;05-11;0;1;0;429547;18;6;0;0.00;0.00;0.00
2021-U39;12-15;1844;4637;0;273041;156190;144670;1;57.2;53.0;0.00
2021-U39;16-19;474;1458;16;274722;231968;225449;57;84.4;82.1;0.02
2021-U39;20-39;3179;10470;595;1504494;1158556;1076553;2416;77.0;71.6;0.16
2021-U39;40-64;1149;3073;3094;1893459;1722879;1701086;14821;91.0;89.8;0.78
2021-U39;65-79;161;279;4303;905410;875042;873017;25607;96.6;96.4;2.83
2021-U39;80+;50;85;6110;294783;285768;285011;27654;96.9;96.7;9.38
2021-U40;12-15;1890;3221;0;273041;158080;147891;1;57.9;54.2;0.00
2021-U40;16-19;416;985;25;274722;232384;226434;82;84.6;82.4;0.03
2021-U40;20-39;2950;10940;1735;1504494;1161506;1087493;4151;77.2;72.3;0.28
2021-U40;40-64;1078;3132;5497;1893459;1723957;1704218;20318;91.0;90.0;1.07
2021-U40;65-79;128;238;1905;905410;875170;873255;27512;96.7;96.4;3.04
2021-U40;80+;27;49;13847;294783;285795;285060;41501;97.0;96.7;14.1
2021-U41;05-11;1;0;0;429547;19;6;0;0.00;0.00;0.00
2021-U41;12-15;1457;2592;1;273041;159537;150483;2;58.4;55.1;0.00
2021-U41;16-19;339;756;42;274722;232723;227190;124;84.7;82.7;0.05
2021-U41;20-39;2963;8468;3441;1504494;1164469;1095961;7592;77.4;72.8;0.50
2021-U41;40-64;1064;2239;10704;1893459;1725021;1706457;31022;91.1;90.1;1.64
2021-U41;65-79;109;226;3334;905410;875279;873481;30846;96.7;96.5;3.41
2021-U41;80+;20;49;17099;294783;285815;285109;58600;97.0;96.7;19.9
2021-U42;12-15;1996;2021;0;273041;161533;152504;2;59.2;55.9;0.00
2021-U42;16-19;406;558;96;274722;233129;227748;220;84.9;82.9;0.08
2021-U42;20-39;3125;6797;9428;1504494;1167594;1102758;17020;77.6;73.3;1.13
2021-U42;40-64;1019;1806;31980;1893459;1726040;1708263;63002;91.2;90.2;3.33
2021-U42;65-79;131;151;19490;905410;875410;873632;50336;96.7;96.5;5.56
2021-U42;80+;21;46;17170;294783;285836;285155;75770;97.0;96.7;25.7
2021-U43;12-15;2586;2431;3;273041;164119;154935;5;60.1;56.7;0.00
2021-U43;16-19;488;549;112;274722;233617;228297;332;85.0;83.1;0.12
2021-U43;20-39;4434;5930;9203;1504494;1172028;1108688;26223;77.9;73.7;1.74
2021-U43;40-64;1625;1941;30563;1893459;1727665;1710204;93565;91.2;90.3;4.94
2021-U43;65-79;184;162;19588;905410;875594;873794;69924;96.7;96.5;7.72
2021-U43;80+;35;48;17663;294783;285871;285203;93433;97.0;96.8;31.7
2021-U44;05-11;1;0;0;429547;20;6;0;0.00;0.00;0.00
2021-U44;12-15;3677;1708;11;273041;167796;156643;16;61.5;57.4;0.01
2021-U44;16-19;731;529;121;274722;234348;228826;453;85.3;83.3;0.16
2021-U44;20-39;5617;5861;8872;1504494;1177645;1114549;35095;78.3;74.1;2.33
2021-U44;40-64;1946;1768;26078;1893459;1729611;1711972;119643;91.3;90.4;6.32
2021-U44;65-79;223;154;16925;905410;875817;873948;86849;96.7;96.5;9.59
2021-U44;80+;51;42;20007;294783;285922;285245;113440;97.0;96.8;38.5
2021-U45;05-11;9;0;0;429547;29;6;0;0.01;0.00;0.00
2021-U45;12-15;6036;1985;17;273041;173832;158628;33;63.7;58.1;0.01
2021-U45;16-19;1653;734;137;274722;236001;229560;590;85.9;83.6;0.21
2021-U45;20-39;13376;7799;9605;1504494;1191021;1122348;44700;79.2;74.6;2.97
2021-U45;40-64;5116;2189;24992;1893459;1734727;1714161;144635;91.6;90.5;7.64
2021-U45;65-79;478;170;20260;905410;876295;874118;107109;96.8;96.5;11.8
2021-U45;80+;105;48;30109;294783;286027;285293;143549;97.0;96.8;48.7
2021-U46;00-02;1;0;0;186572;7;2;0;0.00;0.00;0.00
2021-U46;05-11;11;0;1;429547;40;6;1;0.01;0.00;0.00
2021-U46;12-15;5263;2400;12;273041;179095;161028;45;65.6;59.0;0.02
2021-U46;16-19;1766;695;123;274722;237767;230255;713;86.5;83.8;0.26
2021-U46;20-39;12184;7348;8159;1504494;1203205;1129696;52859;80.0;75.1;3.51
2021-U46;40-64;4416;2247;20320;1893459;1739143;1716408;164955;91.9;90.6;8.71
2021-U46;65-79;367;184;61410;905410;876662;874302;168519;96.8;96.6;18.6
2021-U46;80+;92;56;30620;294783;286119;285349;174169;97.1;96.8;59.1
2021-U47;05-11;889;0;1;429547;929;6;2;0.22;0.00;0.00
2021-U47;12-15;4256;3097;10;273041;183351;164125;55;67.2;60.1;0.02
2021-U47;16-19;1518;848;126;274722;239285;231103;839;87.1;84.1;0.31
2021-U47;20-39;9479;7861;7620;1504494;1212684;1137557;60479;80.6;75.6;4.02
2021-U47;40-64;3388;2365;19509;1893459;1742531;1718773;184464;92.0;90.8;9.74
2021-U47;65-79;369;192;131826;905410;877031;874494;300345;96.9;96.6;33.2
2021-U47;80+;92;48;31012;294783;286211;285397;205181;97.1;96.8;69.6
2021-U48;05-11;17815;9;0;429547;18744;15;2;4.36;0.00;0.00
2021-U48;12-15;7627;4918;9;273041;190978;169043;64;69.9;61.9;0.02
2021-U48;16-19;1806;1468;192;274722;241091;232571;1031;87.8;84.7;0.38
2021-U48;20-39;9474;11152;8291;1504494;1222158;1148709;68770;81.2;76.4;4.57
2021-U48;40-64;3328;4085;20808;1893459;1745859;1722858;205272;92.2;91.0;10.8
2021-U48;65-79;310;396;133221;905410;877341;874890;433566;96.9;96.6;47.9
2021-U48;80+;70;88;24051;294783;286281;285485;229232;97.1;96.8;77.8
2021-U49;03-04;1;0;0;124610;6;1;0;0.00;0.00;0.00
2021-U49;05-11;50975;12;0;429547;69719;27;2;16.2;0.01;0.00
2021-U49;12-15;8057;5300;15;273041;199035;174343;79;72.9;63.9;0.03
2021-U49;16-19;1262;1695;313;274722;242353;234266;1344;88.2;85.3;0.49
