"Regionsnavn","Aldersgruppe","sex","Antal første vacc.","Antal faerdigvacc."
Hovedstaden,0-9,K,1,0
Hovedstaden,0-9,M,0,0
Hovedstaden,10-19,K,593,149
Hovedstaden,10-19,M,300,75
Hovedstaden,20-29,K,11659,3863
Hovedstaden,20-29,M,4433,1317
Hovedstaden,30-39,K,12534,5432
Hovedstaden,30-39,M,5768,2418
Hovedstaden,40-49,K,17817,7645
Hovedstaden,40-49,M,6701,2652
Hovedstaden,50-59,K,20515,9012
Hovedstaden,50-59,M,8833,3637
Hovedstaden,60-69,K,15888,7494
Hovedstaden,60-69,M,9968,4641
Hovedstaden,70-79,K,12390,5804
Hovedstaden,70-79,M,10856,5446
Hovedstaden,80-89,K,23935,14173
Hovedstaden,80-89,M,15413,8735
Hovedstaden,90+,K,8264,6837
Hovedstaden,90+,M,3060,2482
Midtjylland,0-9,K,0,0
Midtjylland,0-9,M,0,0
Midtjylland,10-19,K,684,213
Midtjylland,10-19,M,193,52
Midtjylland,20-29,K,8870,2751
Midtjylland,20-29,M,2513,667
Midtjylland,30-39,K,9551,3883
Midtjylland,30-39,M,2839,1079
Midtjylland,40-49,K,13376,5422
Midtjylland,40-49,M,3461,1222
Midtjylland,50-59,K,15349,6558
Midtjylland,50-59,M,3964,1415
Midtjylland,60-69,K,12536,5402
Midtjylland,60-69,M,6961,2516
Midtjylland,70-79,K,9488,3577
Midtjylland,70-79,M,10001,3440
Midtjylland,80-89,K,17446,13426
Midtjylland,80-89,M,12817,9125
Midtjylland,90+,K,6444,5754
Midtjylland,90+,M,2844,2493
Nordjylland,0-9,K,1,0
Nordjylland,0-9,M,0,0
Nordjylland,10-19,K,290,83
Nordjylland,10-19,M,87,22
Nordjylland,20-29,K,3825,1122
Nordjylland,20-29,M,1267,326
Nordjylland,30-39,K,4542,1500
Nordjylland,30-39,M,1435,358
Nordjylland,40-49,K,6419,2140
Nordjylland,40-49,M,1890,441
Nordjylland,50-59,K,8424,3015
Nordjylland,50-59,M,2520,539
Nordjylland,60-69,K,5861,1993
Nordjylland,60-69,M,3030,770
Nordjylland,70-79,K,3364,1831
Nordjylland,70-79,M,3391,1648
Nordjylland,80-89,K,8910,6831
Nordjylland,80-89,M,6660,4726
Nordjylland,90+,K,3271,3101
Nordjylland,90+,M,1513,1391
Sjælland,0-9,K,0,0
Sjælland,0-9,M,1,0
Sjælland,10-19,K,341,83
Sjælland,10-19,M,142,50
Sjælland,20-29,K,3530,1105
Sjælland,20-29,M,1225,380
Sjælland,30-39,K,5572,1949
Sjælland,30-39,M,1724,594
Sjælland,40-49,K,9169,3498
Sjælland,40-49,M,2584,861
Sjælland,50-59,K,11214,4184
Sjælland,50-59,M,3493,1193
Sjælland,60-69,K,8358,3530
Sjælland,60-69,M,5025,2131
Sjælland,70-79,K,6170,2945
Sjælland,70-79,M,6645,2871
Sjælland,80-89,K,11354,8605
Sjælland,80-89,M,8391,5865
Sjælland,90+,K,3966,3592
Sjælland,90+,M,1675,1506
Syddanmark,0-9,K,0,0
Syddanmark,0-9,M,0,0
Syddanmark,10-19,K,563,139
Syddanmark,10-19,M,202,36
Syddanmark,20-29,K,6760,1851
Syddanmark,20-29,M,2293,524
Syddanmark,30-39,K,8504,3158
Syddanmark,30-39,M,2950,950
Syddanmark,40-49,K,12854,4597
Syddanmark,40-49,M,4010,1189
Syddanmark,50-59,K,15726,5639
Syddanmark,50-59,M,5468,1304
Syddanmark,60-69,K,11402,4233
Syddanmark,60-69,M,6956,2069
Syddanmark,70-79,K,8568,3535
Syddanmark,70-79,M,8820,3307
Syddanmark,80-89,K,17887,9913
Syddanmark,80-89,M,12768,6677
Syddanmark,90+,K,6830,5212
Syddanmark,90+,M,2906,2094
