"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,50593,22034,7.9,3.4,638804
Frederiksberg,10520,5284,10.2,5.1,103361
Ballerup,5219,2515,10.6,5.1,49095
Brøndby,3829,1895,10.8,5.4,35396
Dragør,1639,875,11.2,6.0,14569
Gentofte,8291,4200,11.1,5.6,74370
Gladsaxe,7589,3672,11.0,5.3,69184
Glostrup,2936,1676,12.5,7.1,23469
Herlev,3472,1710,12.0,5.9,28829
Albertslund,2758,1601,10.1,5.9,27222
Hvidovre,6098,3229,11.4,6.1,53299
Høje Tåstrup,5179,2926,9.9,5.6,52168
Lyngby-Taarbæk,6393,3525,11.2,6.2,56885
Rødovre,4582,2161,11.1,5.2,41214
Ishøj,2063,1100,8.9,4.8,23080
Tårnby,4550,2154,10.7,5.0,42688
Vallensbæk,1808,992,10.9,6.0,16564
Furesø,4838,2576,11.8,6.3,40949
Allerød,3049,1410,11.8,5.5,25846
Fredensborg,4798,2452,11.7,6.0,41044
Helsingør,7678,3766,12.2,6.0,63012
Hillerød,6689,3312,12.9,6.4,51721
Hørsholm,3269,1791,13.2,7.2,24828
Rudersdal,7026,3590,12.3,6.3,56995
Egedal,4188,2024,9.6,4.6,43715
Frederikssund,5544,2745,12.2,6.0,45553
Greve,4884,2423,9.7,4.8,50535
Køge,6194,3222,10.1,5.2,61513
Halsnæs,4096,1771,13.0,5.6,31419
Roskilde,9675,4961,10.9,5.6,88770
Solrød,2210,1155,9.4,4.9,23472
Gribskov,5257,2423,12.8,5.9,40978
Odsherred,3954,1820,12.0,5.5,32912
Holbæk,7887,3829,11.0,5.3,71980
Faxe,3709,1803,10.1,4.9,36752
Kalundborg,4932,2388,10.2,4.9,48424
Ringsted,3186,1638,9.1,4.7,34954
Slagelse,8867,4356,11.2,5.5,79248
Stevns,2596,1200,11.2,5.2,23195
Sorø,3450,1545,11.5,5.2,29979
Lejre,3085,1479,10.9,5.2,28290
Lolland,4519,2395,11.2,5.9,40408
Næstved,9081,4630,10.9,5.6,83274
Guldborgsund,7416,3788,12.3,6.3,60325
Vordingborg,4934,2310,10.9,5.1,45223
Bornholm,4977,2403,12.5,6.0,39733
Middelfart,5016,2270,12.8,5.8,39258
Assens,4461,1711,10.9,4.2,40849
Faaborg-Midtfyn,5824,2302,11.3,4.5,51641
Kerteminde,2806,1138,11.8,4.8,23827
Nyborg,3727,1344,11.7,4.2,31953
Odense,22073,9160,10.8,4.5,205090
Svendborg,7919,3818,13.5,6.5,58802
Nordfyn,3208,1188,10.9,4.0,29532
Langeland,1779,710,14.4,5.7,12355
Ærø,951,543,15.9,9.1,5990
Haderslev,5631,2236,10.2,4.0,55322
Billund,2572,1100,9.7,4.1,26509
Sønderborg,8115,2994,11.0,4.1,73799
Tønder,3814,1626,10.3,4.4,37029
Esbjerg,13539,5615,11.7,4.9,115531
Fanø,411,160,11.9,4.6,3447
Varde,5766,2348,11.6,4.7,49658
Vejen,4745,2169,11.1,5.1,42785
Aabenraa,5544,2042,9.5,3.5,58574
Fredericia,6000,2603,11.7,5.1,51376
Horsens,9135,4294,9.9,4.6,92569
Kolding,9339,4114,10.0,4.4,93096
Vejle,12227,5236,10.4,4.5,117499
Herning,9750,5067,10.9,5.7,89274
Holstebro,6675,3323,11.4,5.7,58685
Lemvig,2293,1056,11.7,5.4,19564
Struer,2501,1336,12.0,6.4,20820
Syddjurs,4741,2458,11.0,5.7,43265
Norddjurs,4463,2522,12.1,6.8,36993
Favrskov,4767,2332,9.8,4.8,48478
Odder,2772,1473,12.0,6.4,23010
Randers,10953,5336,11.1,5.4,98297
Silkeborg,10247,5057,10.7,5.3,95909
Samsø,695,457,18.9,12.4,3680
Skanderborg,6156,2787,9.7,4.4,63462
Århus,33362,15302,9.5,4.3,352462
Ikast-Brande,3892,1927,9.4,4.6,41542
Ringkøbing-Skjern,6147,3263,10.9,5.8,56152
Hedensted,4581,2464,9.8,5.3,46835
Morsø,2714,1619,13.5,8.1,20075
Skive,5166,2744,11.4,6.0,45428
Thisted,4486,2340,10.4,5.4,43098
Viborg,11041,5797,11.4,6.0,96650
Brønderslev,4217,2010,11.7,5.6,36137
Frederikshavn,6792,3463,11.5,5.9,58968
Vesthimmerland,4468,2134,12.3,5.9,36351
Læsø,401,180,22.6,10.2,1773
Rebild,3136,1518,10.3,5.0,30492
Mariagerfjord,4815,2250,11.6,5.4,41588
Jammerbugt,4001,1896,10.5,5.0,38159
Aalborg,23731,10703,10.8,4.9,219658
Hjørring,7939,3724,12.4,5.8,64120
