"Vaccinedato","geo","Antal påbegyndt vacc. personer","Antal borgere","Påbegyndtvacc. (%)","Kumuleret antal påbegyndt vacc."
2020-12-27,Nationalt,6428,5842660,0.11,6428
2020-12-28,Nationalt,1992,5842660,0.14,8420
2020-12-29,Nationalt,8882,5842660,0.30,17302
2020-12-30,Nationalt,11388,5842660,0.49,28690
2020-12-31,Nationalt,6114,5842660,0.60,34804
2021-01-01,Nationalt,2314,5842660,0.64,37118
2021-01-02,Nationalt,8801,5842660,0.79,45919
2021-01-03,Nationalt,5949,5842660,0.89,51868
2021-01-04,Nationalt,2396,5842660,0.93,54264
2021-01-05,Nationalt,13419,5842660,1.16,67683
2021-01-06,Nationalt,19615,5842660,1.49,87298
2021-01-07,Nationalt,17368,5842660,1.79,104666
2021-01-08,Nationalt,8422,5842660,1.94,113088
2021-01-09,Nationalt,1899,5842660,1.97,114987
2021-01-10,Nationalt,813,5842660,1.98,115800
2021-01-11,Nationalt,657,5842660,1.99,116457
2021-01-12,Nationalt,463,5842660,2.00,116920
2021-01-13,Nationalt,12701,5842660,2.22,129621
2021-01-14,Nationalt,17861,5842660,2.52,147482
2021-01-15,Nationalt,15159,5842660,2.78,162641
2021-01-16,Nationalt,4597,5842660,2.86,167238
2021-01-17,Nationalt,2521,5842660,2.91,169759
2021-01-18,Nationalt,3865,5842660,2.97,173624
2021-01-19,Nationalt,2471,5842660,3.01,176095
2021-01-20,Nationalt,1504,5842660,3.04,177599
2021-01-21,Nationalt,1518,5842660,3.07,179117
2021-01-22,Nationalt,665,5842660,3.08,179782
2021-01-23,Nationalt,780,5842660,3.09,180562
2021-01-24,Nationalt,616,5842660,3.10,181178
2021-01-25,Nationalt,263,5842660,3.11,181441
2021-01-26,Nationalt,213,5842660,3.11,181654
2021-01-27,Nationalt,208,5842660,3.11,181862
2021-01-28,Nationalt,237,5842660,3.12,182099
2021-01-29,Nationalt,1133,5842660,3.14,183232
2021-01-30,Nationalt,1224,5842660,3.16,184456
2021-01-31,Nationalt,1246,5842660,3.18,185702
2021-02-01,Nationalt,751,5842660,3.19,186453
2021-02-02,Nationalt,2040,5842660,3.23,188493
2021-02-03,Nationalt,1542,5842660,3.25,190035
2021-02-04,Nationalt,1438,5842660,3.28,191473
2021-02-05,Nationalt,1586,5842660,3.30,193059
2021-02-06,Nationalt,1038,5842660,3.32,194097
2021-02-07,Nationalt,1912,5842660,3.35,196009
2021-02-08,Nationalt,2552,5842660,3.40,198561
2021-02-09,Nationalt,3557,5842660,3.46,202118
2021-02-10,Nationalt,3282,5842660,3.52,205400
2021-02-11,Nationalt,5666,5842660,3.61,211066
2021-02-12,Nationalt,12047,5842660,3.82,223113
2021-02-13,Nationalt,6553,5842660,3.93,229666
2021-02-14,Nationalt,6239,5842660,4.04,235905
2021-02-15,Nationalt,13871,5842660,4.28,249776
2021-02-16,Nationalt,13236,5842660,4.50,263012
2021-02-17,Nationalt,10497,5842660,4.68,273509
2021-02-18,Nationalt,11480,5842660,4.88,284989
2021-02-19,Nationalt,13925,5842660,5.12,298914
2021-02-20,Nationalt,10531,5842660,5.30,309445
2021-02-21,Nationalt,10814,5842660,5.48,320259
2021-02-22,Nationalt,13536,5842660,5.71,333795
2021-02-23,Nationalt,14423,5842660,5.96,348218
2021-02-24,Nationalt,13702,5842660,6.19,361920
2021-02-25,Nationalt,14455,5842660,6.44,376375
2021-02-26,Nationalt,35943,5842660,7.06,412318
2021-02-27,Nationalt,6661,5842660,7.17,418979
2021-02-28,Nationalt,10971,5842660,7.36,429950
2021-03-01,Nationalt,19735,5842660,7.70,449685
2021-03-02,Nationalt,16688,5842660,7.98,466373
2021-03-03,Nationalt,12997,5842660,8.20,479370
2021-03-04,Nationalt,17423,5842660,8.50,496793
2021-03-05,Nationalt,16637,5842660,8.79,513430
2021-03-06,Nationalt,14630,5842660,9.04,528060
2021-03-07,Nationalt,12072,5842660,9.24,540132
2021-03-08,Nationalt,9593,5842660,9.41,549725
2021-03-09,Nationalt,10934,5842660,9.60,560659
2021-03-10,Nationalt,12083,5842660,9.80,572742
2021-03-11,Nationalt,4623,5842660,9.88,577365
2021-03-12,Nationalt,3387,5842660,9.94,580752
2021-03-13,Nationalt,4536,5842660,10.0,585288
2021-03-14,Nationalt,1238,5842660,10.0,586526
2021-03-15,Nationalt,2849,5842660,10.1,589375
2021-03-16,Nationalt,6799,5842660,10.2,596174
2021-03-17,Nationalt,10658,5842660,10.4,606832
2021-03-18,Nationalt,14174,5842660,10.6,621006
2021-03-19,Nationalt,5,5842660,10.6,621011
