"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Revacc. 1 idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Revacc. 1 igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference";"Revacc. 1 difference"
2021-12-27;København;K;257330;245042;110527;257284;244928;108515;46;114;2012
2021-12-27;København;M;244311;231727;104190;244263;231628;102518;48;99;1672
2021-12-27;Frederiksberg;K;45819;43791;24361;45816;43775;24040;3;16;321
2021-12-27;Frederiksberg;M;40214;38134;20514;40206;38120;20255;8;14;259
2021-12-27;Ballerup;K;20002;19012;11467;19992;18996;11319;10;16;148
2021-12-27;Ballerup;M;18523;17534;9596;18511;17522;9439;12;12;157
2021-12-27;Brøndby;K;13211;12576;7241;13209;12573;7183;2;3;58
2021-12-27;Brøndby;M;12251;11631;6228;12248;11626;6181;3;5;47
2021-12-27;Dragør;K;6254;5915;3995;6253;5913;3984;1;2;11
2021-12-27;Dragør;M;5854;5494;3525;5852;5486;3512;2;8;13
2021-12-27;Gentofte;K;32379;30604;19835;32369;30570;19690;10;34;145
2021-12-27;Gentofte;M;29097;27304;16942;29089;27278;16805;8;26;137
2021-12-27;Gladsaxe;K;27845;26294;15280;27838;26275;15114;7;19;166
2021-12-27;Gladsaxe;M;26824;25233;13236;26814;25205;13058;10;28;178
2021-12-27;Glostrup;K;9200;8770;5158;9198;8769;5110;2;1;48
2021-12-27;Glostrup;M;8839;8397;4393;8838;8395;4349;1;2;44
2021-12-27;Herlev;K;11646;11050;6734;11643;11046;6667;3;4;67
2021-12-27;Herlev;M;10739;10094;5585;10737;10085;5521;2;9;64
2021-12-27;Albertslund;K;10387;9783;5493;10381;9776;5451;6;7;42
2021-12-27;Albertslund;M;9917;9276;4798;9913;9273;4747;4;3;51
2021-12-27;Hvidovre;K;20963;19800;11295;20957;19793;11216;6;7;79
2021-12-27;Hvidovre;M;19944;18749;9866;19939;18739;9791;5;10;75
2021-12-27;Høje Tåstrup;K;19703;18626;10515;19697;18619;10415;6;7;100
2021-12-27;Høje Tåstrup;M;19352;18230;9497;19346;18223;9395;6;7;102
2021-12-27;Lyngby-Taarbæk;K;24620;23222;14605;24611;23194;14464;9;28;141
2021-12-27;Lyngby-Taarbæk;M;23455;21993;12583;23449;21967;12433;6;26;150
2021-12-27;Rødovre;K;16446;15606;9119;16441;15598;9017;5;8;102
