"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;501641;476769;644980
Frederiksberg;86033;81925;103663
Ballerup;38525;36546;49229
Brøndby;25462;24207;35650
Dragør;12108;11409;14614
Gentofte;61476;57908;74238
Gladsaxe;54669;51527;69310
Glostrup;18039;17167;23503
Herlev;22385;21144;28882
Albertslund;20304;19059;27572
Hvidovre;40907;38549;53276
Høje-Taastrup;39055;36856;53003
Lyngby-Taarbæk;48075;45215;57882
Rødovre;31633;29943;41414
Ishøj;15931;15044;23210
Tårnby;33780;31878;42728
Vallensbæk;12368;11614;16477
Furesø;33789;31638;41416
Allerød;21779;20480;25875
Fredensborg;33108;31371;41204
Helsingør;51229;48852;62964
Hillerød;43577;41239;53258
Hørsholm;20927;19995;24753
Rudersdal;47941;45225;57278
Egedal;36504;34547;44386
Frederikssund;38114;36418;45770
Greve;40259;38095;50806
Køge;49811;47472;61731
Frederiksværk-Hundested;25696;24661;31349
Roskilde;74149;70399;89466
Solrød;19249;18251;23788
Gribskov;33771;32393;41139
Odsherred;27400;26418;32859
Holbæk;59955;57069;72828
Faxe;30006;28718;37157
Kalundborg;39374;37655;48418
Ringsted;27812;26352;35139
Slagelse;64257;61011;79682
Stevns;19208;18365;23478
Sorø;24871;23576;30013
Lejre;23519;22276;28618
Lolland;32527;31226;40115
Næstved;68470;65140;83793
Guldborgsund;49273;47255;60291
Vordingborg;37078;35600;45381
Bornholm;33719;32182;39650
Middelfart;33537;31677;39598
Assens;34592;32842;41005
Faaborg-Midtfyn;43656;41294;51828
Kerteminde;20307;19322;24054
Nyborg;27188;25834;32111
Odense;170323;161957;206053
Svendborg;49992;47450;59199
Nordfyns;24651;23446;29740
Langeland;10471;10091;12312
Ærø;5253;5037;6035
Haderslev;45139;42893;55384
Billund;21903;20739;26625
Sønderborg;60823;57915;73694
Tønder;29547;28224;36858
Esbjerg;94575;89311;115433
Fanø;2924;2831;3428
Varde;40675;38540;49693
Vejen;34553;32469;42635
Aabenraa;46718;44570;58701
Fredericia;42530;40190;51617
Horsens;75951;71470;94466
Kolding;76133;71535;93595
Vejle;96800;90909;119011
Herning;73945;69722;89297
Holstebro;48802;46227;58574
Lemvig;16390;15749;19403
Struer;17680;16795;20790
Syddjurs;36478;34663;43595
Norddjurs;30955;29461;36951
Favrskov;40899;38222;48886
Odder;19671;18720;23294
Randers;81550;77250;98964
Silkeborg;79940;75527;97325
Samsø;3223;3080;3718
Skanderborg;53233;49770;64289
Århus;292815;277884;355433
Ikast-Brande;34007;32074;41937
Ringkøbing-Skjern;46433;43945;56229
Hedensted;39160;37054;47131
Morsø;16851;16072;20053
Skive;38441;36479;45068
Thisted;35902;34057;43110
Viborg;81243;76631;96896
Brønderslev-Dronninglund;30067;28255;36170
Frederikshavn;49688;47079;58893
Vesthimmerlands;29704;28303;36326
Læsø;1528;1460;1771
Rebild;25192;23652;30659
Mariagerfjord;34853;33094;41676
Jammerbugt;31900;30132;38167
Ålborg;184135;174788;221212
Hjørring;53827;50898;63885
