"Regionsnavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
Nordjylland;493647;467790;591922
Midtjylland;1110816;1050723;1342246
Syddanmark;1012290;959076;1228609
Hovedstaden;1482545;1405761;1868673
Sjælland;687218;654878;843563
