"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;4;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;1891;2
Hovedstaden;3-5;M;2053;5
Hovedstaden;6-11;K;20942;436
Hovedstaden;6-11;M;21956;443
Hovedstaden;12-15;K;30203;27525
Hovedstaden;12-15;M;31985;29229
Hovedstaden;16-19;K;34352;33330
Hovedstaden;16-19;M;35011;33763
Hovedstaden;20-39;K;230703;222684
Hovedstaden;20-39;M;221787;213935
Hovedstaden;40-64;K;271273;268341
Hovedstaden;40-64;M;266716;263618
Hovedstaden;65-79;K;126608;126131
Hovedstaden;65-79;M;109355;108941
Hovedstaden;80+;K;47990;47763
Hovedstaden;80+;M;29716;29615
Midtjylland;0-2;K;2;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;1579;0
Midtjylland;3-5;M;1783;0
Midtjylland;6-11;K;19762;1187
Midtjylland;6-11;M;20922;1247
Midtjylland;12-15;K;25900;23923
Midtjylland;12-15;M;27010;24989
Midtjylland;16-19;K;29501;28884
Midtjylland;16-19;M;30223;29443
Midtjylland;20-39;K;147094;142478
Midtjylland;20-39;M;149936;145101
Midtjylland;40-64;K;198867;197420
Midtjylland;40-64;M;197633;196078
Midtjylland;65-79;K;101789;101567
Midtjylland;65-79;M;96316;96097
Midtjylland;80+;K;36437;36321
Midtjylland;80+;M;26061;25987
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;601;0
Nordjylland;3-5;M;648;0
Nordjylland;6-11;K;7745;103
Nordjylland;6-11;M;8107;102
Nordjylland;12-15;K;10724;9779
Nordjylland;12-15;M;11465;10485
Nordjylland;16-19;K;12295;12048
Nordjylland;16-19;M;12861;12511
Nordjylland;20-39;K;58941;56854
Nordjylland;20-39;M;63909;61459
Nordjylland;40-64;K;88370;87698
Nordjylland;40-64;M;88641;87807
Nordjylland;65-79;K;49742;49598
Nordjylland;65-79;M;47701;47554
Nordjylland;80+;K;18474;18415
Nordjylland;80+;M;13423;13377
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;751;1
Sjælland;3-5;M;867;1
Sjælland;6-11;K;9612;207
Sjælland;6-11;M;10225;255
Sjælland;12-15;K;15496;14467
Sjælland;12-15;M;16509;15335
Sjælland;16-19;K;17864;17491
Sjælland;16-19;M;18940;18415
Sjælland;20-39;K;66759;64158
Sjælland;20-39;M;68878;66174
Sjælland;40-64;K;136153;134959
Sjælland;40-64;M;133604;132377
Sjælland;65-79;K;76102;75898
Sjælland;65-79;M;70734;70546
Sjælland;80+;K;26044;25954
Sjælland;80+;M;18680;18640
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;1229;0
Syddanmark;3-5;M;1390;0
Syddanmark;6-11;K;16522;874
Syddanmark;6-11;M;17503;933
Syddanmark;12-15;K;22999;21277
Syddanmark;12-15;M;24202;22329
Syddanmark;16-19;K;26695;26082
Syddanmark;16-19;M;27251;26448
Syddanmark;20-39;K;113730;109300
Syddanmark;20-39;M;118456;113810
Syddanmark;40-64;K;188822;187242
Syddanmark;40-64;M;187570;185671
Syddanmark;65-79;K;102305;102017
Syddanmark;65-79;M;96799;96513
Syddanmark;80+;K;39155;39010
Syddanmark;80+;M;27660;27569
