"Regionsnavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
Nordjylland;461013;452929;591689
Midtjylland;1030029;1012075;1339895
Syddanmark;940376;924530;1226691
Hovedstaden;1381402;1349673;1864188
Sjælland;642555;632571;842549
