"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;467351;453597;642533
Frederiksberg;80605;78778;103611
Ballerup;36048;35351;49192
Brøndby;23802;23187;35506
Dragør;11205;11026;14613
Gentofte;56913;55831;74294
Gladsaxe;50703;49585;69083
Glostrup;16968;16596;23541
Herlev;20847;20382;28825
Albertslund;18699;18115;27357
Hvidovre;38083;37246;53240
Høje-Taastrup;35867;35028;52647
Lyngby-Taarbæk;44336;43554;57632
Rødovre;29348;28661;41234
Ishøj;14668;14171;23080
Tårnby;31419;30756;42646
Vallensbæk;11464;11194;16508
Furesø;31126;30612;41345
Allerød;20243;19976;25888
Fredensborg;30896;30311;41122
Helsingør;48141;47175;63061
Hillerød;40237;39645;52689
Hørsholm;19664;19388;24756
Rudersdal;44593;43857;57339
Egedal;33913;33365;44184
Frederikssund;35980;35391;45846
Greve;37380;36695;50704
Køge;46645;45825;61696
Frederiksværk-Hundested;24392;24003;31475
Roskilde;69040;67961;89180
Solrød;17755;17495;23591
Gribskov;32060;31568;41226
Odsherred;26040;25703;32957
Holbæk;55943;54993;72640
Faxe;28070;27680;37066
Kalundborg;37013;36476;48422
Ringsted;25827;25436;35159
Slagelse;59867;58827;79637
Stevns;18004;17794;23364
Sorø;23142;22832;29984
Lejre;21884;21575;28610
Lolland;30660;30218;40223
Næstved;63742;62750;83654
Guldborgsund;46485;45765;60315
Vordingborg;35058;34546;45347
Bornholm;31831;31324;39715
Middelfart;31122;30682;39500
Assens;32318;31795;40849
Faaborg-Midtfyn;40579;40032;51811
Kerteminde;19021;18738;23992
Nyborg;25406;25012;32092
Odense;158799;155712;205924
Svendborg;46439;45675;59078
Nordfyns;22984;22634;29661
Langeland;9966;9865;12321
Ærø;5011;4946;6015
Haderslev;41839;41156;55317
Billund;20271;20009;26567
Sønderborg;57014;56148;73668
Tønder;27776;27314;36882
Esbjerg;88072;86515;115477
Fanø;2791;2743;3434
Varde;37875;37338;49669
Vejen;31724;31219;42716
Aabenraa;43516;42839;58542
Fredericia;39312;38692;51531
Horsens;69595;68331;93880
Kolding;69787;68473;93338
Vejle;88754;86993;118307
Herning;68219;67017;89209
Holstebro;45130;44363;58526
Lemvig;15433;15229;19370
Struer;16485;16224;20790
Syddjurs;34271;33776;43614
Norddjurs;29168;28784;37031
Favrskov;37479;36948;48728
Odder;18424;18204;23196
Randers;75817;74542;98759
Silkeborg;73562;72269;96771
Samsø;3048;3019;3713
Skanderborg;48707;48068;63989
Århus;273362;267268;355273
Ikast-Brande;31278;30786;41880
Ringkøbing-Skjern;43112;42439;56181
Hedensted;36188;35725;47046
Morsø;15836;15572;20056
Skive;35781;35230;45106
Thisted;33566;33053;43112
Viborg;74970;73853;96833
Brønderslev-Dronninglund;27839;27382;36193
Frederikshavn;46707;46062;58874
Vesthimmerlands;27830;27463;36348
Læsø;1475;1459;1796
Rebild;23176;22814;30632
Mariagerfjord;32586;32126;41535
Jammerbugt;29612;29090;38149
Ålborg;172080;168366;221134
Hjørring;50306;49542;63860
