"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;7;0
Hovedstaden;0-9;M;5;1
Hovedstaden;10-19;K;58151;54840
Hovedstaden;10-19;M;60225;56562
Hovedstaden;20-29;K;112697;108303
Hovedstaden;20-29;M;106907;102152
Hovedstaden;30-39;K;101983;97077
Hovedstaden;30-39;M;101784;98380
Hovedstaden;40-49;K;108081;106198
Hovedstaden;40-49;M;105186;103510
Hovedstaden;50-59;K;111875;110845
Hovedstaden;50-59;M;110901;109900
Hovedstaden;60-69;K;89099;88660
Hovedstaden;60-69;M;84489;84035
Hovedstaden;70-79;K;83142;82889
Hovedstaden;70-79;M;69960;69751
Hovedstaden;80-89;K;38476;38328
Hovedstaden;80-89;M;26054;25961
Hovedstaden;90+;K;9040;8961
Hovedstaden;90+;M;3340;3320
Midtjylland;0-9;K;3;1
Midtjylland;0-9;M;5;0
Midtjylland;10-19;K;50471;48341
Midtjylland;10-19;M;51959;49469
Midtjylland;20-29;K;74196;71712
Midtjylland;20-29;M;76083;73026
Midtjylland;30-39;K;62417;60062
Midtjylland;30-39;M;64564;62677
Midtjylland;40-49;K;75018;74182
Midtjylland;40-49;M;73850;72918
Midtjylland;50-59;K;83485;82986
Midtjylland;50-59;M;83887;83413
Midtjylland;60-69;K;74238;74002
Midtjylland;60-69;M;72573;72365
Midtjylland;70-79;K;64844;64764
Midtjylland;70-79;M;60447;60360
Midtjylland;80-89;K;29483;29401
Midtjylland;80-89;M;22742;22695
Midtjylland;90+;K;6738;6692
Midtjylland;90+;M;3026;3009
Nordjylland;0-9;K;2;0
Nordjylland;0-9;M;0;0
Nordjylland;10-19;K;20950;20077
Nordjylland;10-19;M;22107;21016
Nordjylland;20-29;K;29217;28085
Nordjylland;20-29;M;33094;31651
Nordjylland;30-39;K;25517;24492
Nordjylland;30-39;M;26741;25870
Nordjylland;40-49;K;31307;30970
Nordjylland;40-49;M;31305;30891
Nordjylland;50-59;K;37760;37529
Nordjylland;50-59;M;38094;37843
Nordjylland;60-69;K;35816;35708
Nordjylland;60-69;M;35153;35058
Nordjylland;70-79;K;32017;31959
Nordjylland;70-79;M;30276;30218
Nordjylland;80-89;K;14944;14903
Nordjylland;80-89;M;11692;11663
Nordjylland;90+;K;3418;3403
Nordjylland;90+;M;1603;1593
Sjælland;0-9;K;1;1
Sjælland;0-9;M;2;1
Sjælland;10-19;K;30248;28997
Sjælland;10-19;M;31967;30518
Sjælland;20-29;K;27802;26720
Sjælland;20-29;M;30725;29514
Sjælland;30-39;K;33362;32052
Sjælland;30-39;M;32700;31644
Sjælland;40-49;K;48177;47564
Sjælland;40-49;M;45834;45265
Sjælland;50-59;K;58899;58494
Sjælland;50-59;M;59133;58778
Sjælland;60-69;K;52760;52567
Sjælland;60-69;M;51058;50876
Sjælland;70-79;K;49981;49884
Sjælland;70-79;M;45689;45610
Sjælland;80-89;K;21327;21256
Sjælland;80-89;M;16520;16495
Sjælland;90+;K;4421;4395
Sjælland;90+;M;1949;1940
Syddanmark;0-9;K;4;2
Syddanmark;0-9;M;3;1
Syddanmark;10-19;K;45375;43632
Syddanmark;10-19;M;46714;44692
Syddanmark;20-29;K;52263;50265
Syddanmark;20-29;M;56628;54241
Syddanmark;30-39;K;51781;49645
Syddanmark;30-39;M;52844;51046
Syddanmark;40-49;K;68035;67128
Syddanmark;40-49;M;65889;64955
Syddanmark;50-59;K;80552;80066
Syddanmark;50-59;M;81395;80849
Syddanmark;60-69;K;73582;73332
Syddanmark;60-69;M;72344;72115
Syddanmark;70-79;K;65744;65636
Syddanmark;70-79;M;60937;60830
Syddanmark;80-89;K;31742;31663
Syddanmark;80-89;M;24228;24183
Syddanmark;90+;K;7165;7113
Syddanmark;90+;M;3151;3136
