"Vaccinenavn";"Regionsnavn";"Antal første vacc.";"Antal faerdigvacc."
AstraZeneca Covid-19 vaccine;Nordjylland;16973;48
AstraZeneca Covid-19 vaccine;Midtjylland;33922;130
AstraZeneca Covid-19 vaccine;Syddanmark;30694;389
AstraZeneca Covid-19 vaccine;Hovedstaden;45971;736
AstraZeneca Covid-19 vaccine;Sjælland;24000;424
Janssen COVID-19 vaccine;Nordjylland;3647;3647
Janssen COVID-19 vaccine;Midtjylland;9869;9869
Janssen COVID-19 vaccine;Syddanmark;7528;7528
Janssen COVID-19 vaccine;Hovedstaden;22475;22475
Janssen COVID-19 vaccine;Sjælland;2808;2808
Moderna Covid-19 Vaccine;Nordjylland;69937;68241
Moderna Covid-19 Vaccine;Midtjylland;121216;117532
Moderna Covid-19 Vaccine;Syddanmark;130444;155668
Moderna Covid-19 Vaccine;Hovedstaden;147049;140368
Moderna Covid-19 Vaccine;Sjælland;81694;101744
Pfizer BioNTech Covid-19 vacc;Nordjylland;370456;380993
Pfizer BioNTech Covid-19 vacc;Midtjylland;865022;884544
Pfizer BioNTech Covid-19 vacc;Syddanmark;771710;760945
Pfizer BioNTech Covid-19 vacc;Hovedstaden;1165907;1186094
Pfizer BioNTech Covid-19 vacc;Sjælland;534053;527595
