"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Revacc. 1 idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Revacc. 1 igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference";"Revacc. 1 difference"
2021-10-01;København;K;239473;232273;3206;239384;232100;3165;89;173;41
2021-10-01;København;M;227878;221324;2230;227845;221221;2118;33;103;112
2021-10-01;Frederiksberg;K;42992;42004;882;42988;41982;873;4;22;9
2021-10-01;Frederiksberg;M;37613;36774;547;37624;36770;536;-11;4;11
2021-10-01;Ballerup;K;18700;18350;361;18696;18339;359;4;11;2
2021-10-01;Ballerup;M;17348;17001;238;17349;16990;232;-1;11;6
2021-10-01;Brøndby;K;12384;12052;299;12385;12052;298;-1;0;1
2021-10-01;Brøndby;M;11418;11135;181;11414;11130;180;4;5;1
2021-10-01;Dragør;K;5807;5711;122;5810;5713;121;-3;-2;1
2021-10-01;Dragør;M;5398;5315;95;5401;5316;92;-3;-1;3
2021-10-01;Gentofte;K;30033;29443;825;30029;29431;817;4;12;8
2021-10-01;Gentofte;M;26880;26388;430;26870;26365;422;10;23;8
2021-10-01;Gladsaxe;K;25857;25289;540;25852;25274;537;5;15;3
2021-10-01;Gladsaxe;M;24846;24296;317;24831;24274;313;15;22;4
2021-10-01;Glostrup;K;8692;8504;190;8694;8503;189;-2;1;1
2021-10-01;Glostrup;M;8276;8092;129;8279;8090;128;-3;2;1
2021-10-01;Herlev;K;10872;10644;278;10872;10640;274;0;4;4
2021-10-01;Herlev;M;9975;9738;162;9977;9739;160;-2;-1;2
2021-10-01;Albertslund;K;9571;9287;161;9573;9282;159;-2;5;2
2021-10-01;Albertslund;M;9128;8828;117;9131;8828;117;-3;0;0
2021-10-01;Hvidovre;K;19576;19136;438;19574;19133;437;2;3;1
2021-10-01;Hvidovre;M;18507;18110;267;18512;18106;263;-5;4;4
2021-10-01;Høje Tåstrup;K;18137;17709;311;18130;17692;309;7;17;2
2021-10-01;Høje Tåstrup;M;17730;17319;239;17728;17311;237;2;8;2
2021-10-01;Lyngby-Taarbæk;K;22795;22411;567;22787;22398;561;8;13;6
2021-10-01;Lyngby-Taarbæk;M;21541;21143;319;21535;21129;315;6;14;4
2021-10-01;Rødovre;K;15293;14936;286;15291;14929;280;2;7;6
2021-10-01;Rødovre;M;14055;13725;204;14049;13719;200;6;6;4
2021-10-01;Ishøj;K;7485;7231;122;7474;7223;121;11;8;1
2021-10-01;Ishøj;M;7183;6940;80;7183;6932;80;0;8;0
2021-10-01;Tårnby;K;16167;15851;329;16172;15850;323;-5;1;6
2021-10-01;Tårnby;M;15252;14905;230;15243;14894;227;9;11;3
2021-10-01;Vallensbæk;K;5819;5681;94;5818;5678;94;1;3;0
2021-10-01;Vallensbæk;M;5645;5513;66;5641;5511;66;4;2;0
2021-10-01;Furesø;K;16170;15893;376;16166;15886;376;4;7;0
2021-10-01;Furesø;M;14956;14719;250;14954;14709;242;2;10;8
2021-10-01;Allerød;K;10394;10254;218;10393;10246;215;1;8;3
2021-10-01;Allerød;M;9849;9722;146;9845;9719;139;4;3;7
2021-10-01;Fredensborg;K;16167;15859;339;16143;15845;335;24;14;4
2021-10-01;Fredensborg;M;14729;14452;220;14710;14436;217;19;16;3
2021-10-01;Helsingør;K;25161;24651;488;25159;24635;482;2;16;6
2021-10-01;Helsingør;M;22980;22524;378;22979;22519;374;1;5;4
2021-10-01;Hillerød;K;20706;20412;381;20691;20389;375;15;23;6
2021-10-01;Hillerød;M;19531;19233;314;19521;19221;308;10;12;6
2021-10-01;Hørsholm;K;10587;10432;274;10586;10427;269;1;5;5
2021-10-01;Hørsholm;M;9077;8956;169;9077;8953;165;0;3;4
2021-10-01;Rudersdal;K;23094;22708;608;23083;22692;603;11;16;5
2021-10-01;Rudersdal;M;21499;21149;368;21505;21137;367;-6;12;1
2021-10-01;Egedal;K;17287;17001;297;17281;16993;292;6;8;5
2021-10-01;Egedal;M;16626;16364;210;16621;16354;204;5;10;6
2021-10-01;Frederikssund;K;18457;18162;374;18448;18136;363;9;26;11
2021-10-01;Frederikssund;M;17523;17229;249;17517;17205;239;6;24;10
2021-10-01;Greve;K;19204;18849;372;19192;18845;371;12;4;1
2021-10-01;Greve;M;18176;17846;287;18177;17841;286;-1;5;1
2021-10-01;Køge;K;23800;23376;425;23791;23357;423;9;19;2
2021-10-01;Køge;M;22845;22449;367;22826;22433;360;19;16;7
2021-10-01;Halsnæs;K;12438;12240;238;12435;12231;235;3;9;3
2021-10-01;Halsnæs;M;11954;11763;196;11949;11755;192;5;8;4
2021-10-01;Roskilde;K;35630;35094;684;35629;35091;678;1;3;6
2021-10-01;Roskilde;M;33410;32867;485;33409;32862;474;1;5;11
2021-10-01;Solrød;K;9141;9012;178;9139;9008;174;2;4;4
2021-10-01;Solrød;M;8614;8483;120;8609;8479;118;5;4;2
2021-10-01;Gribskov;K;16219;15991;389;16219;15986;387;0;5;2
2021-10-01;Gribskov;M;15841;15577;281;15836;15571;277;5;6;4
2021-10-01;Odsherred;K;13137;12969;324;13136;12969;324;1;0;0
2021-10-01;Odsherred;M;12903;12734;255;12903;12731;251;0;3;4
2021-10-01;Holbæk;K;28541;28054;475;28537;28039;465;4;15;10
2021-10-01;Holbæk;M;27402;26939;375;27396;26923;371;6;16;4
2021-10-01;Faxe;K;14055;13852;296;14053;13847;256;2;5;40
2021-10-01;Faxe;M;14015;13828;243;14020;13826;216;-5;2;27
2021-10-01;Kalundborg;K;18657;18383;379;18661;18385;376;-4;-2;3
2021-10-01;Kalundborg;M;18356;18093;287;18354;18086;284;2;7;3
2021-10-01;Ringsted;K;13090;12890;243;13087;12872;238;3;18;5
2021-10-01;Ringsted;M;12737;12546;175;12735;12539;169;2;7;6
2021-10-01;Slagelse;K;30511;29964;564;30510;29949;551;1;15;13
2021-10-01;Slagelse;M;29356;28863;411;29360;28846;405;-4;17;6
2021-10-01;Stevns;K;9016;8916;167;9013;8911;165;3;5;2
2021-10-01;Stevns;M;8988;8878;127;8982;8872;126;6;6;1
2021-10-01;Sorø;K;11737;11583;223;11738;11573;219;-1;10;4
2021-10-01;Sorø;M;11405;11249;176;11398;11241;169;7;8;7
2021-10-01;Lejre;K;11082;10907;204;11082;10904;201;0;3;3
2021-10-01;Lejre;M;10802;10668;184;10800;10665;182;2;3;2
2021-10-01;Lolland;K;15420;15207;329;15415;15204;309;5;3;20
2021-10-01;Lolland;M;15240;15011;257;15235;15000;244;5;11;13
2021-10-01;Næstved;K;32583;32089;648;32578;32077;639;5;12;9
2021-10-01;Næstved;M;31159;30661;500;31156;30641;489;3;20;11
2021-10-01;Guldborgsund;K;23581;23236;520;23580;23232;519;1;4;1
2021-10-01;Guldborgsund;M;22904;22529;428;22905;22526;427;-1;3;1
2021-10-01;Vordingborg;K;17793;17549;383;17788;17544;382;5;5;1
2021-10-01;Vordingborg;M;17265;16997;328;17262;16992;328;3;5;0
2021-10-01;Bornholm;K;16218;15986;367;16217;15981;364;1;5;3
2021-10-01;Bornholm;M;15613;15338;278;15612;15335;275;1;3;3
2021-10-01;Middelfart;K;15703;15490;291;15696;15488;287;7;2;4
2021-10-01;Middelfart;M;15419;15192;258;15410;15188;250;9;4;8
