"Vaccinenavn","Regionsnavn","Antal første vacc.","Antal faerdigvacc."
AstraZeneca Covid-19 vaccine,Nordjylland,16858,0
AstraZeneca Covid-19 vaccine,Midtjylland,33536,0
AstraZeneca Covid-19 vaccine,Syddanmark,30411,246
AstraZeneca Covid-19 vaccine,Hovedstaden,45085,6
AstraZeneca Covid-19 vaccine,Sjælland,23850,331
Moderna Covid-19 Vaccine,Nordjylland,4186,3060
Moderna Covid-19 Vaccine,Midtjylland,5670,1645
Moderna Covid-19 Vaccine,Syddanmark,7354,4032
Moderna Covid-19 Vaccine,Hovedstaden,9306,2103
Moderna Covid-19 Vaccine,Sjælland,4390,1061
Pfizer BioNTech Covid-19 vacc,Nordjylland,44010,28679
Pfizer BioNTech Covid-19 vacc,Midtjylland,96739,66104
Pfizer BioNTech Covid-19 vacc,Syddanmark,95854,51107
Pfizer BioNTech Covid-19 vacc,Hovedstaden,128624,85496
Pfizer BioNTech Covid-19 vacc,Sjælland,60503,43008
