"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,48927,21359,7.7,3.3,638767
Frederiksberg,9844,4989,9.5,4.8,103357
Ballerup,5164,2352,10.5,4.8,49093
Brøndby,3736,1812,10.6,5.1,35382
Dragør,1503,840,10.3,5.8,14570
Gentofte,7895,4056,10.6,5.5,74371
Gladsaxe,7453,3532,10.8,5.1,69191
Glostrup,2900,1621,12.4,6.9,23468
Herlev,3415,1632,11.8,5.7,28834
Albertslund,2731,1565,10.0,5.7,27222
Hvidovre,5886,3061,11.0,5.7,53289
Høje Tåstrup,5128,2845,9.8,5.5,52150
Lyngby-Taarbæk,6230,3369,11.0,5.9,56859
Rødovre,4412,2040,10.7,4.9,41218
Ishøj,2053,1061,8.9,4.6,23071
Tårnby,4314,2046,10.1,4.8,42688
Vallensbæk,1782,925,10.8,5.6,16567
Furesø,4699,2406,11.5,5.9,40955
Allerød,2952,1344,11.4,5.2,25844
Fredensborg,4673,2313,11.4,5.6,41045
Helsingør,7436,3615,11.8,5.7,63003
Hillerød,6496,3208,12.6,6.2,51710
Hørsholm,3147,1637,12.7,6.6,24826
Rudersdal,6736,3415,11.8,6.0,56991
Egedal,4160,1790,9.5,4.1,43717
Frederikssund,5363,2559,11.8,5.6,45552
Greve,4797,2348,9.5,4.6,50535
Køge,6039,3208,9.8,5.2,61512
Halsnæs,3967,1597,12.6,5.1,31423
Roskilde,9464,4858,10.7,5.5,88776
Solrød,2178,1133,9.3,4.8,23469
Gribskov,5116,2351,12.5,5.7,40979
Odsherred,3813,1800,11.6,5.5,32910
Holbæk,7708,3794,10.7,5.3,71972
Faxe,3675,1798,10.0,4.9,36749
Kalundborg,4839,2335,10.0,4.8,48426
Ringsted,3109,1626,8.9,4.7,34945
Slagelse,8560,4273,10.8,5.4,79232
Stevns,2555,1192,11.0,5.1,23195
Sorø,3269,1517,10.9,5.1,29978
Lejre,3029,1455,10.7,5.1,28292
Lolland,4358,2387,10.8,5.9,40410
Næstved,9060,4583,10.9,5.5,83276
Guldborgsund,7370,3787,12.2,6.3,60331
Vordingborg,4920,2306,10.9,5.1,45209
Bornholm,4897,2265,12.3,5.7,39732
Middelfart,4973,2257,12.7,5.7,39260
Assens,4422,1684,10.8,4.1,40847
Faaborg-Midtfyn,5726,2255,11.1,4.4,51624
Kerteminde,2754,1096,11.6,4.6,23827
Nyborg,3623,1315,11.3,4.1,31953
Odense,21840,8980,10.6,4.4,205096
Svendborg,7733,3719,13.2,6.3,58791
Nordfyn,3164,1169,10.7,4.0,29532
Langeland,1710,697,13.8,5.6,12358
Ærø,906,308,15.1,5.1,5990
Haderslev,5520,2172,10.0,3.9,55318
Billund,2541,1098,9.6,4.1,26511
Sønderborg,7949,2859,10.8,3.9,73789
Tønder,3709,1584,10.0,4.3,37025
Esbjerg,13457,5613,11.6,4.9,115529
Fanø,407,160,11.8,4.6,3447
Varde,5719,2348,11.5,4.7,49650
Vejen,4722,2168,11.0,5.1,42775
Aabenraa,5425,1980,9.3,3.4,58577
Fredericia,5953,2593,11.6,5.0,51374
Horsens,8930,4151,9.6,4.5,92569
Kolding,9255,4109,9.9,4.4,93101
Vejle,12111,5221,10.3,4.4,117489
Herning,9377,5066,10.5,5.7,89275
Holstebro,6632,3323,11.3,5.7,58683
Lemvig,2232,1056,11.4,5.4,19559
Struer,2440,1334,11.7,6.4,20820
Syddjurs,4591,2418,10.6,5.6,43272
Norddjurs,4270,2456,11.5,6.6,36984
Favrskov,4733,2273,9.8,4.7,48470
Odder,2686,1444,11.7,6.3,23007
Randers,10436,4998,10.6,5.1,98292
Silkeborg,9980,5006,10.4,5.2,95905
Samsø,695,455,18.9,12.4,3681
Skanderborg,6013,2739,9.5,4.3,63462
Århus,32823,15024,9.3,4.3,352458
Ikast-Brande,3767,1923,9.1,4.6,41530
Ringkøbing-Skjern,5925,3260,10.6,5.8,56152
Hedensted,4484,2359,9.6,5.0,46835
Morsø,2713,1618,13.5,8.1,20071
Skive,5063,2727,11.1,6.0,45431
Thisted,4482,2338,10.4,5.4,43103
Viborg,10868,5737,11.2,5.9,96647
Brønderslev,4155,2007,11.5,5.6,36133
Frederikshavn,6207,3462,10.5,5.9,58973
Vesthimmerland,3972,2131,10.9,5.9,36351
Læsø,286,118,16.1,6.7,1773
Rebild,3015,1515,9.9,5.0,30492
Mariagerfjord,4801,2233,11.5,5.4,41588
Jammerbugt,3974,1897,10.4,5.0,38148
Aalborg,23605,10698,10.7,4.9,219685
Hjørring,7844,3722,12.2,5.8,64121
