"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,48927,21359,638767
Frederiksberg,9844,4989,103357
Ballerup,5164,2352,49093
Brøndby,3736,1812,35382
Dragør,1503,840,14570
Gentofte,7895,4056,74371
Gladsaxe,7453,3532,69191
Glostrup,2900,1621,23468
Herlev,3415,1632,28834
Albertslund,2731,1565,27222
Hvidovre,5886,3061,53289
Høje-Taastrup,5128,2845,52150
Lyngby-Taarbæk,6230,3369,56859
Rødovre,4412,2040,41218
Ishøj,2053,1061,23071
Tårnby,4314,2046,42688
Vallensbæk,1782,925,16567
Furesø,4699,2406,40955
Allerød,2952,1344,25844
Fredensborg,4673,2313,41045
Helsingør,7436,3615,63003
Hillerød,6496,3208,51710
Hørsholm,3147,1637,24826
Rudersdal,6736,3415,56991
Egedal,4160,1790,43717
Frederikssund,5363,2559,45552
Greve,4797,2348,50535
Køge,6039,3208,61512
Frederiksværk-Hundested,3967,1597,31423
Roskilde,9464,4858,88776
Solrød,2178,1133,23469
Gribskov,5116,2351,40979
Odsherred,3813,1800,32910
Holbæk,7708,3794,71972
Faxe,3675,1798,36749
Kalundborg,4839,2335,48426
Ringsted,3109,1626,34945
Slagelse,8560,4273,79232
Stevns,2555,1192,23195
Sorø,3269,1517,29978
Lejre,3029,1455,28292
Lolland,4358,2387,40410
Næstved,9060,4583,83276
Guldborgsund,7370,3787,60331
Vordingborg,4920,2306,45209
Bornholm,4897,2265,39732
Middelfart,4973,2257,39260
Assens,4422,1684,40847
Faaborg-Midtfyn,5726,2255,51624
Kerteminde,2754,1096,23827
Nyborg,3623,1315,31953
Odense,21840,8980,205096
Svendborg,7733,3719,58791
Nordfyns,3164,1169,29532
Langeland,1710,697,12358
Ærø,906,308,5990
Haderslev,5520,2172,55318
Billund,2541,1098,26511
Sønderborg,7949,2859,73789
Tønder,3709,1584,37025
Esbjerg,13457,5613,115529
Fanø,407,160,3447
Varde,5719,2348,49650
Vejen,4722,2168,42775
Aabenraa,5425,1980,58577
Fredericia,5953,2593,51374
Horsens,8930,4151,92569
Kolding,9255,4109,93101
Vejle,12111,5221,117489
Herning,9377,5066,89275
Holstebro,6632,3323,58683
Lemvig,2232,1056,19559
Struer,2440,1334,20820
Syddjurs,4591,2418,43272
Norddjurs,4270,2456,36984
Favrskov,4733,2273,48470
Odder,2686,1444,23007
Randers,10436,4998,98292
Silkeborg,9980,5006,95905
Samsø,695,455,3681
Skanderborg,6013,2739,63462
Århus,32823,15024,352458
Ikast-Brande,3767,1923,41530
Ringkøbing-Skjern,5925,3260,56152
Hedensted,4484,2359,46835
Morsø,2713,1618,20071
Skive,5063,2727,45431
Thisted,4482,2338,43103
Viborg,10868,5737,96647
Brønderslev-Dronninglund,4155,2007,36133
Frederikshavn,6207,3462,58973
Vesthimmerlands,3972,2131,36351
Læsø,286,118,1773
Rebild,3015,1515,30492
Mariagerfjord,4801,2233,41588
Jammerbugt,3974,1897,38148
Ålborg,23605,10698,219685
Hjørring,7844,3722,64121
