"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,65054,31739,11.0,5.4,590438
Midtjylland,135945,67749,10.2,5.1,1333032
Syddanmark,133619,55385,10.9,4.5,1223863
Hovedstaden,183015,87605,9.9,4.7,1855874
Sjælland,88743,44400,10.6,5.3,839217
