"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,65054,31739,590438
Midtjylland,135945,67749,1333032
Syddanmark,133619,55385,1223863
Hovedstaden,183015,87605,1855874
Sjælland,88743,44400,839217
