"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference"
2021-08-02;København;K;222444;153608;221362;152098;1082;1510
2021-08-02;København;M;214143;145974;213393;144632;750;1342
2021-08-02;Frederiksberg;K;40571;30722;40396;30516;175;206
2021-08-02;Frederiksberg;M;35735;26387;35597;26207;138;180
2021-08-02;Ballerup;K;17771;14922;17705;14859;66;63
2021-08-02;Ballerup;M;16412;13157;16355;13088;57;69
2021-08-02;Brøndby;K;11713;9953;11672;9904;41;49
2021-08-02;Brøndby;M;10767;8772;10743;8725;24;47
2021-08-02;Dragør;K;5520;4819;5515;4785;5;34
2021-08-02;Dragør;M;5165;4418;5158;4390;7;28
2021-08-02;Gentofte;K;28562;24011;28440;23879;122;132
2021-08-02;Gentofte;M;25558;21194;25471;21078;87;116
2021-08-02;Gladsaxe;K;24368;19838;24279;19712;89;126
2021-08-02;Gladsaxe;M;23368;18088;23288;17950;80;138
2021-08-02;Glostrup;K;8270;6787;8249;6742;21;45
2021-08-02;Glostrup;M;7800;6073;7776;6041;24;32
2021-08-02;Herlev;K;10281;8658;10245;8606;36;52
2021-08-02;Herlev;M;9392;7584;9355;7534;37;50
2021-08-02;Albertslund;K;8962;7452;8932;7408;30;44
2021-08-02;Albertslund;M;8475;6711;8442;6672;33;39
2021-08-02;Hvidovre;K;18517;15168;18462;15075;55;93
2021-08-02;Hvidovre;M;17508;13750;17450;13669;58;81
2021-08-02;Høje Tåstrup;K;17045;13935;16988;13862;57;73
2021-08-02;Høje Tåstrup;M;16669;13054;16599;12991;70;63
2021-08-02;Lyngby-Taarbæk;K;21520;18010;21479;17916;41;94
2021-08-02;Lyngby-Taarbæk;M;20415;16230;20365;16125;50;105
2021-08-02;Rødovre;K;14426;11737;14373;11680;53;57
2021-08-02;Rødovre;M;13241;10224;13191;10171;50;53
2021-08-02;Ishøj;K;6897;5672;6879;5642;18;30
2021-08-02;Ishøj;M;6664;5266;6642;5232;22;34
2021-08-02;Tårnby;K;15339;12776;15325;12708;14;68
2021-08-02;Tårnby;M;14422;11634;14411;11560;11;74
2021-08-02;Vallensbæk;K;5488;4533;5470;4484;18;49
2021-08-02;Vallensbæk;M;5302;4275;5287;4239;15;36
