"Vaccinedato";"Regionsnavn";"Kumulerede antal færdigvacc.";"Antal borgere";"Vaccinations dækning (%)"
2021-01-04;Hovedstaden;0;1858417;0.00
2021-01-07;Hovedstaden;0;1858417;0.00
2021-01-08;Hovedstaden;1;1858417;0.00
2021-01-09;Hovedstaden;2;1858417;0.00
2021-01-12;Hovedstaden;2;1858417;0.00
2021-01-13;Hovedstaden;3;1858417;0.00
2021-01-14;Hovedstaden;4;1858417;0.00
2021-01-15;Hovedstaden;9;1858417;0.00
2021-01-16;Hovedstaden;9;1858417;0.00
2021-01-17;Hovedstaden;48;1858417;0.00
2021-01-18;Hovedstaden;184;1858417;0.01
2021-01-19;Hovedstaden;354;1858417;0.02
2021-01-20;Hovedstaden;484;1858417;0.03
2021-01-21;Hovedstaden;600;1858417;0.03
2021-01-22;Hovedstaden;681;1858417;0.04
2021-01-23;Hovedstaden;4701;1858417;0.25
2021-01-24;Hovedstaden;8618;1858417;0.46
2021-01-25;Hovedstaden;8859;1858417;0.48
2021-01-26;Hovedstaden;8995;1858417;0.48
2021-01-27;Hovedstaden;9625;1858417;0.52
2021-01-28;Hovedstaden;13380;1858417;0.72
2021-01-29;Hovedstaden;20801;1858417;1.12
2021-01-30;Hovedstaden;25310;1858417;1.36
2021-01-31;Hovedstaden;27879;1858417;1.50
2021-02-01;Hovedstaden;29765;1858417;1.60
2021-02-02;Hovedstaden;29880;1858417;1.61
2021-02-03;Hovedstaden;32832;1858417;1.77
2021-02-04;Hovedstaden;39285;1858417;2.11
2021-02-05;Hovedstaden;44134;1858417;2.37
2021-02-06;Hovedstaden;47136;1858417;2.54
2021-02-07;Hovedstaden;47702;1858417;2.57
2021-02-08;Hovedstaden;48840;1858417;2.63
2021-02-09;Hovedstaden;48875;1858417;2.63
2021-02-10;Hovedstaden;49811;1858417;2.68
2021-02-11;Hovedstaden;50054;1858417;2.69
2021-02-12;Hovedstaden;54215;1858417;2.92
2021-02-13;Hovedstaden;54224;1858417;2.92
2021-02-14;Hovedstaden;54236;1858417;2.92
2021-02-15;Hovedstaden;55612;1858417;2.99
2021-02-16;Hovedstaden;56019;1858417;3.01
2021-02-17;Hovedstaden;56052;1858417;3.02
2021-02-18;Hovedstaden;56127;1858417;3.02
2021-02-19;Hovedstaden;56172;1858417;3.02
2021-02-20;Hovedstaden;56271;1858417;3.03
2021-02-21;Hovedstaden;56376;1858417;3.03
2021-02-22;Hovedstaden;56519;1858417;3.04
2021-02-23;Hovedstaden;56674;1858417;3.05
2021-02-24;Hovedstaden;56745;1858417;3.05
2021-02-25;Hovedstaden;56778;1858417;3.06
2021-02-26;Hovedstaden;56841;1858417;3.06
2021-02-27;Hovedstaden;57937;1858417;3.12
2021-02-28;Hovedstaden;59065;1858417;3.18
2021-03-01;Hovedstaden;59288;1858417;3.19
2021-03-02;Hovedstaden;59544;1858417;3.20
2021-03-03;Hovedstaden;59586;1858417;3.21
2021-03-04;Hovedstaden;59784;1858417;3.22
2021-03-05;Hovedstaden;60051;1858417;3.23
2021-03-06;Hovedstaden;60147;1858417;3.24
2021-03-07;Hovedstaden;60466;1858417;3.25
2021-03-08;Hovedstaden;60704;1858417;3.27
2021-03-09;Hovedstaden;62141;1858417;3.34
2021-03-10;Hovedstaden;63821;1858417;3.43
2021-03-11;Hovedstaden;68175;1858417;3.67
2021-03-12;Hovedstaden;72998;1858417;3.93
2021-03-13;Hovedstaden;73085;1858417;3.93
2021-03-14;Hovedstaden;76311;1858417;4.11
2021-03-15;Hovedstaden;79061;1858417;4.25
2021-03-16;Hovedstaden;82586;1858417;4.44
2021-03-17;Hovedstaden;86987;1858417;4.68
2021-03-18;Hovedstaden;91380;1858417;4.92
2021-03-19;Hovedstaden;92546;1858417;4.98
2021-03-20;Hovedstaden;92631;1858417;4.98
2021-03-21;Hovedstaden;94709;1858417;5.10
2021-03-22;Hovedstaden;94791;1858417;5.10
2021-03-23;Hovedstaden;94901;1858417;5.11
2021-03-24;Hovedstaden;103475;1858417;5.57
2021-03-25;Hovedstaden;107992;1858417;5.81
2021-03-26;Hovedstaden;110686;1858417;5.96
2021-03-27;Hovedstaden;110728;1858417;5.96
2021-03-28;Hovedstaden;110765;1858417;5.96
2021-03-29;Hovedstaden;111329;1858417;5.99
2021-03-30;Hovedstaden;111606;1858417;6.01
2021-03-31;Hovedstaden;115387;1858417;6.21
2021-04-01;Hovedstaden;120092;1858417;6.46
2021-04-02;Hovedstaden;123809;1858417;6.66
2021-04-03;Hovedstaden;123896;1858417;6.67
2021-04-04;Hovedstaden;123938;1858417;6.67
2021-04-05;Hovedstaden;123977;1858417;6.67
2021-04-06;Hovedstaden;124171;1858417;6.68
2021-04-07;Hovedstaden;124750;1858417;6.71
2021-04-08;Hovedstaden;126416;1858417;6.80
2021-04-09;Hovedstaden;129818;1858417;6.99
2021-04-10;Hovedstaden;131117;1858417;7.06
2021-04-11;Hovedstaden;131256;1858417;7.06
2021-04-12;Hovedstaden;138130;1858417;7.43
2021-04-13;Hovedstaden;139207;1858417;7.49
2021-04-14;Hovedstaden;143763;1858417;7.74
2021-04-15;Hovedstaden;145322;1858417;7.82
2021-04-16;Hovedstaden;148347;1858417;7.98
2021-04-17;Hovedstaden;148550;1858417;7.99
2021-04-18;Hovedstaden;148729;1858417;8.00
2021-04-19;Hovedstaden;150797;1858417;8.11
2021-04-20;Hovedstaden;155807;1858417;8.38
2021-04-21;Hovedstaden;159566;1858417;8.59
2021-04-22;Hovedstaden;159708;1858417;8.59
2021-04-23;Hovedstaden;166664;1858417;8.97
2021-04-24;Hovedstaden;168651;1858417;9.07
2021-04-25;Hovedstaden;168971;1858417;9.09
2021-04-26;Hovedstaden;172130;1858417;9.26
2021-04-27;Hovedstaden;181831;1858417;9.78
2021-04-28;Hovedstaden;190021;1858417;10.2
2021-04-29;Hovedstaden;197232;1858417;10.6
2021-04-30;Hovedstaden;197449;1858417;10.6
2021-05-01;Hovedstaden;197921;1858417;10.6
2021-05-02;Hovedstaden;206513;1858417;11.1
2021-05-03;Hovedstaden;214494;1858417;11.5
2021-05-04;Hovedstaden;223142;1858417;12.0
2021-05-05;Hovedstaden;235144;1858417;12.7
2021-05-06;Hovedstaden;245174;1858417;13.2
2021-05-07;Hovedstaden;252719;1858417;13.6
2021-05-08;Hovedstaden;272418;1858417;14.7
2021-05-09;Hovedstaden;280584;1858417;15.1
2021-05-10;Hovedstaden;286148;1858417;15.4
2021-05-11;Hovedstaden;292316;1858417;15.7
2021-05-12;Hovedstaden;297908;1858417;16.0
2021-05-13;Hovedstaden;308527;1858417;16.6
2021-05-14;Hovedstaden;316315;1858417;17.0
2021-05-15;Hovedstaden;323183;1858417;17.4
2021-05-16;Hovedstaden;326642;1858417;17.6
2021-05-17;Hovedstaden;333792;1858417;18.0
2021-05-18;Hovedstaden;342731;1858417;18.4
2021-05-19;Hovedstaden;345488;1858417;18.6
2021-05-20;Hovedstaden;351395;1858417;18.9
2021-05-21;Hovedstaden;358288;1858417;19.3
2021-05-22;Hovedstaden;361291;1858417;19.4
2021-05-23;Hovedstaden;362542;1858417;19.5
2021-05-24;Hovedstaden;363536;1858417;19.6
2021-05-25;Hovedstaden;365823;1858417;19.7
2021-05-26;Hovedstaden;368632;1858417;19.8
2021-05-27;Hovedstaden;371664;1858417;20.0
2021-05-28;Hovedstaden;373315;1858417;20.1
2021-05-29;Hovedstaden;375103;1858417;20.2
2021-05-30;Hovedstaden;379282;1858417;20.4
2021-05-31;Hovedstaden;388014;1858417;20.9
2021-06-01;Hovedstaden;394892;1858417;21.2
2021-06-02;Hovedstaden;401762;1858417;21.6
2021-06-03;Hovedstaden;413050;1858417;22.2
2021-06-04;Hovedstaden;415782;1858417;22.4
2021-06-05;Hovedstaden;416973;1858417;22.4
2021-06-06;Hovedstaden;425720;1858417;22.9
2021-06-07;Hovedstaden;437604;1858417;23.5
2021-06-08;Hovedstaden;445893;1858417;24.0
2021-06-09;Hovedstaden;455176;1858417;24.5
2021-06-10;Hovedstaden;457630;1858417;24.6
2021-06-11;Hovedstaden;460130;1858417;24.8
2021-06-12;Hovedstaden;461605;1858417;24.8
2021-06-13;Hovedstaden;463508;1858417;24.9
2021-06-14;Hovedstaden;465605;1858417;25.1
2021-06-15;Hovedstaden;467190;1858417;25.1
2021-06-16;Hovedstaden;474615;1858417;25.5
2021-06-17;Hovedstaden;481951;1858417;25.9
2021-06-18;Hovedstaden;491781;1858417;26.5
2021-06-19;Hovedstaden;498645;1858417;26.8
2021-06-20;Hovedstaden;504088;1858417;27.1
2021-06-21;Hovedstaden;511766;1858417;27.5
2021-06-22;Hovedstaden;519839;1858417;28.0
2021-06-23;Hovedstaden;531501;1858417;28.6
2021-06-24;Hovedstaden;543934;1858417;29.3
2021-06-25;Hovedstaden;552093;1858417;29.7
2021-06-26;Hovedstaden;562679;1858417;30.3
2021-06-27;Hovedstaden;571616;1858417;30.8
2021-06-28;Hovedstaden;587939;1858417;31.6
2021-06-29;Hovedstaden;604904;1858417;32.5
2021-06-30;Hovedstaden;617206;1858417;33.2
2021-07-01;Hovedstaden;625622;1858417;33.7
2021-07-02;Hovedstaden;638287;1858417;34.3
2021-07-03;Hovedstaden;653923;1858417;35.2
2021-07-04;Hovedstaden;667306;1858417;35.9
2021-07-05;Hovedstaden;680490;1858417;36.6
2021-07-06;Hovedstaden;693465;1858417;37.3
2021-07-07;Hovedstaden;700766;1858417;37.7
2021-07-08;Hovedstaden;707742;1858417;38.1
2021-07-09;Hovedstaden;716906;1858417;38.6
2021-07-10;Hovedstaden;725328;1858417;39.0
2021-07-11;Hovedstaden;730650;1858417;39.3
2021-07-12;Hovedstaden;746182;1858417;40.2
2021-07-13;Hovedstaden;762087;1858417;41.0
2021-07-14;Hovedstaden;773527;1858417;41.6
2021-07-15;Hovedstaden;787578;1858417;42.4
2021-07-16;Hovedstaden;800710;1858417;43.1
2021-07-17;Hovedstaden;813201;1858417;43.8
2021-07-18;Hovedstaden;830235;1858417;44.7
2021-07-19;Hovedstaden;849163;1858417;45.7
2021-07-20;Hovedstaden;868407;1858417;46.7
