"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;9;1
Hovedstaden;0-9;M;3;1
Hovedstaden;10-19;K;44597;26584
Hovedstaden;10-19;M;45610;26126
Hovedstaden;20-29;K;104426;57668
Hovedstaden;20-29;M;99571;51766
Hovedstaden;30-39;K;88440;28089
Hovedstaden;30-39;M;93201;29516
Hovedstaden;40-49;K;105028;92579
Hovedstaden;40-49;M;102535;89784
Hovedstaden;50-59;K;110399;107192
Hovedstaden;50-59;M;109142;105706
Hovedstaden;60-69;K;88281;87068
Hovedstaden;60-69;M;83726;82478
Hovedstaden;70-79;K;82853;82323
Hovedstaden;70-79;M;69682;69229
Hovedstaden;80-89;K;38188;37903
Hovedstaden;80-89;M;25735;25587
Hovedstaden;90+;K;8989;8843
Hovedstaden;90+;M;3318;3272
Midtjylland;0-9;K;1;0
Midtjylland;0-9;M;5;0
Midtjylland;10-19;K;39427;20709
Midtjylland;10-19;M;40159;20133
Midtjylland;20-29;K;67111;27360
Midtjylland;20-29;M;69395;22024
Midtjylland;30-39;K;53120;15001
Midtjylland;30-39;M;57574;11092
Midtjylland;40-49;K;73467;56847
Midtjylland;40-49;M;72095;52740
Midtjylland;50-59;K;82711;80424
Midtjylland;50-59;M;82954;80331
Midtjylland;60-69;K;73779;73020
Midtjylland;60-69;M;72073;71242
Midtjylland;70-79;K;64549;64286
Midtjylland;70-79;M;60209;59923
Midtjylland;80-89;K;29209;29062
Midtjylland;80-89;M;22527;22427
Midtjylland;90+;K;6707;6620
Midtjylland;90+;M;2996;2961
Nordjylland;0-9;K;3;0
Nordjylland;0-9;M;0;0
Nordjylland;10-19;K;17205;8469
Nordjylland;10-19;M;17843;8276
Nordjylland;20-29;K;26901;11053
Nordjylland;20-29;M;30433;9580
Nordjylland;30-39;K;22880;6874
Nordjylland;30-39;M;24350;4818
Nordjylland;40-49;K;30764;24623
Nordjylland;40-49;M;30646;22836
Nordjylland;50-59;K;37553;36278
Nordjylland;50-59;M;37800;36142
Nordjylland;60-69;K;35615;35194
Nordjylland;60-69;M;34895;34381
Nordjylland;70-79;K;31948;31773
Nordjylland;70-79;M;30192;30000
Nordjylland;80-89;K;14837;14746
Nordjylland;80-89;M;11608;11549
Nordjylland;90+;K;3404;3381
Nordjylland;90+;M;1586;1566
Sjælland;0-9;K;0;0
Sjælland;0-9;M;3;1
Sjælland;10-19;K;23742;13205
Sjælland;10-19;M;24864;13546
Sjælland;20-29;K;25447;12271
Sjælland;20-29;M;28345;11275
Sjælland;30-39;K;29513;9444
Sjælland;30-39;M;29354;6467
Sjælland;40-49;K;47132;39639
Sjælland;40-49;M;44753;35991
Sjælland;50-59;K;58262;56558
Sjælland;50-59;M;58341;56503
Sjælland;60-69;K;52322;51697
Sjælland;60-69;M;50615;49978
Sjælland;70-79;K;49820;49548
Sjælland;70-79;M;45616;45387
Sjælland;80-89;K;21130;20983
Sjælland;80-89;M;16337;16236
Sjælland;90+;K;4415;4363
Sjælland;90+;M;1913;1897
Syddanmark;0-9;K;2;1
Syddanmark;0-9;M;2;1
Syddanmark;10-19;K;35842;16134
Syddanmark;10-19;M;36349;15681
Syddanmark;20-29;K;47211;17784
Syddanmark;20-29;M;51023;14799
Syddanmark;30-39;K;44366;11523
Syddanmark;30-39;M;45982;8085
Syddanmark;40-49;K;66065;46817
Syddanmark;40-49;M;63768;41867
Syddanmark;50-59;K;79722;76604
Syddanmark;50-59;M;80271;76470
Syddanmark;60-69;K;73093;72185
Syddanmark;60-69;M;71792;70739
Syddanmark;70-79;K;65554;65220
Syddanmark;70-79;M;60789;60429
Syddanmark;80-89;K;31454;31265
Syddanmark;80-89;M;23945;23818
Syddanmark;90+;K;7142;7034
Syddanmark;90+;M;3112;3072
