"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,113243,58243,590306
Midtjylland,239606,118195,1333654
Syddanmark,227256,110670,1224322
Hovedstaden,345777,152057,1856233
Sjælland,171554,79954,839920
