"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,82295,35682,12.9,5.6,638783
Frederiksberg,19382,8525,18.8,8.3,103233
Ballerup,10331,4363,21.0,8.9,49094
Brøndby,7344,3393,20.8,9.6,35384
Dragør,3507,1488,24.1,10.2,14556
Gentofte,15978,7204,21.5,9.7,74320
Gladsaxe,12944,6019,18.8,8.7,69014
Glostrup,4976,2449,21.2,10.4,23487
Herlev,6040,2801,21.0,9.7,28808
Albertslund,5527,2412,20.3,8.9,27218
Hvidovre,10526,5196,19.8,9.8,53288
Høje Tåstrup,10069,4536,19.3,8.7,52188
Lyngby-Taarbæk,11529,5419,20.2,9.5,57041
Rødovre,7889,3677,19.2,8.9,41178
Ishøj,4145,1732,18.0,7.5,23072
Tårnby,8489,3815,19.9,8.9,42708
Vallensbæk,3563,1618,21.5,9.8,16550
Furesø,9253,4204,22.6,10.2,41030
Allerød,5642,2557,21.8,9.9,25884
Fredensborg,9545,4084,23.3,10.0,41015
Helsingør,15423,6350,24.4,10.1,63082
Hillerød,11412,5307,22.0,10.2,51803
Hørsholm,6760,3017,27.2,12.2,24829
Rudersdal,13119,6187,23.0,10.9,56989
Egedal,8749,3396,20.0,7.8,43790
Frederikssund,11211,4632,24.6,10.1,45645
Greve,10052,4340,19.9,8.6,50604
Køge,11344,5578,18.4,9.1,61550
Halsnæs,8044,3405,25.6,10.8,31460
Roskilde,17119,8320,19.3,9.4,88730
Solrød,4311,1983,18.4,8.4,23489
Gribskov,10496,4281,25.6,10.4,41042
Odsherred,8161,3341,24.8,10.1,32922
Holbæk,14368,6660,19.9,9.2,72085
Faxe,6926,3367,18.8,9.1,36803
Kalundborg,10159,4486,21.0,9.3,48438
Ringsted,5850,2754,16.7,7.9,34973
Slagelse,16751,7692,21.1,9.7,79336
Stevns,4755,2393,20.5,10.3,23245
Sorø,6365,2943,21.2,9.8,29959
Lejre,5759,2682,20.2,9.4,28447
Lolland,9116,4183,22.6,10.4,40381
Næstved,16418,8190,19.7,9.8,83336
Guldborgsund,13971,6587,23.1,10.9,60368
Vordingborg,10129,4455,22.4,9.8,45254
Bornholm,11589,4308,29.2,10.8,39742
Middelfart,8040,4068,20.5,10.3,39313
Assens,7765,3588,19.0,8.8,40909
Faaborg-Midtfyn,10438,4703,20.2,9.1,51683
Kerteminde,4964,2391,20.8,10.0,23841
Nyborg,6589,3065,20.6,9.6,31988
Odense,35762,16652,17.5,8.1,204901
Svendborg,12546,6593,21.3,11.2,58837
Nordfyn,5658,2557,19.1,8.7,29548
Langeland,2940,1517,23.8,12.3,12343
Ærø,1478,771,24.6,12.8,6012
Haderslev,8854,4617,16.0,8.3,55396
Billund,4621,2324,17.4,8.8,26507
Sønderborg,13102,7324,17.8,9.9,73775
Tønder,6401,3213,17.3,8.7,37032
Esbjerg,23795,10683,20.6,9.2,115591
Fanø,891,345,25.9,10.0,3438
Varde,10166,4785,20.5,9.6,49706
Vejen,7717,4015,18.0,9.4,42795
Aabenraa,9827,4645,16.8,7.9,58602
Fredericia,9701,4958,18.9,9.7,51368
Horsens,15399,7262,16.6,7.8,92702
Kolding,15349,7840,16.5,8.4,93106
Vejle,20652,10016,17.6,8.5,117631
Herning,16237,8580,18.2,9.6,89328
Holstebro,11120,5444,19.0,9.3,58652
Lemvig,4356,2237,22.3,11.4,19542
Struer,4410,2250,21.2,10.8,20836
Syddjurs,8796,3987,20.3,9.2,43409
Norddjurs,7742,3928,20.9,10.6,36961
Favrskov,8568,3996,17.7,8.2,48508
Odder,4671,2356,20.3,10.2,23047
Randers,18674,9210,19.0,9.4,98366
Silkeborg,17927,8950,18.7,9.3,96007
Samsø,778,623,21.0,16.8,3703
Skanderborg,10956,5177,17.2,8.1,63539
Århus,54453,25361,15.5,7.2,352286
Ikast-Brande,7561,3720,18.2,8.9,41605
Ringkøbing-Skjern,10390,5627,18.5,10.0,56213
Hedensted,8081,4190,17.2,8.9,46887
Morsø,4216,2628,21.0,13.1,20085
Skive,9733,5269,21.4,11.6,45378
Thisted,8603,4100,19.9,9.5,43142
Viborg,19754,10028,20.4,10.4,96685
Brønderslev,6521,3283,18.1,9.1,36125
Frederikshavn,12489,5951,21.2,10.1,58953
Vesthimmerland,7898,3949,21.7,10.9,36367
Læsø,698,387,39.2,21.7,1780
Rebild,5577,2800,18.3,9.2,30501
Mariagerfjord,8816,4500,21.2,10.8,41573
Jammerbugt,7763,3588,20.3,9.4,38200
Aalborg,38122,20019,17.4,9.1,219512
Hjørring,12540,7038,19.6,11.0,64068
