"Vaccinedato","geo","Antal færdigvacc. personer","Antal borgere","Færdigvacc. (%)","Kumuleret antal færdigvacc."
2021-01-15,Nationalt,5,5844435,0.00,5
2021-01-16,Nationalt,7,5844435,0.00,12
2021-01-17,Nationalt,700,5844435,0.01,712
2021-01-18,Nationalt,2104,5844435,0.05,2816
2021-01-19,Nationalt,2066,5844435,0.08,4882
2021-01-20,Nationalt,1868,5844435,0.12,6750
2021-01-21,Nationalt,2331,5844435,0.16,9081
2021-01-22,Nationalt,5661,5844435,0.25,14742
2021-01-23,Nationalt,7126,5844435,0.37,21868
2021-01-24,Nationalt,6505,5844435,0.49,28373
2021-01-25,Nationalt,2483,5844435,0.53,30856
2021-01-26,Nationalt,1728,5844435,0.56,32584
2021-01-27,Nationalt,4361,5844435,0.63,36945
2021-01-28,Nationalt,8115,5844435,0.77,45060
2021-01-29,Nationalt,18261,5844435,1.08,63321
2021-01-30,Nationalt,12899,5844435,1.30,76220
2021-01-31,Nationalt,12249,5844435,1.51,88469
2021-02-01,Nationalt,7887,5844435,1.65,96356
2021-02-02,Nationalt,3020,5844435,1.70,99376
2021-02-03,Nationalt,6178,5844435,1.81,105554
2021-02-04,Nationalt,10893,5844435,1.99,116447
2021-02-05,Nationalt,13423,5844435,2.22,129870
2021-02-06,Nationalt,6771,5844435,2.34,136641
2021-02-07,Nationalt,3637,5844435,2.40,140278
2021-02-08,Nationalt,7043,5844435,2.52,147321
2021-02-09,Nationalt,4896,5844435,2.60,152217
2021-02-10,Nationalt,3912,5844435,2.67,156129
2021-02-11,Nationalt,2456,5844435,2.71,158585
2021-02-12,Nationalt,7628,5844435,2.84,166213
2021-02-13,Nationalt,971,5844435,2.86,167184
2021-02-14,Nationalt,628,5844435,2.87,167812
2021-02-15,Nationalt,3140,5844435,2.93,170952
2021-02-16,Nationalt,1338,5844435,2.95,172290
2021-02-17,Nationalt,431,5844435,2.96,172721
2021-02-18,Nationalt,310,5844435,2.96,173031
2021-02-19,Nationalt,974,5844435,2.98,174005
2021-02-20,Nationalt,583,5844435,2.99,174588
2021-02-21,Nationalt,355,5844435,2.99,174943
2021-02-22,Nationalt,1103,5844435,3.01,176046
2021-02-23,Nationalt,1950,5844435,3.05,177996
2021-02-24,Nationalt,1962,5844435,3.08,179958
2021-02-25,Nationalt,642,5844435,3.09,180600
2021-02-26,Nationalt,1003,5844435,3.11,181603
2021-02-27,Nationalt,1479,5844435,3.13,183082
2021-02-28,Nationalt,1427,5844435,3.16,184509
2021-03-01,Nationalt,1059,5844435,3.18,185568
2021-03-02,Nationalt,1305,5844435,3.20,186873
2021-03-03,Nationalt,1033,5844435,3.22,187906
2021-03-04,Nationalt,1818,5844435,3.25,189724
2021-03-05,Nationalt,5695,5844435,3.34,195419
2021-03-06,Nationalt,4011,5844435,3.41,199430
2021-03-07,Nationalt,4355,5844435,3.49,203785
2021-03-08,Nationalt,6488,5844435,3.60,210273
2021-03-09,Nationalt,7273,5844435,3.72,217546
2021-03-10,Nationalt,7305,5844435,3.85,224851
2021-03-11,Nationalt,8072,5844435,3.99,232923
2021-03-12,Nationalt,10681,5844435,4.17,243604
2021-03-13,Nationalt,5976,5844435,4.27,249580
2021-03-14,Nationalt,9436,5844435,4.43,259016
2021-03-15,Nationalt,9962,5844435,4.60,268978
2021-03-16,Nationalt,9519,5844435,4.77,278497
2021-03-17,Nationalt,9260,5844435,4.92,287757
2021-03-18,Nationalt,7250,5844435,5.05,295007
2021-03-19,Nationalt,11831,5844435,5.25,306838
2021-03-20,Nationalt,4875,5844435,5.33,311713
2021-03-21,Nationalt,4696,5844435,5.41,316409
2021-03-22,Nationalt,7845,5844435,5.55,324254
2021-03-23,Nationalt,7646,5844435,5.68,331900
2021-03-24,Nationalt,13550,5844435,5.91,345450
2021-03-25,Nationalt,8501,5844435,6.06,353951
2021-03-26,Nationalt,7926,5844435,6.19,361877
2021-03-27,Nationalt,3140,5844435,6.25,365017
2021-03-28,Nationalt,2822,5844435,6.29,367839
2021-03-29,Nationalt,6250,5844435,6.40,374089
2021-03-30,Nationalt,6113,5844435,6.51,380202
2021-03-31,Nationalt,9894,5844435,6.67,390096
2021-04-01,Nationalt,6990,5844435,6.79,397086
2021-04-02,Nationalt,7054,5844435,6.91,404140
2021-04-03,Nationalt,2190,5844435,6.95,406330
2021-04-04,Nationalt,1789,5844435,6.98,408119
2021-04-05,Nationalt,1305,5844435,7.01,409424
2021-04-06,Nationalt,6163,5844435,7.11,415587
2021-04-07,Nationalt,8331,5844435,7.25,423918
2021-04-08,Nationalt,8627,5844435,7.40,432545
2021-04-09,Nationalt,8711,5844435,7.55,441256
2021-04-10,Nationalt,5455,5844435,7.64,446711
2021-04-11,Nationalt,3861,5844435,7.71,450572
2021-04-12,Nationalt,11546,5844435,7.91,462118
2021-04-13,Nationalt,6277,5844435,8.01,468395
2021-04-14,Nationalt,11107,5844435,8.20,479502
2021-04-15,Nationalt,9122,5844435,8.36,488624
2021-04-16,Nationalt,8174,5844435,8.50,496798
2021-04-17,Nationalt,2739,5844435,8.55,499537
2021-04-18,Nationalt,5160,5844435,8.64,504697
2021-04-19,Nationalt,14422,5844435,8.88,519119
