"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,113243,58243,19.2,9.9,590306
Midtjylland,239606,118195,18.0,8.9,1333654
Syddanmark,227256,110670,18.6,9.0,1224322
Hovedstaden,345777,152057,18.6,8.2,1856233
Sjælland,171554,79954,20.4,9.5,839920
